Provider,Specialty,City,State / Country,Total Medicare payments
"HOEKSTRA, KATHERINE E",Internal Medicine,GOLDEN,CO,"$56,300.92"
"ROBINSON, WALTER G",Sports Medicine,GOLDEN,CO,"$54,785.54"
"FOULK, DOUGLAS A",Sports Medicine,GOLDEN,CO,"$54,372.86"
"BLOCH, MARTIN A",General Practice,GOLDEN,CO,"$49,095.91"
"PINO, EMERY J",Physical Therapist,GOLDEN,CO,"$48,664.87"
"HERMSEN, THOMAS P",Physical Therapist,GOLDEN,CO,"$47,151.78"
"JOHNSON, KEVIN R",Physical Therapist,GOLDEN,CO,"$45,443.49"
"LOUTZENHISER, LONNIE E",Orthopedic Surgery,GOLDEN,CO,"$44,593.42"
"QUINN, JORDANNA",Osteopathic Manipulative Medicine,GOLDEN,CO,"$43,382.06"
"GOTTLOB, CHARLES A",Sports Medicine,GOLDEN,CO,"$42,766.32"
"HUMPHREY, COURTNEY M",Physical Therapist,GOLDEN,CO,"$42,227.66"
"LAFAVE, RICHARD D",Physical Therapist,GOLDEN,CO,"$41,688.63"
"FLOOD, SUSAN B",Family Practice,GOLDEN,CO,"$41,163.51"
"FITZGERALD, LISA M",Occupational therapist,GOLDEN,CO,"$38,442.08"
"WONG, DOUGLAS C",Orthopedic Surgery,GOLDEN,CO,"$37,854.02"
"ROBINSON, MITCHEL S",Sports Medicine,GOLDEN,CO,"$36,203.91"
"DOUGHERTY, KELLY A",Physical Therapist,GOLDEN,CO,"$35,930.82"
"WILDFONG, CINDY C",Licensed Clinical Social Worker,GOLDEN,CO,"$34,189.90"
"PATNOE, SHAE L",Physical Therapist,GOLDEN,CO,"$33,873.23"
"BUTLER, RHETT H",Emergency Medicine,GOLDEN,CO,"$33,094.77"
"GERMAN, DEANN L",Physical Therapist,GOLDEN,CO,"$32,785.34"
"STAHL, ERIC J",Sports Medicine,GOLDEN,CO,"$30,364.82"
"MURKEN, ROGER E",Orthopedic Surgery,GOLDEN,CO,"$30,037.88"
"PUSCHAK, THOMAS J",Orthopedic Surgery,GOLDEN,CO,"$29,669.69"
"POWERS, DENISE J",Physical Therapist,GOLDEN,CO,"$29,193.96"
"DEOL, PREMJIT S",Orthopedic Surgery,GOLDEN,CO,"$29,055.19"
"DESIATO, JOHN V",Physical Therapist,GOLDEN,CO,"$25,747.24"
"SOLMOS, MICHAEL J",Anesthesiology,GOLDEN,CO,"$24,107.30"
"SOMERS, SHERRIE L",Internal Medicine,GOLDEN,CO,"$22,725.27"
"MIDDLETON, BARBARA J",Licensed Clinical Social Worker,GOLDEN,CO,"$22,205.51"
"MITCHELL, DONNA F",Anesthesiology,GOLDEN,CO,"$21,668.90"
"SEEMANN, MITCHELL D",Sports Medicine,GOLDEN,CO,"$21,643.11"
"LYNG, JENNIFER M",Physical Therapist,GOLDEN,CO,"$20,168.76"
"GIOVANIELLI, KIRA R",Dermatology,GOLDEN,CO,"$19,705.10"
"DESAI, BHARAT M",Orthopedic Surgery,GOLDEN,CO,"$19,437.39"
"KOLLMYER, WILLIAM P",Physical Therapist,GOLDEN,CO,"$18,648.06"
"PENNINGTON, DAVID S",Anesthesiology,GOLDEN,CO,"$18,442.67"
"MILLER, TINA M",Physical Therapist,GOLDEN,CO,"$18,075.44"
"DEMMON, KEITH",Physical Therapist,GOLDEN,CO,"$17,180.58"
"MCNAIR, PATRICK J",Sports Medicine,GOLDEN,CO,"$16,174.17"
"DORRIS, CANDICE L",Physician Assistant,GOLDEN,CO,"$14,998.17"
"BRIAN, CHRISTOPHER M",Hand Surgery,GOLDEN,CO,"$14,434.01"
"OLSEN, SHAWNA N",Physical Therapist,GOLDEN,CO,"$14,124.36"
"DAUGHARTY, MAIRE C",Anesthesiology,GOLDEN,CO,"$13,825.64"
"PEDERSON, WILLIAM F",Anesthesiology,GOLDEN,CO,"$13,386.44"
"LAURNEN, MARK E",Anesthesiology,GOLDEN,CO,"$13,236.13"
"THOMPSON, STEPHEN J",CRNA,GOLDEN,CO,"$12,501.09"
"LEE, DAVID J",Anesthesiology,GOLDEN,CO,"$12,032.91"
"ARORA, SANJAY K",Anesthesiology,GOLDEN,CO,"$12,024.63"
"MITCHELL, DOUGLAS C",Anesthesiology,GOLDEN,CO,"$11,203.63"
"COHEN, PAUL J",Anesthesiology,GOLDEN,CO,"$10,944.10"
"FRIERMOOD, THOMAS G",Orthopedic Surgery,GOLDEN,CO,"$10,689.52"
"MAYEDA, SAM K",Anesthesiology,GOLDEN,CO,"$10,344.19"
"BARON, SAMUEL J",Optometry,GOLDEN,CO,"$9,874.65"
"BREDAR, DANIEL J",Anesthesiology,GOLDEN,CO,"$9,812.19"
"DANIELS, CLIFTON A",Anesthesiology,GOLDEN,CO,"$9,703.42"
"KENNEDY, AMY K",Physician Assistant,GOLDEN,CO,"$9,572.22"
"FOX, BRIAN W",Physician Assistant,GOLDEN,CO,"$9,537.23"
"ARTHUR, LEE E",Anesthesiology,GOLDEN,CO,"$9,463.82"
"LAURIE, WILLIAM B",Optometry,GOLDEN,CO,"$9,274.54"
"DAVIS, HEIDI",Physician Assistant,GOLDEN,CO,"$8,613.32"
"HAMILTON, JEFFREY M",Physician Assistant,GOLDEN,CO,"$8,529.62"
"MILLER, MICHELLE S",Physical Therapist,GOLDEN,CO,"$8,506.20"
"WILSON, STUART A",Physical Therapist,GOLDEN,CO,"$8,335.92"
"HENNINGER, LINDSEY J",Physician Assistant,GOLDEN,CO,"$8,297.34"
"GASSER, RYAN M",Orthopedic Surgery,GOLDEN,CO,"$8,234.64"
"CAPUTO, STEVEN J",Anesthesiology,GOLDEN,CO,"$7,964.72"
"SIMMS, CHASE",Physical Therapist,GOLDEN,CO,"$7,706.76"
DILLON COMPANIES INC,Mass Immunization Roster Biller,GOLDEN,CO,"$7,492.47"
"WILLIS, MURRAY S",Anesthesiology,GOLDEN,CO,"$7,484.34"
"WALTZ, MICHAEL D",Anesthesiology,GOLDEN,CO,"$7,454.24"
"COHEN, STEVEN R",Anesthesiology,GOLDEN,CO,"$7,425.24"
"VINER, JESSE A",Physician Assistant,GOLDEN,CO,"$7,242.13"
WALGREEN CO,Mass Immunization Roster Biller,GOLDEN,CO,"$7,147.44"
"GROSSER, DAVID",Anesthesiology,GOLDEN,CO,"$7,119.00"
"SYVERUD, THOMAS A",Anesthesiology,GOLDEN,CO,"$7,016.38"
"NICHOLSON, ASHLEY L",Physician Assistant,GOLDEN,CO,"$6,458.04"
SAFEWAY INC,Mass Immunization Roster Biller,GOLDEN,CO,"$6,077.76"
"HERNANDEZ, ERIC J",Family Practice,GOLDEN,CO,"$6,069.60"
"FINLEY, LYNDA E",Physician Assistant,GOLDEN,CO,"$5,820.91"
"WICKHAM, BRIAN D",Anesthesiology,GOLDEN,CO,"$5,461.53"
"YOUMELL, NATHAN D",Physician Assistant,GOLDEN,CO,"$5,379.59"
"FIEDLER, STEPHAN O",Anesthesiology,GOLDEN,CO,"$5,324.76"
"DOUGALL, DORIN L",Anesthesiology,GOLDEN,CO,"$5,210.97"
"ATKINSON, LEIGH",Anesthesiology,GOLDEN,CO,"$5,081.40"
"COIT, MARGARET PEGGY J",Physical Therapist,GOLDEN,CO,"$4,862.60"
"GIBSON, MARCEY A",Physical Therapist,GOLDEN,CO,"$4,751.79"
"MOOD, COREY D",Physician Assistant,GOLDEN,CO,"$4,687.17"
"MORGAN, BRIAN C",Physician Assistant,GOLDEN,CO,"$4,555.39"
"PAYNE, DARRICK",Anesthesiology,GOLDEN,CO,"$4,356.46"
"BROWN, THOMAS L",Chiropractic,GOLDEN,CO,"$4,090.44"
"PRATT, BRADLEY W",Physician Assistant,GOLDEN,CO,"$4,084.17"
"LAWLER, WENDY L",Anesthesiology,GOLDEN,CO,"$3,934.93"
"WHITE, LYNN R",Anesthesiology,GOLDEN,CO,"$3,932.03"
"BARBER, JESSICA J",Physician Assistant,GOLDEN,CO,"$3,911.99"
"BRONK, BARRY B",Physician Assistant,GOLDEN,CO,"$3,884.81"
"WONG, MICHELLE M",Anesthesiology,GOLDEN,CO,"$3,778.86"
"PERKINS, VICTORIA A",Occupational therapist,GOLDEN,CO,"$3,682.11"
"SULLIVAN, SHEILA M",Physician Assistant,GOLDEN,CO,"$3,519.61"
"SUIRE, KYLE M",Family Practice,GOLDEN,CO,"$3,244.86"
"JACKSON CONDON, KELLEY R",Optometry,GOLDEN,CO,"$3,244.83"
"LANGLEY, JAMES W",Family Practice,GOLDEN,CO,"$3,162.12"
"PEACE, WILLIAM J",Orthopedic Surgery,GOLDEN,CO,"$3,157.04"
"SELBY, AMANDA L",CRNA,GOLDEN,CO,"$2,962.85"
"STONEBRAKER, MARINA",Occupational therapist,GOLDEN,CO,"$2,745.83"
"TRIMBLE, MICHAEL J",Physician Assistant,GOLDEN,CO,"$2,089.64"
"SILLECK, SONYA B",Physician Assistant,GOLDEN,CO,"$1,732.86"
"SPIGHT, KATHRYN E",Physician Assistant,GOLDEN,CO,"$1,323.28"
"BERROA, LOUANN C",Physician Assistant,GOLDEN,CO,"$1,187.98"
"MADDEN, KIMBERLY F",Physician Assistant,GOLDEN,CO,$896.59
"REYNOLDS, MARY",Family Practice,GOLDEN,CO,$830.94
"SWENSON, ELIZABETH B",Nurse Practitioner,GOLDEN,CO,$525.14
"BERGERON, RICHARD A",Chiropractic,GOLDEN,CO,$395.08
"GUTIERREZ, ALEJANDRO",CRNA,GOLDEN,CO,$364.32
"TEISSLER, HANA",Anesthesiology,GOLDEN,CO,$337.51
