Provider,Specialty,City,State / Country,Total Medicare payments
"FRANTZ, SHIRLEY J",Internal Medicine,AURORA,CO,164459.59
"MANDAVA, NARESH",Ophthalmology,AURORA,CO,162730.84
"RAINWATER, JOSEPH O",Cardiology,AURORA,CO,162656.76
"WELCH, ERIN",Dermatology,AURORA,CO,160381.00
"KAN DI KI, LLC",Portable X-ray,AURORA,CO,155204.93
"BURCHAM, JAMES R",Ophthalmology,AURORA,CO,155040.65
"SAKIEWICZ, PAUL G",Nephrology,AURORA,CO,154462.91
"KAHOOK, MALIK",Ophthalmology,AURORA,CO,152760.92
"WHITE, CYNTHIA S",Physician Assistant,AURORA,CO,149019.02
"RAY, JENNIFER A",Dermatology,AURORA,CO,148922.67
"STEWART, PATRICIA L",Nurse Practitioner,AURORA,CO,147737.82
"KOTARU, CHAKRADHAR",Critical Care (Intensivists),AURORA,CO,146834.30
UNIVERSITY PHYSICIANS INCORPORATED,Clinical Laboratory,AURORA,CO,145366.52
"LEDER, ROBERT M",Internal Medicine,AURORA,CO,145091.34
"LOCKWOOD, MICHAEL J",Physician Assistant,AURORA,CO,144914.96
"CHONCHOL, MICHEL",Nephrology,AURORA,CO,141233.41
"SOVNDAL, SHANNON S",Emergency Medicine,AURORA,CO,140043.08
"PALMQUIST, DAVID L",Internal Medicine,AURORA,CO,139773.58
"FARRELL, CARISSA D",Physician Assistant,AURORA,CO,138604.56
"ECKHOFF, DONALD",Orthopedic Surgery,AURORA,CO,138028.75
"KANDUKURI, RAJEEV",Internal Medicine,AURORA,CO,136538.26
"SIRAJ, SEEMA",Family Practice,AURORA,CO,135974.81
"FORRESTER, JOSEPH",Critical Care (Intensivists),AURORA,CO,135815.63
"ANDERSON, DANIELLE",Physician Assistant,AURORA,CO,134489.27
"HARTSUIKER, GALIN L",Physician Assistant,AURORA,CO,133504.42
"GRIN, JENNIFER M",Ophthalmology,AURORA,CO,132977.00
"BRIDGES, JESSYCA",Physician Assistant,AURORA,CO,132551.62
"VILLAR, ADOLFO M",Nephrology,AURORA,CO,131716.57
"BURMAN, ROBERT W",Diagnostic Radiology,AURORA,CO,130049.93
"WIER, CAROL D",Nurse Practitioner,AURORA,CO,128045.53
"PROCTOR, GREGORY",Nephrology,AURORA,CO,126859.49
"MCLAUGHLIN, JOHN D",Internal Medicine,AURORA,CO,114382.17
"NICODEMUS, MALENA M",Physician Assistant,AURORA,CO,114190.87
"KELLER, MARK W",Cardiology,AURORA,CO,113827.76
"DELOSREYES, CHERRY M",Geriatric Medicine,AURORA,CO,113450.71
"PATT, RICHARD A",Family Practice,AURORA,CO,113394.77
"SULLIVAN, ANDREW K",Pulmonary Disease,AURORA,CO,113217.13
CHER LLC,Independent Diagnostic Testing Facility,AURORA,CO,113146.69
"MARTIN, REBEKAH L",Physical Medicine and Rehabilitation,AURORA,CO,113087.39
"BARQAWI, AL",Neurology,AURORA,CO,112134.78
"DOWNING, NATALIE J",Physician Assistant,AURORA,CO,112090.44
"NEUMANN, ROBERT",Neurology,AURORA,CO,110413.42
"FANOS, NASHAT F",Internal Medicine,AURORA,CO,109693.92
"SHEYKHET, TATYANA",Physical Therapist,AURORA,CO,109293.28
"ELLIAS, JEREMIAH F",Emergency Medicine,AURORA,CO,108758.81
"MADDEN, ERIN A",Family Practice,AURORA,CO,107943.38
"HARTWICK, CHRISTINE P",Nurse Practitioner,AURORA,CO,106586.23
"SARKAR, MONALI",Internal Medicine,AURORA,CO,106504.12
"BENNETT, MARY J",Nurse Practitioner,AURORA,CO,105292.16
"SUNDLAND, BARRY R",Family Practice,AURORA,CO,102055.21
"GRUBER, MICHAEL P",Critical Care (Intensivists),AURORA,CO,102021.31
"HASSELKUS, HERMAN",Internal Medicine,AURORA,CO,101728.44
"KAVANAGH, BRIAN",Radiation Oncology,AURORA,CO,101513.16
"LATAL, KRISTINE",Physician Assistant,AURORA,CO,100589.70
"OLSON, JEFFREY",Ophthalmology,AURORA,CO,100218.63
"O'NEILL, BRENDAN",Dermatology,AURORA,CO,100218.37
"NEYMAN, KIMBERLY M",Dermatology,AURORA,CO,98548.89
"SHUKERT, BENJAMIN",Internal Medicine,AURORA,CO,97583.28
"SHERMAN, M E",Cardiology,AURORA,CO,97567.98
"IGEL, MEGAN A",Physician Assistant,AURORA,CO,96611.99
"DORMISH, JONATHON",Podiatry,AURORA,CO,96420.28
"KER, NATHAN J",Family Practice,AURORA,CO,95786.04
"BIODESIX, INC.",Clinical Laboratory,AURORA,CO,95206.03
"KAN DI KI, LLC",Clinical Laboratory,AURORA,CO,95172.80
"NGUYEN, DUY",Cardiology,AURORA,CO,94770.58
"PROHASKA, UTE",Emergency Medicine,AURORA,CO,94138.95
"SHAH, ALI A",Internal Medicine,AURORA,CO,93825.80
"CHAN, LAURENCE",Nephrology,AURORA,CO,93765.30
"SIDDIQUI, NAJMUL H",Family Practice,AURORA,CO,93148.42
"VARSHNEY, MAMTA",Internal Medicine,AURORA,CO,93107.09
"TAMURA, WATARU",Gastroenterology,AURORA,CO,93017.90
"GREGORY, DARREN G",Ophthalmology,AURORA,CO,92884.73
"PATEL, VIKAS",Orthopedic Surgery,AURORA,CO,92821.86
"BATUELLO, JOSEPH T",Internal Medicine,AURORA,CO,91685.17
"CHAPMAN, KARLEE",Nurse Practitioner,AURORA,CO,91499.95
"SHIP, JORDAN R",Emergency Medicine,AURORA,CO,91497.60
"KASHIKAR, PADMINI",Internal Medicine,AURORA,CO,91493.41
"DURAIRAJ, VIKRAM",Ophthalmology,AURORA,CO,91259.55
"WERNER, PAMELA A",Nurse Practitioner,AURORA,CO,90004.88
"ERICKSON, CHRISTOPHER J",Internal Medicine,AURORA,CO,89922.81
"DUNAWAY, FRANK R",Emergency Medicine,AURORA,CO,89663.44
"BENISH, ELIZABETH A",Internal Medicine,AURORA,CO,89622.72
"OJEMANN, STEVEN",Neurosurgery,AURORA,CO,89201.12
"ALEONG, RYAN",Cardiology,AURORA,CO,88992.78
"COHEN, LAURENCE J",Emergency Medicine,AURORA,CO,88692.56
"ALSALEEM, AHMAD S",Critical Care (Intensivists),AURORA,CO,88038.80
"SCHROEDER, DAVID F",Family Practice,AURORA,CO,88018.18
"ROBERTS, ROXSANN L",Diagnostic Radiology,AURORA,CO,87943.60
"CUMBLER, ETHAN",Internal Medicine,AURORA,CO,87789.39
"GEBHART, KARINA D",Physician Assistant,AURORA,CO,87603.25
"WISEMAN, ALEXANDER",Nephrology,AURORA,CO,87336.20
"FINN, MICHAEL",Neurosurgery,AURORA,CO,87202.34
"YOUNG, ROBERT L",Critical Care (Intensivists),AURORA,CO,87074.03
"BUCANI-GO, MARY ANN",Internal Medicine,AURORA,CO,86579.92
"CAMPBELL, BRUCE E",Emergency Medicine,AURORA,CO,86510.11
"CRISMAN, THOMAS S",Cardiology,AURORA,CO,86481.36
"POPP, TODD",Internal Medicine,AURORA,CO,86326.44
"VEJAR, MARIA",Nurse Practitioner,AURORA,CO,85707.48
"ZAEMISCH, REBEKAH L",Internal Medicine,AURORA,CO,85636.13
"BATRA, DEV",Diagnostic Radiology,AURORA,CO,85334.19
"WARKENTIN, WILLIAM J",Internal Medicine,AURORA,CO,84840.61
"DE LA GARZA, NICOLE",Internal Medicine,AURORA,CO,84795.10
"FRIEDEL, GREGORY S",Diagnostic Radiology,AURORA,CO,84579.75
"COOPER, JAMES",Nephrology,AURORA,CO,84567.33
"RANTALA, CORINNE M",Physician Assistant,AURORA,CO,83762.03
"DAYTON, MICHAEL",Orthopedic Surgery,AURORA,CO,83745.49
"ATHA, MICHAEL",Internal Medicine,AURORA,CO,83252.99
"NASSEH, AMANDA",Internal Medicine,AURORA,CO,82652.45
"AMADOR, LUIS F",Internal Medicine,AURORA,CO,82582.95
"SCARIANO, LAWRENCE A",Internal Medicine,AURORA,CO,82565.73
ALPHA SLEEP DIAGNOSTIC CENTERS LLC,Independent Diagnostic Testing Facility,AURORA,CO,82370.61
