Provider,Specialty,City,State / Country,Total Medicare payments
"SHOVE, LAURA B",Physical Therapist,BOULDER,CO,49782.91
"KARAGEORGE, KRYSTIE",Family Practice,BOULDER,CO,49471.11
"TANTUM, SENECA W",Physical Therapist,BOULDER,CO,49365.61
"PACOCHA, CATHERINE W",Physician Assistant,BOULDER,CO,49253.45
"VANBUSKIRK, CATHLEEN S",Orthopedic Surgery,BOULDER,CO,49111.43
"FANESTIL, BRADLEY D",Internal Medicine,BOULDER,CO,48779.43
"ARENDS, JACLYN C",Physical Medicine and Rehabilitation,BOULDER,CO,48313.42
"VASTENBURG, ANTOINETTE",Physical Therapist,BOULDER,CO,47948.17
"DENHAM, MELODY F",Anesthesiology,BOULDER,CO,47746.98
"WIEDER, DRIGAN D",Orthopedic Surgery,BOULDER,CO,47077.06
"BLOMQUIST, MATTHEW H",Diagnostic Radiology,BOULDER,CO,46937.34
"WILLIAMS, WILLIAM J",Orthopedic Surgery,BOULDER,CO,46055.86
"ROTER, DAVID L",Orthopedic Surgery,BOULDER,CO,45945.89
"GRAFF, KARIN B",Family Practice,BOULDER,CO,45606.11
"ARENDS, GREGORY N",Physical Medicine and Rehabilitation,BOULDER,CO,45008.88
"HADLEY, DANIEL C",Family Practice,BOULDER,CO,44974.63
"CROPP, CAROL",Physical Therapist,BOULDER,CO,43512.79
"NESSENTHALER, GEORGE R",Physical Therapist,BOULDER,CO,43452.96
"BRUBAKER, WILLIAM H",Internal Medicine,BOULDER,CO,43371.96
"MONTOYA, ANNETTE M",Nurse Practitioner,BOULDER,CO,42880.62
"HUANG, SHIRLEY A",Internal Medicine,BOULDER,CO,42653.55
"HUNDEMANN, LAURA B",Physician Assistant,BOULDER,CO,42365.45
"VANZURA, ERIC J",Family Practice,BOULDER,CO,41743.49
"SCATENA, LISA H",Dermatology,BOULDER,CO,41648.10
"REPINE, MICHAEL",Orthopedic Surgery,BOULDER,CO,41126.39
"HANDY, TERRI L",Physical Therapist,BOULDER,CO,40817.45
"MCCLURE, MARY",Physical Therapist,BOULDER,CO,40730.41
"HESS, STEPHANIE L",Family Practice,BOULDER,CO,40110.59
"SMOUSE, JASON H",Pathology,BOULDER,CO,39407.71
"GOLD, CHARLES C",Physical Therapist,BOULDER,CO,38775.70
"GREEN, JUSTIN D",Physical Medicine and Rehabilitation,BOULDER,CO,38605.97
"CARPENTER, JULIET A",Family Practice,BOULDER,CO,38337.63
"SENG, KHEMARIN R",Orthopedic Surgery,BOULDER,CO,37816.57
"MUNCH, LARRY C",Urology,BOULDER,CO,36958.15
"MILLIFF, JANE",Physical Therapist,BOULDER,CO,36760.50
"GARMANY, GEORGE P",Neurology,BOULDER,CO,35949.13
"BAUGH, DENISE",Physical Therapist,BOULDER,CO,35938.98
"SPERRY, CORYDON",Family Practice,BOULDER,CO,35904.54
"MARS, BRENNAN L",Clinical Psychologist,BOULDER,CO,35812.91
"ANDREWS, KAREN M",Allergy/Immunology,BOULDER,CO,35699.86
"HICKEY, MARK G",Neurology,BOULDER,CO,35283.53
"MAO, JIE",Interventional Radiology,BOULDER,CO,35279.94
"ALBUISSON, JESKA",Internal Medicine,BOULDER,CO,35049.41
"BANERJEE, MONI",Physician Assistant,BOULDER,CO,34987.56
"KERN, DEBORAH L",Family Practice,BOULDER,CO,34451.50
"BOWLES, CHARLES R",Diagnostic Radiology,BOULDER,CO,34278.48
"WALLACE, HILARY",Internal Medicine,BOULDER,CO,34268.42
"LAJAUNIE, MICHELE M",Diagnostic Radiology,BOULDER,CO,33768.05
"TURNER, TODD D",Infectious Disease,BOULDER,CO,33754.50
"FULKERSON, LORRI J",Orthopedic Surgery,BOULDER,CO,33616.08
"BASKETT, JOANNA",Physician Assistant,BOULDER,CO,33157.20
"PADDACK, CHARLES",Psychiatry,BOULDER,CO,32514.03
"RANCIS, SUSAN L",Physician Assistant,BOULDER,CO,32501.48
"JUENEMANN, SHANE A",Family Practice,BOULDER,CO,31945.66
"WALDRON, AUDREY M",Physical Therapist,BOULDER,CO,31385.23
"DAVIS, SCOTT W",Internal Medicine,BOULDER,CO,31384.99
"THAYER, DAVID O",Obstetrics/Gynecology,BOULDER,CO,30590.35
"GUTHKE, KIMBERLY",Physician Assistant,BOULDER,CO,30323.50
"DEROOS, OLAF",Physical Therapist,BOULDER,CO,30271.33
"SWANN, SCOTT A",Physical Therapist,BOULDER,CO,30133.13
"PARKS, TARA T",Podiatry,BOULDER,CO,30127.89
"WEBER, PHILIP F",Family Practice,BOULDER,CO,29872.49
"PESKIN, ED",Physical Therapist,BOULDER,CO,29756.05
"SHEA, BRIAN T",Family Practice,BOULDER,CO,29026.37
"GUNTER, JEFFREY A",Emergency Medicine,BOULDER,CO,29003.40
"CHRISTENSEN, JENNIFER",Internal Medicine,BOULDER,CO,28992.92
"NUNEMAKER, KATHY",Speech Language Pathologist,BOULDER,CO,28952.32
"OVERY, RUSSELL",Physical Therapist,BOULDER,CO,28845.92
"HORNER, JILLIAN E",Family Practice,BOULDER,CO,28702.62
"O'SHEA, RENEE",Nurse Practitioner,BOULDER,CO,28678.74
COLORADO SLEEP COMPANY,Independent Diagnostic Testing Facility,BOULDER,CO,28634.70
"PUJET, HEATHER C",Infectious Disease,BOULDER,CO,28532.66
"PAUL, STEPHEN D",Orthopedic Surgery,BOULDER,CO,28501.46
"HANNA, DOUGLAS L",Physical Therapist,BOULDER,CO,28447.70
"DAARUD, RICHARD S",Family Practice,BOULDER,CO,28405.47
"CAMPBELL, JOHN R",Physician Assistant,BOULDER,CO,28312.95
"MUZNY, LISE C",Family Practice,BOULDER,CO,27316.44
"JACK, STAN K",Family Practice,BOULDER,CO,27193.57
"DOUGHERTY, JAMES",Physician Assistant,BOULDER,CO,26886.50
"MILLER, STEPHEN M",Diagnostic Radiology,BOULDER,CO,26830.74
"LIPETZ, VALERIE E",Internal Medicine,BOULDER,CO,26725.20
