Provider,Specialty,City,State / Country,Total Medicare payments
"PAVOT, PIERRE V",Neurology,LONGMONT,CO,116528.42
"COLORADO ENDOSCOPY CENTERS, LLC",Ambulatory Surgical Center,LONGMONT,CO,114718.52
"BAIRD, KRISTIN M",Dermatology,LONGMONT,CO,112724.33
"GILL, EVA P",Infectious Disease,LONGMONT,CO,105656.87
"FRETWELL, JAMES M",Family Practice,LONGMONT,CO,105215.75
"FUESTON, JOHN C",Dermatology,LONGMONT,CO,104040.06
"KHERA, SUKHJINDER",Internal Medicine,LONGMONT,CO,102602.41
"VALENCIA, WARREN H",Internal Medicine,LONGMONT,CO,101373.77
"JACOBI, RICHARD",Family Practice,LONGMONT,CO,100914.88
"JOHNSON, DALE S",Ophthalmology,LONGMONT,CO,100355.64
"MALCOM, TROY J",Urology,LONGMONT,CO,96979.39
"GUTIERREZ, HILARIE J",Diagnostic Radiology,LONGMONT,CO,96388.87
"PFEIFER, LYLE M",Family Practice,LONGMONT,CO,95675.03
"LANDBLOM, JEROME",Family Practice,LONGMONT,CO,93846.75
"BOSEMAN, JERALD P",Nephrology,LONGMONT,CO,89355.91
"SHAH, NIRAV R",Orthopedic Surgery,LONGMONT,CO,89316.45
"CAVENDER, CATHERINE E",Family Practice,LONGMONT,CO,89196.29
"ROBINSON, IRINA",Endocrinology,LONGMONT,CO,88320.89
"CHETHAM, STEVEN T",Gastroenterology,LONGMONT,CO,84883.83
"DOLAN, ROBERT P",Gastroenterology,LONGMONT,CO,83425.88
"CAGAN, LAIRD P",Internal Medicine,LONGMONT,CO,81986.25
"CARDACI, ANNE L",Physician Assistant,LONGMONT,CO,81911.45
"POOLE, MARY B",Internal Medicine,LONGMONT,CO,81588.70
"FRONT RANGE ORTHOPEDIC SURGERY CENTER, LLC",Ambulatory Surgical Center,LONGMONT,CO,81303.28
"SMITH, SAMUEL E",Orthopedic Surgery,LONGMONT,CO,79925.51
"DELGADO, BRYANT L",Pulmonary Disease,LONGMONT,CO,77164.32
"BUSH, MARIE",Preventive Medicine,LONGMONT,CO,75342.93
"MAGSAMEN, KARL E",Diagnostic Radiology,LONGMONT,CO,75082.07
"GERLACH, MATTHEW R",Orthopedic Surgery,LONGMONT,CO,73847.00
"PATER, TIMOTHY J",Hand Surgery,LONGMONT,CO,73466.93
"ROBINSON, TERRY E",Ophthalmology,LONGMONT,CO,73431.88
"CAVANAUGH, KEVIN C",Otolaryngology,LONGMONT,CO,72828.41
"MENDES, PAULA",Neurology,LONGMONT,CO,71790.93
"KLISH, MARIE D",Radiation Oncology,LONGMONT,CO,71744.42
"ANTON-SCHNELL, KRISTINA A",Internal Medicine,LONGMONT,CO,71433.60
"GATOF, DAVID",Gastroenterology,LONGMONT,CO,71019.68
"TALUSANI, SACHIN",Diagnostic Radiology,LONGMONT,CO,68933.72
"LEONARD, CURTIS L",Orthopedic Surgery,LONGMONT,CO,68703.42
"TANENBAUM, MARC H",Family Practice,LONGMONT,CO,68656.29
"MOINUDDIN, SHIRAZ",Rheumatology,LONGMONT,CO,67718.10
"THACKER, JAMES D",Interventional Pain Management,LONGMONT,CO,66381.41
"WAHL, WILLIAM B",Diagnostic Radiology,LONGMONT,CO,65706.33
"LEONARD, JOHN",Vascular Surgery,LONGMONT,CO,62653.52
"DEBOOM, TODD",Pathology,LONGMONT,CO,61848.77
"LAUGHLIN, JANELLE C",Rheumatology,LONGMONT,CO,60017.92
"PAVOT, DAWN",Pathology,LONGMONT,CO,59235.87
"BENSON, ERIC M",Family Practice,LONGMONT,CO,59107.97
"HALL, JULIE K",Emergency Medicine,LONGMONT,CO,58773.12
"ATHERTON, STACY M",Podiatry,LONGMONT,CO,57350.11
"VICKLAND, PATRICIA",Physical Therapist,LONGMONT,CO,54405.46
"FREUDENBURG, JAMES C",Family Practice,LONGMONT,CO,52831.76
"HINMAN, MARK W",Family Practice,LONGMONT,CO,52161.45
"KOLDENHOVEN, GREGG A",Orthopedic Surgery,LONGMONT,CO,51760.19
"EMDUR, ABBY C",Otolaryngology,LONGMONT,CO,49438.64
"LOREDO, ROSAMELIA L",Nurse Practitioner,LONGMONT,CO,46648.51
"SMITH, WILLIAM M",Clinical Psychologist,LONGMONT,CO,45960.73
"NOUHAN, ROBERT V",Family Practice,LONGMONT,CO,45723.37
"RICHARDSON, JULIA",Physical Therapist,LONGMONT,CO,45604.65
"GOODBEE, DAVID",Diagnostic Radiology,LONGMONT,CO,45160.46
"BRETT, MATTHEW S",Family Practice,LONGMONT,CO,44059.17
"NEKOORAD-LONG, HALEH",Psychiatry,LONGMONT,CO,43290.85
"PEARSON, GARY",Internal Medicine,LONGMONT,CO,42785.42
"NORWOOD, CASSANDRA L",Licensed Clinical Social Worker,LONGMONT,CO,41568.02
"COOPER, PAUL L",Family Practice,LONGMONT,CO,41133.93
"ROACH, SUSAN I",Family Practice,LONGMONT,CO,41133.24
"DEWEY, DOUGLAS G",Physical Therapist,LONGMONT,CO,40813.43
"BERG, KEVIN",General Surgery,LONGMONT,CO,40794.86
"GUM, RYAN A",Physical Therapist,LONGMONT,CO,40203.54
"BEREZNOFF, CRAIG M",Family Practice,LONGMONT,CO,39459.35
"PETERSON, MICHAEL",Physical Therapist,LONGMONT,CO,39445.03
"GUTIERREZ, HORACIO",Diagnostic Radiology,LONGMONT,CO,38939.79
"KAFUUMA, ROLAND K",Internal Medicine,LONGMONT,CO,38832.37
"WARNER, BRITT E",Physician Assistant,LONGMONT,CO,37988.00
"JOSEPH, STEVEN J",Chiropractic,LONGMONT,CO,36704.95
"GEHRS, MELINDA A",Physical Medicine and Rehabilitation,LONGMONT,CO,36028.43
"GRGURICH, BRADLEY",Physical Therapist,LONGMONT,CO,35614.90
"STEED, RITCHIE H",Podiatry,LONGMONT,CO,35577.42
"OLIJNYK, IRENE",Ophthalmology,LONGMONT,CO,32865.78
"WOLFORD, JANE L",Optometry,LONGMONT,CO,32157.99
"KAMINSKI, JASON L",Optometry,LONGMONT,CO,32124.26
"BASSETT, RACHEL M",Family Practice,LONGMONT,CO,31933.98
"MILLER, DENISE M",General Surgery,LONGMONT,CO,31470.14
"BERARDELLI, EVA A",Physical Medicine and Rehabilitation,LONGMONT,CO,30754.91
"FAINI, MARY E",Family Practice,LONGMONT,CO,30551.52
"COOPER, PAMELA G",Licensed Clinical Social Worker,LONGMONT,CO,29358.38
"MADDEN, CHRISTOPHER C",Family Practice,LONGMONT,CO,28238.49
"CHRISTIANSEN, AMMIE E",Family Practice,LONGMONT,CO,27947.90
"NISSIM, JOSEPH J",Internal Medicine,LONGMONT,CO,25954.34
"BLACKWOOD, CLARK",Optometry,LONGMONT,CO,25864.58
"LEE, GARRETT B",Emergency Medicine,LONGMONT,CO,23357.29
"BINDSEIL, RICHARD F",Anesthesiology,LONGMONT,CO,22690.86
"FLANAGAN, CLINT",Family Practice,LONGMONT,CO,21921.44
"LEWIS, HOLLY",Internal Medicine,LONGMONT,CO,21760.47
"RAY, STEVEN L",Family Practice,LONGMONT,CO,21486.85
"KIRKPATRICK, JEFFREY C",Anesthesiology,LONGMONT,CO,21367.81
"JUGE, KIMBERLY M",Physical Therapist,LONGMONT,CO,20885.12
"SCHMID, PETER M",Otolaryngology,LONGMONT,CO,20444.39
"CRISPIN, MOLLY S",Physical Therapist,LONGMONT,CO,20433.85
"ROSS, HEATHER M",Emergency Medicine,LONGMONT,CO,20230.47
"SCHOENWALD, KARI",Physician Assistant,LONGMONT,CO,19963.03
"GIBSON, JILL",Internal Medicine,LONGMONT,CO,19386.12
"MUNCY, TRAVIS R",Anesthesiology,LONGMONT,CO,19236.84
"KABAT, MARK A",Psychiatry,LONGMONT,CO,18761.27
"GUY, REGINALD",Family Practice,LONGMONT,CO,18730.00
"KATZ, RACHEL S",Physical Therapist,LONGMONT,CO,18218.02
"GAMBRELL, WILLIAM M",Anesthesiology,LONGMONT,CO,18130.93
"HARTLOVE, PETER T",Podiatry,LONGMONT,CO,17769.92
"WEDDEL, STEPHEN J",Anesthesiology,LONGMONT,CO,16963.10
"BACHINSKI, THOMAS L",Physician Assistant,LONGMONT,CO,16231.60
"LARIMORE, MICHAEL L",Chiropractic,LONGMONT,CO,16198.27
"RUSSELL, AMIE K",Physical Therapist,LONGMONT,CO,15975.11
"FINNEGAN, PATRICK M",Obstetrics/Gynecology,LONGMONT,CO,15897.06
"HENSLEY, KYLE A",Physical Therapist,LONGMONT,CO,15765.33
"MARAN, LORI L",Rheumatology,LONGMONT,CO,15658.48
"FORREST, LARRY L",Optometry,LONGMONT,CO,15279.09
WALGREEN CO,Mass Immunization Roster Biller,LONGMONT,CO,15049.86
"HRYWNAK, VIRGINIA",Family Practice,LONGMONT,CO,14688.07
"STATLEY, WESLEY E",Chiropractic,LONGMONT,CO,14533.69
"SAINTSING, DAVID E",Emergency Medicine,LONGMONT,CO,14362.90
"HUGHES, SIBYL",Physician Assistant,LONGMONT,CO,14294.44
"SCHULTZ, JOHN F",Chiropractic,LONGMONT,CO,14092.29
"PETRILLI, RALPH L",Anesthesiology,LONGMONT,CO,14091.67
"PETERSON, SANDRA L",Psychiatry,LONGMONT,CO,13860.31
"NELSON, BRIAN S",Obstetrics/Gynecology,LONGMONT,CO,13805.36
"CLANCEY, DOUGLAS A",Chiropractic,LONGMONT,CO,13680.96
"SNEDDON, WALLACE A",Anesthesiology,LONGMONT,CO,13436.87
"FORTNER, CORWYN D",Anesthesiology,LONGMONT,CO,13355.16
"TERKONDA, RAJ P",Otolaryngology,LONGMONT,CO,12604.84
"FISH, EILEEN M",Nephrology,LONGMONT,CO,12522.45
"LANE, KIM R",Obstetrics/Gynecology,LONGMONT,CO,12501.74
"BRISSON, DOUGLAS P",Chiropractic,LONGMONT,CO,12441.67
SAFEWAY INC,Mass Immunization Roster Biller,LONGMONT,CO,12323.28
"DAVIES, TERESA",Chiropractic,LONGMONT,CO,11394.01
"EAMAN, MARY F",Physical Therapist,LONGMONT,CO,11219.84
"KING, SPENCER",Emergency Medicine,LONGMONT,CO,10971.27
"LEVINE, ALLISON R",Clinical Psychologist,LONGMONT,CO,10700.61
"FRITZ, THOMAS R",Chiropractic,LONGMONT,CO,10670.40
"SMITH, ROBERT M",Podiatry,LONGMONT,CO,10547.33
"CONNELLY, CHE C",Chiropractic,LONGMONT,CO,10472.24
"BRADLEY, JOHN C",Anesthesiology,LONGMONT,CO,10384.64
"KRONE, ROBERT",Optometry,LONGMONT,CO,10170.83
"WENTWORTH, BRENDA",Licensed Clinical Social Worker,LONGMONT,CO,9813.37
"JENNINGS, JAMES E",Anesthesiology,LONGMONT,CO,9735.82
"WENDT, JOHN R",Chiropractic,LONGMONT,CO,9616.71
"POWELL, ROBERT L",General Surgery,LONGMONT,CO,9456.31
LONGMONT SLEEP DIAGNOSTICS INC,Independent Diagnostic Testing Facility,LONGMONT,CO,9148.21
"SHELTON, BRENDA K",Chiropractic,LONGMONT,CO,9048.27
"JOHNSTON, DONALD N",Chiropractic,LONGMONT,CO,8922.67
DILLON COMPANIES INC,Mass Immunization Roster Biller,LONGMONT,CO,8867.45
"ELZINGA, HANS D",Family Practice,LONGMONT,CO,8612.93
"LORA-JOHNSON, ELENA M",Physical Therapist,LONGMONT,CO,8503.16
"JOHNSTON, DEREK D",Chiropractic,LONGMONT,CO,8094.03
"BREITLOW, JAY D",Chiropractic,LONGMONT,CO,7982.58
SAFEWAY INC,Mass Immunization Roster Biller,LONGMONT,CO,7725.84
WALGREEN CO,Mass Immunization Roster Biller,LONGMONT,CO,7666.56
"FINK, WILLIAM L",Psychiatry,LONGMONT,CO,7490.64
SAFEWAY INC,Mass Immunization Roster Biller,LONGMONT,CO,7402.96
"KNOX, JENNIFER A",Physical Therapist,LONGMONT,CO,7393.91
"BRODIE, AUDREY",Optometry,LONGMONT,CO,6779.05
"CROUCH, ERIC L",Physician Assistant,LONGMONT,CO,6614.24
WALGREEN CO,Mass Immunization Roster Biller,LONGMONT,CO,6516.17
"BENSON, SUSAN L",Nurse Practitioner,LONGMONT,CO,6255.27
