Provider,Specialty,City,State / Country,Total Medicare payments
"PATRICK, AMY N",Physician Assistant,LOVELAND,CO,16921.22
"MACK, JULIE",Clinical Psychologist,LOVELAND,CO,16740.55
"SCOTT, JULIE A",Chiropractic,LOVELAND,CO,16643.26
"HONEA, JOYCE C",Nurse Practitioner,LOVELAND,CO,16449.85
"LEVINE, PAMELA L",Family Practice,LOVELAND,CO,16350.32
"HOLM-JOHANSEN, BECKY E",Chiropractic,LOVELAND,CO,16163.61
"OTT, CHRISTIANA",Physical Therapist,LOVELAND,CO,15699.16
"DEPPERSCHMIDT, CRAIG D",Physical Therapist,LOVELAND,CO,15687.73
"BROWNE, DEBORAH J",Physician Assistant,LOVELAND,CO,15385.01
"COLLINS, JEROME S",General Surgery,LOVELAND,CO,14883.47
"KEELER, BRADFORD R",General Surgery,LOVELAND,CO,14784.16
"ENGLERT, THOMAS L",Obstetrics/Gynecology,LOVELAND,CO,14352.33
"MILANO, WILLIAM J",Family Practice,LOVELAND,CO,14297.77
"MERCER, JEANNETTE Y",Family Practice,LOVELAND,CO,13943.93
"STRAUB, WILLIAM C",Optometry,LOVELAND,CO,13859.38
"HEINERT, NIKKI",Occupational therapist,LOVELAND,CO,13681.95
"STRAUMANIS, ERIC J",Psychiatry,LOVELAND,CO,13658.45
"HULME, ROGER A",Optometry,LOVELAND,CO,13611.49
"OSIUS, TIMOTHY L",Optometry,LOVELAND,CO,13328.60
"SMIDDY, JENNIFER",Physical Therapist,LOVELAND,CO,13218.10
WALGREEN CO,Mass Immunization Roster Biller,LOVELAND,CO,13199.92
"KASENBERG, THOMAS P",General Practice,LOVELAND,CO,12980.19
"HARTLEY, FRANK A",CRNA,LOVELAND,CO,12953.25
"WEISSMANN, COLLEEN A",Internal Medicine,LOVELAND,CO,12944.35
"HINMAN, MARY T",Nurse Practitioner,LOVELAND,CO,12647.95
"GERARDY, SCOTT A",CRNA,LOVELAND,CO,12514.84
"WEIGEL, VIRGINIA A",Clinical Psychologist,LOVELAND,CO,12317.86
"MCINTOSH, DERIC",Family Practice,LOVELAND,CO,12074.86
"VUXINIC MARTIN, JULIE",Physical Therapist,LOVELAND,CO,11845.12
"HUNEYCUTT, STEVEN G",Family Practice,LOVELAND,CO,11746.17
"TUSKEN, RHETT R",Chiropractic,LOVELAND,CO,11582.14
"BAILEY, SHARON L",Nurse Practitioner,LOVELAND,CO,11565.28
"GIANSIRACUSA, RICHARD F",Cardiology,LOVELAND,CO,11413.34
"GRISSOM, JASON P",Physical Therapist,LOVELAND,CO,11283.06
WALGREEN CO,Mass Immunization Roster Biller,LOVELAND,CO,11240.19
"SMITH, CARLA I",Chiropractic,LOVELAND,CO,10872.39
"PALOMARES, VICTOR",Physician Assistant,LOVELAND,CO,10700.91
WALGREEN CO,Mass Immunization Roster Biller,LOVELAND,CO,10630.59
"THOMAS FOX, JENNIFER",Nurse Practitioner,LOVELAND,CO,10567.75
"SHEPPARD-MADDEN, DENA S",Family Practice,LOVELAND,CO,10306.32
"RANDA, KERRY L",Chiropractic,LOVELAND,CO,10298.78
DILLON COMPANIES INC,Mass Immunization Roster Biller,LOVELAND,CO,10154.00
"OLSEN, KATHRYN L",Physician Assistant,LOVELAND,CO,9434.47
"BATALDEN, MARGARET",Physical Therapist,LOVELAND,CO,9381.35
"CALLENDER, JOY L",Physician Assistant,LOVELAND,CO,9376.94
"MCCLELLAN, MARY M",CRNA,LOVELAND,CO,9044.03
"PETERSON, MENDY M",Physician Assistant,LOVELAND,CO,9032.71
"KRUGMAN, RONALD E",Chiropractic,LOVELAND,CO,9009.07
"COBERLY, GUY",Chiropractic,LOVELAND,CO,8991.11
"FRYER, JEFFREY R",CRNA,LOVELAND,CO,8853.16
"SCHULTE, JOHN G",Psychiatry,LOVELAND,CO,8775.82
"WRIGHT, TARA L",Occupational therapist,LOVELAND,CO,8728.34
"FJELSTROM, DEBORAH J",Licensed Clinical Social Worker,LOVELAND,CO,8698.90
"DILLON, SUE C",Family Practice,LOVELAND,CO,8541.15
"LUTHER, JEFFREY W",Optometry,LOVELAND,CO,8531.89
"NAZMI, MEHRNOUSH",Physician Assistant,LOVELAND,CO,8480.03
SAFEWAY INC,Mass Immunization Roster Biller,LOVELAND,CO,8327.28
"SMITH, JOHN A",Chiropractic,LOVELAND,CO,8131.44
"MILLER, JASON A",Physical Therapist,LOVELAND,CO,8102.20
"LLOYD, ALAN W",Anesthesiology,LOVELAND,CO,7787.54
"MUSGRAVE, ADAM R",Physician Assistant,LOVELAND,CO,7197.22
"VALIN, JAMES P",Internal Medicine,LOVELAND,CO,7009.75
"CLINGENPEEL, MICHELE L",Family Practice,LOVELAND,CO,6955.06
WALGREEN CO,Mass Immunization Roster Biller,LOVELAND,CO,6878.22
"FOX, JUDITH B",Emergency Medicine,LOVELAND,CO,6531.44
"LASSITER, KYLE",Physical Therapist,LOVELAND,CO,6492.09
"HALL, BRANDON D",Chiropractic,LOVELAND,CO,6057.95
"BERESFORD, KAEA N",Obstetrics/Gynecology,LOVELAND,CO,6017.66
"MONTES, SHARON D",Emergency Medicine,LOVELAND,CO,5943.23
"VITALE, ANGELA T",Chiropractic,LOVELAND,CO,5677.58
"MORTELLITE, KELLY",Physical Therapist,LOVELAND,CO,5629.19
"VON NIEDA, HEIDI A",Certified Nurse Midwife,LOVELAND,CO,5624.13
