Provider,Specialty,City,State / Country,Total Medicare payments
"KOPEL, CHARLES S",Internal Medicine,FORT COLLINS,CO,122393.29
"STEVENS, WILLIAM W",Ophthalmology,FORT COLLINS,CO,121864.39
"HOLLAND, RODNEY R",Gastroenterology,FORT COLLINS,CO,121110.95
"JENKINS, JOSEPH X",Gastroenterology,FORT COLLINS,CO,120966.41
"LOWTHER, KELLY H",Family Practice,FORT COLLINS,CO,120474.82
"BEARD, DAVID A",Orthopedic Surgery,FORT COLLINS,CO,120254.17
"JESS, SARAH J",Diagnostic Radiology,FORT COLLINS,CO,119832.63
"WHITSITT, TODD B",Cardiology,FORT COLLINS,CO,119221.75
"LIAO ONG, JACOB",Infectious Disease,FORT COLLINS,CO,116384.10
"KIMBELL, SUE E",Nurse Practitioner,FORT COLLINS,CO,116366.37
"MCINTOSH, GERALD C",Neurology,FORT COLLINS,CO,115684.34
"DURKAN, MARK N",Gastroenterology,FORT COLLINS,CO,115126.77
"YODER, ELIZABETH A",Internal Medicine,FORT COLLINS,CO,112999.68
"HOMBURG, ROBERT C",Internal Medicine,FORT COLLINS,CO,112282.32
"RIVOIRE, STEPHEN D",Physical Therapist,FORT COLLINS,CO,110827.63
"CLIPSHAM, VICTORIA A",Internal Medicine,FORT COLLINS,CO,109571.57
"HANNON, KRISTA L",Physical Therapist,FORT COLLINS,CO,109350.42
"FILIPOWSKI, PIOTR J",Internal Medicine,FORT COLLINS,CO,107117.45
"WALLICK, KRISTIN",Critical Care (Intensivists),FORT COLLINS,CO,106736.19
"WIRT, TIMOTHY C",Neurosurgery,FORT COLLINS,CO,106605.37
"DUNPHY, REBECCA C",Gastroenterology,FORT COLLINS,CO,105709.04
"MARTIN, DALE R",Orthopedic Surgery,FORT COLLINS,CO,104669.64
"DEMACOPOULOS, NICOLA D",Internal Medicine,FORT COLLINS,CO,104323.88
"WISNER, BENJAMIN",Urology,FORT COLLINS,CO,104231.66
"HOHOL, CATHERINE L",Physician Assistant,FORT COLLINS,CO,103238.05
"ABBEY, DAVID M",Internal Medicine,FORT COLLINS,CO,103147.58
"ANDERSON, JAMES C",Podiatry,FORT COLLINS,CO,102030.49
"JUHALA, ROBERT J",Internal Medicine,FORT COLLINS,CO,101061.34
"CONTRERAS, JAIME H",Diagnostic Radiology,FORT COLLINS,CO,100198.03
"O HALLORAN, WILLIAM D",Podiatry,FORT COLLINS,CO,100112.10
"ERIKSEN, CHRISTOPHER M",Otolaryngology,FORT COLLINS,CO,99960.19
"SANDS, ARTHUR C",Family Practice,FORT COLLINS,CO,99834.91
"DEPRIEST, KIRK L",Critical Care (Intensivists),FORT COLLINS,CO,99262.65
"ZACHEIS, DAVID H",Otolaryngology,FORT COLLINS,CO,97729.27
"WOELK, JENNIFER L",Internal Medicine,FORT COLLINS,CO,97442.59
"HATZIS, CHRISTOPHER E",Critical Care (Intensivists),FORT COLLINS,CO,97235.21
"LISELLA, GWEN H",Radiation Oncology,FORT COLLINS,CO,96870.56
"VASSAUX, CARLOS R",Pulmonary Disease,FORT COLLINS,CO,96624.91
"SHACHTMAN, WILLIAM A",Ophthalmology,FORT COLLINS,CO,95906.93
"MACK, ADAM G",Internal Medicine,FORT COLLINS,CO,95816.91
"DUNPHY, THOMAS R",Diagnostic Radiology,FORT COLLINS,CO,94151.85
"BREYER, DIANA",Critical Care (Intensivists),FORT COLLINS,CO,93829.50
"SPANNRING, MARY M",Internal Medicine,FORT COLLINS,CO,93820.81
"WOLD, STEPHEN M",Otolaryngology,FORT COLLINS,CO,93735.94
"PACINI, RICHARD J",Diagnostic Radiology,FORT COLLINS,CO,93611.25
INTERNAL MEDICINE CLINIC INC.,Clinical Laboratory,FORT COLLINS,CO,92802.28
"JOHNSON, PAUL W",Diagnostic Radiology,FORT COLLINS,CO,92363.40
"NEAGLE, MARK",Critical Care (Intensivists),FORT COLLINS,CO,91936.15
"KNEPPER, KATHERINE L",Internal Medicine,FORT COLLINS,CO,89940.63
"REIMER, CHRISTINA M",Internal Medicine,FORT COLLINS,CO,89783.94
"VANDENHOVEN, RAYMOND P",Physical Medicine and Rehabilitation,FORT COLLINS,CO,88982.68
"GERAGHTY, MICHAEL J",Diagnostic Radiology,FORT COLLINS,CO,87921.37
"BERKOWITZ, BRUCE A",Diagnostic Radiology,FORT COLLINS,CO,87821.94
"NOWAK, BONNIE E",Internal Medicine,FORT COLLINS,CO,87811.74
"DURBIN, MARK B",Orthopedic Surgery,FORT COLLINS,CO,87740.65
"ROBERTSON, MATTHEW L",Otolaryngology,FORT COLLINS,CO,87524.55
"JOHNSTON, CHRISTINE G",Internal Medicine,FORT COLLINS,CO,86916.04
"CHAMBERLAIN, SATORU T",Orthopedic Surgery,FORT COLLINS,CO,86693.25
"PESKIND, ROBERT",Infectious Disease,FORT COLLINS,CO,86216.49
"AUSTIN, WILLIAM B",Internal Medicine,FORT COLLINS,CO,85409.50
"HOWARD, PAULA",Nurse Practitioner,FORT COLLINS,CO,85198.99
"HOYT, JAMES",Critical Care (Intensivists),FORT COLLINS,CO,84920.55
"STEARS, ROBERT L",Diagnostic Radiology,FORT COLLINS,CO,84555.67
"FLORANT, TRACY H",Diagnostic Radiology,FORT COLLINS,CO,84381.94
"HESS, ERIC J",Internal Medicine,FORT COLLINS,CO,84311.92
"COLUMBUS, DAVID J",Interventional Pain Management,FORT COLLINS,CO,84302.33
"HECKER, THOMAS M",Podiatry,FORT COLLINS,CO,83995.96
"CRAVEN, WINFIELD M",Diagnostic Radiology,FORT COLLINS,CO,83681.76
"ARNOLD, PATRICK D",Ophthalmology,FORT COLLINS,CO,83024.89
"SCOTT, MIHO T",Hematology/Oncology,FORT COLLINS,CO,82298.30
"BAER, ROBERT M",Orthopedic Surgery,FORT COLLINS,CO,81372.63
"LOCKWOOD, STEPHANIE R",Family Practice,FORT COLLINS,CO,81266.13
"HENNEMANN, JEANNE M",Diagnostic Radiology,FORT COLLINS,CO,80698.06
"RESSLER, MICHAEL J",Physical Therapist,FORT COLLINS,CO,80661.83
"WIDEMAN, ERIC W",Emergency Medicine,FORT COLLINS,CO,79433.26
"WEINSTEIN, STANLEY W",Interventional Radiology,FORT COLLINS,CO,79043.40
"ROMERO, PAOLO",Hematology/Oncology,FORT COLLINS,CO,78959.25
"MARKEL, CURTIS L",Diagnostic Radiology,FORT COLLINS,CO,78742.25
"KANARD, ANNE M",Hematology/Oncology,FORT COLLINS,CO,78697.43
"SIMMONS, ROBERT A",Gastroenterology,FORT COLLINS,CO,78605.09
"DEYOUNG, DOUGLAS B",Family Practice,FORT COLLINS,CO,78368.79
"BENJAMIN, BRIAN W",Physical Therapist,FORT COLLINS,CO,78295.07
"SALIMAN, JOSHUA",Critical Care (Intensivists),FORT COLLINS,CO,76747.36
"HOUGHTON, MICHAEL J",Orthopedic Surgery,FORT COLLINS,CO,76564.05
"MARLEY, REX A",CRNA,FORT COLLINS,CO,76073.47
"LUTTRELL, JOHN M",Emergency Medicine,FORT COLLINS,CO,75026.58
"UNGER, MARK",Family Practice,FORT COLLINS,CO,74581.30
"TOWBIN, MICHAEL",Family Practice,FORT COLLINS,CO,74225.53
"CAWLEY, JOHN C",Family Practice,FORT COLLINS,CO,73708.99
"LARSON, DENNIS G",Cardiology,FORT COLLINS,CO,73617.81
"TADIKONDA, SANDHYA",Internal Medicine,FORT COLLINS,CO,73577.73
"MALLER, NANCY T",Internal Medicine,FORT COLLINS,CO,73425.87
"GUNDERSON, DEBORAH Z",Diagnostic Radiology,FORT COLLINS,CO,72759.34
"GREEN, GABRIEL E",Emergency Medicine,FORT COLLINS,CO,72035.78
"BARCLAY, CAROL F",Physical Therapist,FORT COLLINS,CO,71802.54
"PECK, STEVEN H",Diagnostic Radiology,FORT COLLINS,CO,71587.23
"SEILER, STEVEN J",Orthopedic Surgery,FORT COLLINS,CO,71346.67
"THIEMAN, WILLIAM J",Family Practice,FORT COLLINS,CO,70810.22
"OTTOLENGHI, DAVID R",Family Practice,FORT COLLINS,CO,69416.80
"HANCK, JILL L",Emergency Medicine,FORT COLLINS,CO,69310.63
"MILLS, ANDREW D",Diagnostic Radiology,FORT COLLINS,CO,69112.24
"NEPERUD, JEANNE W",CRNA,FORT COLLINS,CO,68997.45
"FLEENER, CHRISTOPHER M",Diagnostic Radiology,FORT COLLINS,CO,68408.23
"SORENSEN, MATTHEW D",Hematology/Oncology,FORT COLLINS,CO,67503.67
SURGERY CENTER OF FORT COLLINS,Ambulatory Surgical Center,FORT COLLINS,CO,67010.09
"WEISSMANN, JEFFREY R",Diagnostic Radiology,FORT COLLINS,CO,66570.70
"BODENHAMER, JOHN R",Diagnostic Radiology,FORT COLLINS,CO,65756.44
"TIPPIN, STEVEN B",Family Practice,FORT COLLINS,CO,64878.86
"OSBORN, MICHAEL D",Internal Medicine,FORT COLLINS,CO,64530.80
"GEIS, JOHN R",Diagnostic Radiology,FORT COLLINS,CO,64284.58
"OW, CATHY L",Internal Medicine,FORT COLLINS,CO,63297.36
"HENDRICK, JENNIFER M",Internal Medicine,FORT COLLINS,CO,63217.11
"MOSIMAN, ROBERT",Emergency Medicine,FORT COLLINS,CO,63147.79
"LAMPMAN, ROBERT W",Internal Medicine,FORT COLLINS,CO,62522.49
"SOLLEY, MATTHEW C",Emergency Medicine,FORT COLLINS,CO,61808.92
"SUTHERLAND, MARTHA",Clinical Psychologist,FORT COLLINS,CO,61503.21
"REGHITTO, CHARMAINE D",Internal Medicine,FORT COLLINS,CO,61298.58
"DELLOTA, KRISS L",Emergency Medicine,FORT COLLINS,CO,61260.35
"MURTHY, KRISHNA C",Allergy/Immunology,FORT COLLINS,CO,60187.91
"REICHERT, BRYAN K",Family Practice,FORT COLLINS,CO,59658.80
