Provider,Specialty,City,State / Country,Total Medicare payments
"VANBLERKOM, CATHY J",Pathology,ARVADA,CO,9529.85
DILLON COMPANIES INC,Mass Immunization Roster Biller,ARVADA,CO,9008.38
"ISRAELSKI, KERI A",Clinical Psychologist,ARVADA,CO,8566.87
WALGREEN CO,Mass Immunization Roster Biller,ARVADA,CO,7832.03
"SUJDAK, LENNY",Family Practice,ARVADA,CO,7141.59
"TWEED, GRETCHEN",Physician Assistant,ARVADA,CO,6858.53
"YAMAMOTO, DAVID W",Family Practice,ARVADA,CO,6829.57
SAFEWAY INC,Mass Immunization Roster Biller,ARVADA,CO,6546.52
DILLON COMPANIES INC,Mass Immunization Roster Biller,ARVADA,CO,6414.69
"VERMILYEN, JOHN K",Nurse Practitioner,ARVADA,CO,6110.95
SAFEWAY INC,Mass Immunization Roster Biller,ARVADA,CO,5874.05
"MORGAN, TIMOTHY W",Pathology,ARVADA,CO,5824.00
"CHAPMAN, JEFF L",Optometry,ARVADA,CO,5491.78
"HINESER, WILLIAM F",Podiatry,ARVADA,CO,5185.80
WALGREEN CO,Mass Immunization Roster Biller,ARVADA,CO,5109.09
WALGREEN CO,Mass Immunization Roster Biller,ARVADA,CO,5023.33
"DELVECCHIO, NICK A",Chiropractic,ARVADA,CO,4575.31
DILLON COMPANIES INC,Mass Immunization Roster Biller,ARVADA,CO,4552.69
"DORAN, JAMES A",Chiropractic,ARVADA,CO,4337.73
DILLON COMPANIES INC,Mass Immunization Roster Biller,ARVADA,CO,3818.69
"BRENNER, ANNE H",Pathology,ARVADA,CO,3750.73
"CRAWFORD, GAYLE P",Obstetrics/Gynecology,ARVADA,CO,3599.05
"O'CONNOR, TARA G",Nurse Practitioner,ARVADA,CO,3584.51
"SHELLHAAS, MICHELLE L",Physical Therapist,ARVADA,CO,3262.19
WALGREEN CO,Mass Immunization Roster Biller,ARVADA,CO,3163.56
"BROWN, KELLY B",Optometry,ARVADA,CO,3091.20
DILLON COMPANIES INC,Mass Immunization Roster Biller,ARVADA,CO,2872.07
WALGREEN CO,Mass Immunization Roster Biller,ARVADA,CO,2837.61
"COWLES, CHERYL B",Obstetrics/Gynecology,ARVADA,CO,2787.26
"HEINIG, DONALD W",Pathology,ARVADA,CO,2688.61
SAFEWAY INC,Mass Immunization Roster Biller,ARVADA,CO,2421.94
"KOLRUD, BONITA L",Obstetrics/Gynecology,ARVADA,CO,2323.29
"GOTTSCHE, BENJAMIN J",Chiropractic,ARVADA,CO,2251.39
"HONERT, JEFFERY C",Chiropractic,ARVADA,CO,2145.50
"BURLESON, CARRIE M",Optometry,ARVADA,CO,2135.83
DILLON COMPANIES INC,Mass Immunization Roster Biller,ARVADA,CO,1794.00
"SPEARS, GARY E",Chiropractic,ARVADA,CO,1745.30
"FAIRBAIRN, DOUGLAS A",Family Practice,ARVADA,CO,1638.45
TARGET CORPORATION AND SUBSIDIARIES,Mass Immunization Roster Biller,ARVADA,CO,1219.60
"WELLING, ANDREW",Chiropractic,ARVADA,CO,1162.98
"TARKANIAN, MALCOLM A",Ophthalmology,ARVADA,CO,1148.19
COSTCO WHOLESALE CORPORATION,Mass Immunization Roster Biller,ARVADA,CO,1121.28
"SWEENEY, TOD",Family Practice,ARVADA,CO,989.00
"STILL, GREGORY P",Podiatry,ARVADA,CO,899.68
"MILLER, JENNIE L",Physician Assistant,ARVADA,CO,872.85
"SAUNDERS, DANIEL T",Obstetrics/Gynecology,ARVADA,CO,824.82
"MINTON, DOUGLAS G",Obstetrics/Gynecology,ARVADA,CO,787.22
"ABERT, BRIAN C",Optometry,ARVADA,CO,667.06
K MART CORP,Mass Immunization Roster Biller,ARVADA,CO,658.28
"SHAUGHNESSY, HEATHER N",Physical Therapist,ARVADA,CO,546.07
