Provider,Specialty,City,State / Country,Total Medicare payments
"MALMGREN, MICHAEL L",Physician Assistant,WESTMINSTER,CO,9515.09
WALGREEN CO,Mass Immunization Roster Biller,WESTMINSTER,CO,8220.11
"LI, MARLANA M",Family Practice,WESTMINSTER,CO,8017.59
"FARBER, KIMBERLY M",Nurse Practitioner,WESTMINSTER,CO,7781.99
DILLON COMPANIES INC,Mass Immunization Roster Biller,WESTMINSTER,CO,7711.07
"NELSON, CHRISTINA D",Family Practice,WESTMINSTER,CO,7239.59
"EMERY, KENDRA",Family Practice,WESTMINSTER,CO,7160.30
"BATES, KEVIN",Chiropractic,WESTMINSTER,CO,7150.83
"GLENN T. KIMATA M.D., P.C.",Multispecialty Clinic/Group Practice,WESTMINSTER,CO,7076.31
"BENNETT, JOYCE R",Physical Therapist,WESTMINSTER,CO,5791.01
"HERNANDEZ, DENISE",Psychiatry,WESTMINSTER,CO,5614.03
"WILSON, JEROMY G",Physician Assistant,WESTMINSTER,CO,5456.85
"MAXFIELD, STACEY L",Chiropractic,WESTMINSTER,CO,5264.32
"TROSCLAIR, JUSTIN M",Chiropractic,WESTMINSTER,CO,5231.51
"FEIGER, JENNIE W",Physician Assistant,WESTMINSTER,CO,5170.12
SAFEWAY INC,Mass Immunization Roster Biller,WESTMINSTER,CO,4924.29
WALGREEN CO,Mass Immunization Roster Biller,WESTMINSTER,CO,4626.82
"HILBURN, JEFFREY W",Physician Assistant,WESTMINSTER,CO,4178.28
SAFEWAY INC,Mass Immunization Roster Biller,WESTMINSTER,CO,3932.44
"VOPAT, EDWARD P",Physician Assistant,WESTMINSTER,CO,3496.74
"BANKA, ERIKA L",Physician Assistant,WESTMINSTER,CO,3463.23
"CARLSON, LINDA",Optometry,WESTMINSTER,CO,3181.48
"MYERS, KIMBERLY S",Family Practice,WESTMINSTER,CO,2980.90
"LANGER, ANN",Nurse Practitioner,WESTMINSTER,CO,2923.31
"ROSE, MARCY",Optometry,WESTMINSTER,CO,2591.98
"NEWMAN, HEATHER A",Psychiatry,WESTMINSTER,CO,2102.35
"BEST, CHRISTINE M",Optometry,WESTMINSTER,CO,1886.58
"O'KEEFE, KELLY M",Family Practice,WESTMINSTER,CO,1798.80
"ROBINSON, JODY",Psychiatry,WESTMINSTER,CO,1571.08
TARGET CORPORATION AND SUBSIDIARIES,Mass Immunization Roster Biller,WESTMINSTER,CO,1449.21
"COOPER, JENNIFER L",Obstetrics/Gynecology,WESTMINSTER,CO,1436.59
WALGREEN CO,Mass Immunization Roster Biller,WESTMINSTER,CO,1370.82
DILLON COMPANIES INC,Mass Immunization Roster Biller,WESTMINSTER,CO,1318.00
"USELDING, JUSTINE M",Clinical Psychologist,WESTMINSTER,CO,1277.16
COSTCO WHOLESALE CORPORATION,Mass Immunization Roster Biller,WESTMINSTER,CO,1275.14
"MILLER, SUSAN E",Optometry,WESTMINSTER,CO,1200.97
KAISER FOUNDATION HEALTH PLAN OF CO,Clinical Laboratory,WESTMINSTER,CO,990.37
"PATEL, ANITA V",Optometry,WESTMINSTER,CO,900.07
TARGET CORPORATION AND SUBSIDIARIES,Mass Immunization Roster Biller,WESTMINSTER,CO,770.46
SAFEWAY INC,Mass Immunization Roster Biller,WESTMINSTER,CO,716.56
KAISER FOUNDATION HEALTH PLAN OF CO,Clinical Laboratory,WESTMINSTER,CO,399.00
"LE, DIEN T",Optometry,WESTMINSTER,CO,235.32
"TRIGGS, GREGG K",Family Practice,WESTMINSTER,CO,45.00
