Provider,Specialty,City,State / Country,Total Medicare payments
"SAWADA, KATHLEEN Y",Dermatology,LAKEWOOD,CO,112224.55
"SEIGEL, ROBERT S",Diagnostic Radiology,LAKEWOOD,CO,109772.33
"DOBBS, AUBREY R",Internal Medicine,LAKEWOOD,CO,108171.65
"DUNN, MICHAEL L",Family Practice,LAKEWOOD,CO,107937.36
"LEON, DAVID M",Internal Medicine,LAKEWOOD,CO,106970.53
"KORNBLUTH, CRAIG M",Diagnostic Radiology,LAKEWOOD,CO,106397.96
"SARTI, MARC",Diagnostic Radiology,LAKEWOOD,CO,105873.38
"BOLTON, JESSE D",Critical Care (Intensivists),LAKEWOOD,CO,104030.70
"SMITH, VERNON M",Internal Medicine,LAKEWOOD,CO,101305.48
"STRAMEL, ERIC",Pulmonary Disease,LAKEWOOD,CO,100891.98
"BROWN, ROBERT E",Anesthesiology,LAKEWOOD,CO,98595.78
"FARACO-HADLOCK, MARK N",Clinical Psychologist,LAKEWOOD,CO,95235.60
"BOST, THOMAS W",Critical Care (Intensivists),LAKEWOOD,CO,93314.89
"DENNEN, PAULA F",Critical Care (Intensivists),LAKEWOOD,CO,92701.81
"SUTARIK, JULIANNA M",Pulmonary Disease,LAKEWOOD,CO,92373.17
"AMUNDSON, JEFFREY A",Family Practice,LAKEWOOD,CO,91396.96
"RENKIN, JOSHUA N",Neurology,LAKEWOOD,CO,90527.46
"CAHN, DAVID J",Urology,LAKEWOOD,CO,87665.69
"GANNUCH, GARRET M",Diagnostic Radiology,LAKEWOOD,CO,86940.60
"LYDERS, ERIC M",Diagnostic Radiology,LAKEWOOD,CO,86665.53
"KELLOGG, KATHLEEN",Internal Medicine,LAKEWOOD,CO,86207.19
"KEMP, JENNIFER L",Diagnostic Radiology,LAKEWOOD,CO,85655.42
"HOPFENBECK, SARAH M",Internal Medicine,LAKEWOOD,CO,84790.12
"REVEILLE, ROBERT M",Gastroenterology,LAKEWOOD,CO,84400.29
"GOFF, JOHN S",Gastroenterology,LAKEWOOD,CO,83793.10
"HARTMAN, DIANE M",Urology,LAKEWOOD,CO,82896.04
"LONDON, SCOTT F",Neurology,LAKEWOOD,CO,82405.08
"HODGIN, KATHERINE E",Internal Medicine,LAKEWOOD,CO,82277.04
"ZUKOSKY, DEREK",Urology,LAKEWOOD,CO,81859.05
"CAMPBELL, DOUGLAS M",Ophthalmology,LAKEWOOD,CO,81694.46
"MACKENZIE, SCOTT H",Gastroenterology,LAKEWOOD,CO,80915.93
"ROSENBERG, STUART G",Critical Care (Intensivists),LAKEWOOD,CO,80668.96
"ORZEL, JOSEPH A",Diagnostic Radiology,LAKEWOOD,CO,78391.66
"DALAL, SAMAY A",Pulmonary Disease,LAKEWOOD,CO,76652.40
"BOGIN, ROBERT M",Internal Medicine,LAKEWOOD,CO,75813.56
"BOE, DARREN M",Critical Care (Intensivists),LAKEWOOD,CO,75319.64
"RUCH, JOANNE E",Internal Medicine,LAKEWOOD,CO,74756.05
"PICKETT, H M",Internal Medicine,LAKEWOOD,CO,74551.80
"FORTNER, ALEXANDRA A",Diagnostic Radiology,LAKEWOOD,CO,73874.36
"TIU, CELSA T",Family Practice,LAKEWOOD,CO,73727.45
"OEHLER, TERRY L",Podiatry,LAKEWOOD,CO,72669.33
"HEIT, JOSEPH",Critical Care (Intensivists),LAKEWOOD,CO,71978.08
"OKEEFE, DAVID B",Emergency Medicine,LAKEWOOD,CO,70949.24
"BENENATI, THOMAS J",Podiatry,LAKEWOOD,CO,69319.78
"WEGNER, BRIAN K",Family Practice,LAKEWOOD,CO,68903.29
"DICKINSON, MATTHEW G",Critical Care (Intensivists),LAKEWOOD,CO,67756.26
"WRIGHT, RALPH J",Radiation Oncology,LAKEWOOD,CO,66155.50
"SCHIFF, SUSAN L",Internal Medicine,LAKEWOOD,CO,66114.93
"RILEY, PETER D",Critical Care (Intensivists),LAKEWOOD,CO,65835.34
"JAIN, RAJESH",Gastroenterology,LAKEWOOD,CO,65138.04
"SIMON, BRADLEY E",Emergency Medicine,LAKEWOOD,CO,65021.51
"MOUND, RANDY J",Diagnostic Radiology,LAKEWOOD,CO,64972.77
"KREUTZER, ERIK W",Otolaryngology,LAKEWOOD,CO,62852.86
"LATTIMORE, WAYMON C",Gastroenterology,LAKEWOOD,CO,60248.06
"ELIOPOULOS, VASSILY T",Emergency Medicine,LAKEWOOD,CO,60112.65
"BRANNEY, SCOTT W",Emergency Medicine,LAKEWOOD,CO,59681.26
"ALTMIN, STEPHEN C",Emergency Medicine,LAKEWOOD,CO,59600.88
"KIM, JANE S",Geriatric Medicine,LAKEWOOD,CO,59037.22
"PATEL, LISA B",Emergency Medicine,LAKEWOOD,CO,58968.04
"SELL, JASON R",Emergency Medicine,LAKEWOOD,CO,57080.73
"LANGE, NEALE R",Critical Care (Intensivists),LAKEWOOD,CO,56386.16
"ROTH, JASON T",Emergency Medicine,LAKEWOOD,CO,55940.05
"GRZYBOWSKI, RICHARD F",Diagnostic Radiology,LAKEWOOD,CO,55634.18
"GEORGE, STEPHEN G",Diagnostic Radiology,LAKEWOOD,CO,55522.65
"CAIN, THOMAS D",Internal Medicine,LAKEWOOD,CO,55361.82
"SORIYA, GINA C",Emergency Medicine,LAKEWOOD,CO,55164.09
"OCONNOR, JOHN E",Family Practice,LAKEWOOD,CO,54159.49
"SCHOLZ, THERESA A",Dermatology,LAKEWOOD,CO,54140.83
"SHARP, WILLIAM A",Emergency Medicine,LAKEWOOD,CO,53445.92
"SCHINDEL, MICHAEL A",Family Practice,LAKEWOOD,CO,52906.57
"GARYFALLOU, GARYFALLOS T",Emergency Medicine,LAKEWOOD,CO,52028.73
"CROCKETT, DAVID K",Optometry,LAKEWOOD,CO,51517.09
"BOGGAVARAPU, JAGADISH",Allergy/Immunology,LAKEWOOD,CO,51166.24
"DRAGOO, MARY",Physician Assistant,LAKEWOOD,CO,49670.55
"VELLMAN, W P",Emergency Medicine,LAKEWOOD,CO,49087.44
"HOFFMANN, JEFFREY",Internal Medicine,LAKEWOOD,CO,48980.47
"LA ROSA, FRANCISCO G",Family Practice,LAKEWOOD,CO,48951.89
"WENZEL, WAYNE W",Diagnostic Radiology,LAKEWOOD,CO,48850.64
"NITKA, ERNEST E",Neurology,LAKEWOOD,CO,48731.62
"HERMANN, JOSEPH F",Family Practice,LAKEWOOD,CO,47881.06
"HO, EMAI L",Emergency Medicine,LAKEWOOD,CO,47677.79
"AIKIN, R B",Family Practice,LAKEWOOD,CO,47151.81
"BARRETT, JUSTIN A",Emergency Medicine,LAKEWOOD,CO,46380.99
"KOWALSKI, ADAM E",Diagnostic Radiology,LAKEWOOD,CO,45918.43
"TONG, KEVIN T",Endocrinology,LAKEWOOD,CO,45684.29
"SHIELDS, BRIAN T",Emergency Medicine,LAKEWOOD,CO,45466.96
"WRIGHT, KENNETH E",Physician Assistant,LAKEWOOD,CO,44807.56
"POLITZER, THOMAS A",Optometry,LAKEWOOD,CO,43846.39
"MAYEDA, THOMAS K",Internal Medicine,LAKEWOOD,CO,43035.14
"MONTEMAYOR, ROSA A",Podiatry,LAKEWOOD,CO,41944.66
"LU, KATHERINE S",Internal Medicine,LAKEWOOD,CO,41637.64
"MEADE, ANDREW A",Diagnostic Radiology,LAKEWOOD,CO,41537.68
"DOUCETTE, MARC A",Emergency Medicine,LAKEWOOD,CO,41361.32
"FISHER, DARCEE L",Emergency Medicine,LAKEWOOD,CO,40041.43
"BRUNKO, MICHAEL W",Emergency Medicine,LAKEWOOD,CO,39296.99
"ESTEP, GERALD J",Emergency Medicine,LAKEWOOD,CO,38479.16
"REDDY, HARI CHARAN P",Diagnostic Radiology,LAKEWOOD,CO,38273.92
"NELSON, AIMEE S",Family Practice,LAKEWOOD,CO,37901.71
"STEVENS, PERRY M",Diagnostic Radiology,LAKEWOOD,CO,36894.38
"FALLON, MICHAEL P",Emergency Medicine,LAKEWOOD,CO,36095.39
"SMITH, RICHARD H",Neurology,LAKEWOOD,CO,35727.10
"KHALIFAH, ANTHONY P",Critical Care (Intensivists),LAKEWOOD,CO,34896.88
"LERVICK, DALE G",Optometry,LAKEWOOD,CO,34013.31
"DOIG, SARAH T",Occupational therapist,LAKEWOOD,CO,33517.57
"ACHEE, MITCHELL D",Diagnostic Radiology,LAKEWOOD,CO,33263.98
"CHANDLER, ELIZABETH L",Clinical Psychologist,LAKEWOOD,CO,32835.00
"CONGDON, ROBERT G",Diagnostic Radiology,LAKEWOOD,CO,32109.42
"GERVAIS, JACK",Emergency Medicine,LAKEWOOD,CO,31526.19
"HILLARD, ADAM",CRNA,LAKEWOOD,CO,31309.30
"LAUBACH, SHERRI",Family Practice,LAKEWOOD,CO,30835.05
"UNREIN, CHRISTOPHER J",Internal Medicine,LAKEWOOD,CO,30296.60
"RICHARDSON, SCOTT K",Emergency Medicine,LAKEWOOD,CO,30034.74
"BEAUFAIT, DENNIS M",Clinical Psychologist,LAKEWOOD,CO,29564.52
"SPENCER, ROBERTO R",Diagnostic Radiology,LAKEWOOD,CO,28308.94
"JONES, CHRISTIAN V",Physical Therapist,LAKEWOOD,CO,28182.84
"JONES, BYRON D",Physical Medicine and Rehabilitation,LAKEWOOD,CO,27664.78
"TROCHIMOWICZ, LISA S",CRNA,LAKEWOOD,CO,27431.56
"RUMBYRT, JEFFREY S",Allergy/Immunology,LAKEWOOD,CO,27391.81
"ELLIS, CLARENCE V",Family Practice,LAKEWOOD,CO,27231.57
"BOSWORTH, CORTNEY R",Nephrology,LAKEWOOD,CO,27052.38
"HUTT, PATRICIA A",Physical Therapist,LAKEWOOD,CO,26549.04
"ROSS, JENNIFER L",Nurse Practitioner,LAKEWOOD,CO,26536.27
"CLARK, BRENDAN J",Pulmonary Disease,LAKEWOOD,CO,25797.96
"MONLEZUN, MALCOLM J",CRNA,LAKEWOOD,CO,25759.49
"GILLILAND, J D",Diagnostic Radiology,LAKEWOOD,CO,24919.88
"BERNARD, JENNIFER B",Endocrinology,LAKEWOOD,CO,22398.35
"NIEBERGALL, LISA M",Diagnostic Radiology,LAKEWOOD,CO,21918.81
"DIMICK, LEE C",Chiropractic,LAKEWOOD,CO,21895.95
"DEANDA, TERESA",Speech Language Pathologist,LAKEWOOD,CO,20870.17
"BYERS, STACIE",Emergency Medicine,LAKEWOOD,CO,20768.96
"WEBBER, TERRENCE J",Anesthesiology,LAKEWOOD,CO,19567.34
"CHERRY, JASON A",Physical Therapist,LAKEWOOD,CO,19464.35
"KEIGHLEY, KATIE",Physical Therapist,LAKEWOOD,CO,19373.00
"RICHARDSON, ROBERTA M",Psychiatry,LAKEWOOD,CO,18725.59
"MINZER, SHARON L",Internal Medicine,LAKEWOOD,CO,18573.49
"BECK, SUZANNE M",Family Practice,LAKEWOOD,CO,18435.11
"HAWKINS, ERIKA P",Clinical Psychologist,LAKEWOOD,CO,17959.10
"BRUNDIGE, RICHARD L",Family Practice,LAKEWOOD,CO,17554.43
"BOUCHARD, KATHRYN E",Nurse Practitioner,LAKEWOOD,CO,17128.19
"YOST, RAYMOND V",Diagnostic Radiology,LAKEWOOD,CO,16718.85
"MORRISON, SUSAN J",Family Practice,LAKEWOOD,CO,16172.83
"MILANO, KATHY A",Optometry,LAKEWOOD,CO,16071.32
"GREEN, SCOTT M",Family Practice,LAKEWOOD,CO,15872.63
"VOEGELI, PAUL T",Podiatry,LAKEWOOD,CO,15632.34
"GOERKE, ELIZABETH A",Optometry,LAKEWOOD,CO,14886.23
"FONS, RYEN",Anesthesiology,LAKEWOOD,CO,14823.68
"ANDREWS, FRANCINE G",Allergy/Immunology,LAKEWOOD,CO,14795.67
"LACKEY, MARGARET",Psychiatry,LAKEWOOD,CO,14701.05
"GRIFFITH, CHRISTOPHER",CRNA,LAKEWOOD,CO,14658.22
"HOFFMAN, KRISTIN K",Chiropractic,LAKEWOOD,CO,14236.27
"DREILING, LISA L",Pulmonary Disease,LAKEWOOD,CO,13740.95
"GIEDT, SUSAN M",Physical Therapist,LAKEWOOD,CO,13435.16
"LIPSON, YVONNE M",Family Practice,LAKEWOOD,CO,13048.77
"WOMACK, GAIL B",Obstetrics/Gynecology,LAKEWOOD,CO,12561.55
"SANDERS, JAY D",Chiropractic,LAKEWOOD,CO,12462.48
"ALBERT, NILS P",Emergency Medicine,LAKEWOOD,CO,12439.44
"BEAUDRY, BRIGITTE",Anesthesiology,LAKEWOOD,CO,12166.62
"ROKOSZ, LAURA A",Obstetrics/Gynecology,LAKEWOOD,CO,11696.36
"WALDEN, JANELL D",CRNA,LAKEWOOD,CO,11594.64
"SMITH, CAROLYN J",Optometry,LAKEWOOD,CO,11498.54
"MATOBA, ROBERT K",Optometry,LAKEWOOD,CO,11497.21
"BERGGREN, RONALD K",Optometry,LAKEWOOD,CO,11018.13
"SIPPEL, JEFFREY M",Critical Care (Intensivists),LAKEWOOD,CO,10681.80
"CHRIST, LORRAINE",CRNA,LAKEWOOD,CO,10551.56
"KIRKPATRICK, DOUGLAS H",Obstetrics/Gynecology,LAKEWOOD,CO,9829.17
"DEGROOT, DONALD F",Clinical Psychologist,LAKEWOOD,CO,9695.97
"SCHKADE, PAUL",Allergy/Immunology,LAKEWOOD,CO,9489.53
"LINDENMUTH, KRYSTYNA M",Family Practice,LAKEWOOD,CO,9428.32
"HIGHTOWER, LYNN M",Nurse Practitioner,LAKEWOOD,CO,9171.80
"BRYAN, WENDELL E",Optometry,LAKEWOOD,CO,9119.42
"PHELPS, ARTHUR T",Chiropractic,LAKEWOOD,CO,9101.47
