Provider,Specialty,City,State / Country,Total Medicare payments
"SULLIVAN, LISA J",Podiatry,LOUISVILLE,CO,27104.03
"DAVIS, ALEXIS L",Nurse Practitioner,LOUISVILLE,CO,26731.58
"OAKES, MARIA REGINA F",Emergency Medicine,LOUISVILLE,CO,26436.53
"HSIN, JOSEPH",General Surgery,LOUISVILLE,CO,26066.04
"ABRAMS, PAMELA R",Family Practice,LOUISVILLE,CO,25265.35
"QUINLISK, ERNIE",Physical Therapist,LOUISVILLE,CO,22548.03
"WEST, JON C",Physical Therapist,LOUISVILLE,CO,21032.91
"PADDOCK, JULIE F",Family Practice,LOUISVILLE,CO,19989.68
"IACOFANO, LISA A",Internal Medicine,LOUISVILLE,CO,19778.58
"VANEPPS, DENISE",Physical Therapist,LOUISVILLE,CO,18977.94
"MANN, THOMAS A",Orthopedic Surgery,LOUISVILLE,CO,18673.88
"DREW, CHRISTOPHER",Psychiatry,LOUISVILLE,CO,18627.71
"LYONS, CAMERON S",Physical Therapist,LOUISVILLE,CO,18435.02
"BIERBRAUER, DAVID M",Orthopedic Surgery,LOUISVILLE,CO,17733.77
"OCEL, DANIEL L",Orthopedic Surgery,LOUISVILLE,CO,17171.38
"LAFERRIERE, HEATHER",Physical Therapist,LOUISVILLE,CO,16946.37
"WILLS, RICHARD B",Internal Medicine,LOUISVILLE,CO,16690.22
"PETRAK-RON, BETTY A",Allergy/Immunology,LOUISVILLE,CO,16105.51
"LEIBOVITZ, ROSS M",General Surgery,LOUISVILLE,CO,15435.39
"RENTSCHLER, LINDSEY M",Endocrinology,LOUISVILLE,CO,15147.90
"QUANE, ERIKA",Physician Assistant,LOUISVILLE,CO,14501.50
"BULMAHN, LORA L",Family Practice,LOUISVILLE,CO,13416.66
"RUSH, BRIAN E",Physician Assistant,LOUISVILLE,CO,12392.38
"FAHS, CHRISTOPHER",Physical Therapist,LOUISVILLE,CO,11590.58
"WYNETT, JANA",Family Practice,LOUISVILLE,CO,11431.70
"YOON, ELIZABETH J",Nurse Practitioner,LOUISVILLE,CO,10294.02
"MILLER, DAVID E",Psychiatry,LOUISVILLE,CO,9566.56
"BLUE, SUSAN D",Physical Therapist,LOUISVILLE,CO,9096.90
"MILLER, STEVEN P",Psychiatry,LOUISVILLE,CO,8856.81
"ELLIS, LARISSA",Physical Therapist,LOUISVILLE,CO,8473.01
"KIEREIN, REBECCA",Family Practice,LOUISVILLE,CO,8400.20
"STOLL, EDWARD J",Orthopedic Surgery,LOUISVILLE,CO,7171.57
WALGREEN CO,Mass Immunization Roster Biller,LOUISVILLE,CO,6493.64
"LAPERRIERE, DANIEL C",Family Practice,LOUISVILLE,CO,5993.38
"NAWROCKI, CHARLES P",CRNA,LOUISVILLE,CO,5657.26
DILLON COMPANIES INC,Mass Immunization Roster Biller,LOUISVILLE,CO,5115.69
"ACHTERMANN, KAREN",Chiropractic,LOUISVILLE,CO,4480.36
"NAVARRO, KACEY C",Nurse Practitioner,LOUISVILLE,CO,4038.00
"BONDAROVICH, JAMES A",Chiropractic,LOUISVILLE,CO,3712.69
"MCDONALD, WENDY P",CRNA,LOUISVILLE,CO,3612.51
"AUSTIN, PAUL D",Chiropractic,LOUISVILLE,CO,3526.22
"MEAD, DAINA",Family Practice,LOUISVILLE,CO,3519.84
"MILKAVICH, AMY K",Clinical Psychologist,LOUISVILLE,CO,3518.78
"RIGGS, IRA D",Chiropractic,LOUISVILLE,CO,2963.53
"NOTEBOOM, KURT D",Physician Assistant,LOUISVILLE,CO,2894.39
"VODDER, SUSAN M",Physical Therapist,LOUISVILLE,CO,2413.80
"GRAHAM, LEE A",CRNA,LOUISVILLE,CO,2010.00
"LINSLEY, PETER J",CRNA,LOUISVILLE,CO,1691.29
"MORAN, ELIZABETH T",Physician Assistant,LOUISVILLE,CO,1670.05
"JEUNG, EDWIN",Optometry,LOUISVILLE,CO,1562.46
"CHRISTENSEN, CAROLE",Obstetrics/Gynecology,LOUISVILLE,CO,1425.16
"JOHS, STEPHEN M",General Surgery,LOUISVILLE,CO,1401.01
"JOHNSON, ROY D",CRNA,LOUISVILLE,CO,1156.49
"ROBERTSON, ELIZABETH",Physical Therapist,LOUISVILLE,CO,1111.18
"MINARY, DEBRA",Nurse Practitioner,LOUISVILLE,CO,381.48
