Provider,Specialty,City,State / Country,Total Medicare payments
"GRANTHAM, JOHN G",Diagnostic Radiology,BOULDER,CO,"$55,216.94"
"HOWLAND, WILLIAM W",Pathology,BOULDER,CO,"$54,609.51"
"LAYNE, DEBRA J",Physical Therapist,BOULDER,CO,"$54,574.45"
"HELGANS, ROBERT E",Diagnostic Radiology,BOULDER,CO,"$54,412.67"
"HAIMES, MARK D",Internal Medicine,BOULDER,CO,"$53,110.01"
"SOLON, PETER C",Clinical Psychologist,BOULDER,CO,"$52,993.78"
"NUSSER, CHRISTOPHER A",Diagnostic Radiology,BOULDER,CO,"$52,972.28"
"EMDUR, JOSHUA A",Family Practice,BOULDER,CO,"$52,547.98"
"KEIDAN, BENJAMIN J",Internal Medicine,BOULDER,CO,"$51,437.67"
"BENNETT, KRISTIE M",Physical Therapist,BOULDER,CO,"$51,093.86"
"RYAN, COLLEEN M",Family Practice,BOULDER,CO,"$50,756.61"
"KING, MARK D",Infectious Disease,BOULDER,CO,"$49,833.21"
"SHOVE, LAURA B",Physical Therapist,BOULDER,CO,"$49,782.91"
"KARAGEORGE, KRYSTIE",Family Practice,BOULDER,CO,"$49,471.11"
"TANTUM, SENECA W",Physical Therapist,BOULDER,CO,"$49,365.61"
"PACOCHA, CATHERINE W",Physician Assistant,BOULDER,CO,"$49,253.45"
"VANBUSKIRK, CATHLEEN S",Orthopedic Surgery,BOULDER,CO,"$49,111.43"
"FANESTIL, BRADLEY D",Internal Medicine,BOULDER,CO,"$48,779.43"
"ARENDS, JACLYN C",Physical Medicine and Rehabilitation,BOULDER,CO,"$48,313.42"
"VASTENBURG, ANTOINETTE",Physical Therapist,BOULDER,CO,"$47,948.17"
"DENHAM, MELODY F",Anesthesiology,BOULDER,CO,"$47,746.98"
"WIEDER, DRIGAN D",Orthopedic Surgery,BOULDER,CO,"$47,077.06"
"BLOMQUIST, MATTHEW H",Diagnostic Radiology,BOULDER,CO,"$46,937.34"
"WILLIAMS, WILLIAM J",Orthopedic Surgery,BOULDER,CO,"$46,055.86"
"ROTER, DAVID L",Orthopedic Surgery,BOULDER,CO,"$45,945.89"
"GRAFF, KARIN B",Family Practice,BOULDER,CO,"$45,606.11"
"ARENDS, GREGORY N",Physical Medicine and Rehabilitation,BOULDER,CO,"$45,008.88"
"HADLEY, DANIEL C",Family Practice,BOULDER,CO,"$44,974.63"
"CROPP, CAROL",Physical Therapist,BOULDER,CO,"$43,512.79"
"NESSENTHALER, GEORGE R",Physical Therapist,BOULDER,CO,"$43,452.96"
"BRUBAKER, WILLIAM H",Internal Medicine,BOULDER,CO,"$43,371.96"
"MONTOYA, ANNETTE M",Nurse Practitioner,BOULDER,CO,"$42,880.62"
"HUANG, SHIRLEY A",Internal Medicine,BOULDER,CO,"$42,653.55"
"HUNDEMANN, LAURA B",Physician Assistant,BOULDER,CO,"$42,365.45"
"VANZURA, ERIC J",Family Practice,BOULDER,CO,"$41,743.49"
"SCATENA, LISA H",Dermatology,BOULDER,CO,"$41,648.10"
"REPINE, MICHAEL",Orthopedic Surgery,BOULDER,CO,"$41,126.39"
"HANDY, TERRI L",Physical Therapist,BOULDER,CO,"$40,817.45"
"MCCLURE, MARY",Physical Therapist,BOULDER,CO,"$40,730.41"
"HESS, STEPHANIE L",Family Practice,BOULDER,CO,"$40,110.59"
"SMOUSE, JASON H",Pathology,BOULDER,CO,"$39,407.71"
"GOLD, CHARLES C",Physical Therapist,BOULDER,CO,"$38,775.70"
"GREEN, JUSTIN D",Physical Medicine and Rehabilitation,BOULDER,CO,"$38,605.97"
"CARPENTER, JULIET A",Family Practice,BOULDER,CO,"$38,337.63"
"SENG, KHEMARIN R",Orthopedic Surgery,BOULDER,CO,"$37,816.57"
"MUNCH, LARRY C",Urology,BOULDER,CO,"$36,958.15"
"MILLIFF, JANE",Physical Therapist,BOULDER,CO,"$36,760.50"
"GARMANY, GEORGE P",Neurology,BOULDER,CO,"$35,949.13"
"BAUGH, DENISE",Physical Therapist,BOULDER,CO,"$35,938.98"
"SPERRY, CORYDON",Family Practice,BOULDER,CO,"$35,904.54"
"MARS, BRENNAN L",Clinical Psychologist,BOULDER,CO,"$35,812.91"
"ANDREWS, KAREN M",Allergy/Immunology,BOULDER,CO,"$35,699.86"
"HICKEY, MARK G",Neurology,BOULDER,CO,"$35,283.53"
"MAO, JIE",Interventional Radiology,BOULDER,CO,"$35,279.94"
"ALBUISSON, JESKA",Internal Medicine,BOULDER,CO,"$35,049.41"
"BANERJEE, MONI",Physician Assistant,BOULDER,CO,"$34,987.56"
"KERN, DEBORAH L",Family Practice,BOULDER,CO,"$34,451.50"
"BOWLES, CHARLES R",Diagnostic Radiology,BOULDER,CO,"$34,278.48"
"WALLACE, HILARY",Internal Medicine,BOULDER,CO,"$34,268.42"
"LAJAUNIE, MICHELE M",Diagnostic Radiology,BOULDER,CO,"$33,768.05"
"TURNER, TODD D",Infectious Disease,BOULDER,CO,"$33,754.50"
"FULKERSON, LORRI J",Orthopedic Surgery,BOULDER,CO,"$33,616.08"
"BASKETT, JOANNA",Physician Assistant,BOULDER,CO,"$33,157.20"
"PADDACK, CHARLES",Psychiatry,BOULDER,CO,"$32,514.03"
"RANCIS, SUSAN L",Physician Assistant,BOULDER,CO,"$32,501.48"
"JUENEMANN, SHANE A",Family Practice,BOULDER,CO,"$31,945.66"
"WALDRON, AUDREY M",Physical Therapist,BOULDER,CO,"$31,385.23"
"DAVIS, SCOTT W",Internal Medicine,BOULDER,CO,"$31,384.99"
"THAYER, DAVID O",Obstetrics/Gynecology,BOULDER,CO,"$30,590.35"
"GUTHKE, KIMBERLY",Physician Assistant,BOULDER,CO,"$30,323.50"
"DEROOS, OLAF",Physical Therapist,BOULDER,CO,"$30,271.33"
"SWANN, SCOTT A",Physical Therapist,BOULDER,CO,"$30,133.13"
"PARKS, TARA T",Podiatry,BOULDER,CO,"$30,127.89"
"WEBER, PHILIP F",Family Practice,BOULDER,CO,"$29,872.49"
"PESKIN, ED",Physical Therapist,BOULDER,CO,"$29,756.05"
"SHEA, BRIAN T",Family Practice,BOULDER,CO,"$29,026.37"
"GUNTER, JEFFREY A",Emergency Medicine,BOULDER,CO,"$29,003.40"
"CHRISTENSEN, JENNIFER",Internal Medicine,BOULDER,CO,"$28,992.92"
"NUNEMAKER, KATHY",Speech Language Pathologist,BOULDER,CO,"$28,952.32"
"OVERY, RUSSELL",Physical Therapist,BOULDER,CO,"$28,845.92"
"HORNER, JILLIAN E",Family Practice,BOULDER,CO,"$28,702.62"
"O'SHEA, RENEE",Nurse Practitioner,BOULDER,CO,"$28,678.74"
COLORADO SLEEP COMPANY,Independent Diagnostic Testing Facility,BOULDER,CO,"$28,634.70"
"PUJET, HEATHER C",Infectious Disease,BOULDER,CO,"$28,532.66"
"PAUL, STEPHEN D",Orthopedic Surgery,BOULDER,CO,"$28,501.46"
"HANNA, DOUGLAS L",Physical Therapist,BOULDER,CO,"$28,447.70"
"DAARUD, RICHARD S",Family Practice,BOULDER,CO,"$28,405.47"
"CAMPBELL, JOHN R",Physician Assistant,BOULDER,CO,"$28,312.95"
"MUZNY, LISE C",Family Practice,BOULDER,CO,"$27,316.44"
"JACK, STAN K",Family Practice,BOULDER,CO,"$27,193.57"
"DOUGHERTY, JAMES",Physician Assistant,BOULDER,CO,"$26,886.50"
"MILLER, STEPHEN M",Diagnostic Radiology,BOULDER,CO,"$26,830.74"
"LIPETZ, VALERIE E",Internal Medicine,BOULDER,CO,"$26,725.20"
