Provider,Specialty,City,State / Country,Total Medicare payments
"CHU, HENRY D",Pathology,LAKEWOOD,CO,"$121,040.85"
"DURAND, PHILLIP W",Diagnostic Radiology,LAKEWOOD,CO,"$118,579.29"
"SAWADA, KATHLEEN Y",Dermatology,LAKEWOOD,CO,"$112,224.55"
"SEIGEL, ROBERT S",Diagnostic Radiology,LAKEWOOD,CO,"$109,772.33"
"DOBBS, AUBREY R",Internal Medicine,LAKEWOOD,CO,"$108,171.65"
"DUNN, MICHAEL L",Family Practice,LAKEWOOD,CO,"$107,937.36"
"LEON, DAVID M",Internal Medicine,LAKEWOOD,CO,"$106,970.53"
"KORNBLUTH, CRAIG M",Diagnostic Radiology,LAKEWOOD,CO,"$106,397.96"
"SARTI, MARC",Diagnostic Radiology,LAKEWOOD,CO,"$105,873.38"
"BOLTON, JESSE D",Critical Care (Intensivists),LAKEWOOD,CO,"$104,030.70"
"SMITH, VERNON M",Internal Medicine,LAKEWOOD,CO,"$101,305.48"
"STRAMEL, ERIC",Pulmonary Disease,LAKEWOOD,CO,"$100,891.98"
"BROWN, ROBERT E",Anesthesiology,LAKEWOOD,CO,"$98,595.78"
"FARACO-HADLOCK, MARK N",Clinical Psychologist,LAKEWOOD,CO,"$95,235.60"
"BOST, THOMAS W",Critical Care (Intensivists),LAKEWOOD,CO,"$93,314.89"
"DENNEN, PAULA F",Critical Care (Intensivists),LAKEWOOD,CO,"$92,701.81"
"SUTARIK, JULIANNA M",Pulmonary Disease,LAKEWOOD,CO,"$92,373.17"
"AMUNDSON, JEFFREY A",Family Practice,LAKEWOOD,CO,"$91,396.96"
"RENKIN, JOSHUA N",Neurology,LAKEWOOD,CO,"$90,527.46"
"CAHN, DAVID J",Urology,LAKEWOOD,CO,"$87,665.69"
"GANNUCH, GARRET M",Diagnostic Radiology,LAKEWOOD,CO,"$86,940.60"
"LYDERS, ERIC M",Diagnostic Radiology,LAKEWOOD,CO,"$86,665.53"
"KELLOGG, KATHLEEN",Internal Medicine,LAKEWOOD,CO,"$86,207.19"
"KEMP, JENNIFER L",Diagnostic Radiology,LAKEWOOD,CO,"$85,655.42"
"HOPFENBECK, SARAH M",Internal Medicine,LAKEWOOD,CO,"$84,790.12"
"REVEILLE, ROBERT M",Gastroenterology,LAKEWOOD,CO,"$84,400.29"
"GOFF, JOHN S",Gastroenterology,LAKEWOOD,CO,"$83,793.10"
"HARTMAN, DIANE M",Urology,LAKEWOOD,CO,"$82,896.04"
"LONDON, SCOTT F",Neurology,LAKEWOOD,CO,"$82,405.08"
"HODGIN, KATHERINE E",Internal Medicine,LAKEWOOD,CO,"$82,277.04"
"ZUKOSKY, DEREK",Urology,LAKEWOOD,CO,"$81,859.05"
"CAMPBELL, DOUGLAS M",Ophthalmology,LAKEWOOD,CO,"$81,694.46"
"MACKENZIE, SCOTT H",Gastroenterology,LAKEWOOD,CO,"$80,915.93"
"ROSENBERG, STUART G",Critical Care (Intensivists),LAKEWOOD,CO,"$80,668.96"
"ORZEL, JOSEPH A",Diagnostic Radiology,LAKEWOOD,CO,"$78,391.66"
"DALAL, SAMAY A",Pulmonary Disease,LAKEWOOD,CO,"$76,652.40"
"BOGIN, ROBERT M",Internal Medicine,LAKEWOOD,CO,"$75,813.56"
"BOE, DARREN M",Critical Care (Intensivists),LAKEWOOD,CO,"$75,319.64"
"RUCH, JOANNE E",Internal Medicine,LAKEWOOD,CO,"$74,756.05"
"PICKETT, H M",Internal Medicine,LAKEWOOD,CO,"$74,551.80"
"FORTNER, ALEXANDRA A",Diagnostic Radiology,LAKEWOOD,CO,"$73,874.36"
"TIU, CELSA T",Family Practice,LAKEWOOD,CO,"$73,727.45"
"OEHLER, TERRY L",Podiatry,LAKEWOOD,CO,"$72,669.33"
"HEIT, JOSEPH",Critical Care (Intensivists),LAKEWOOD,CO,"$71,978.08"
"OKEEFE, DAVID B",Emergency Medicine,LAKEWOOD,CO,"$70,949.24"
"BENENATI, THOMAS J",Podiatry,LAKEWOOD,CO,"$69,319.78"
"WEGNER, BRIAN K",Family Practice,LAKEWOOD,CO,"$68,903.29"
"DICKINSON, MATTHEW G",Critical Care (Intensivists),LAKEWOOD,CO,"$67,756.26"
"WRIGHT, RALPH J",Radiation Oncology,LAKEWOOD,CO,"$66,155.50"
"SCHIFF, SUSAN L",Internal Medicine,LAKEWOOD,CO,"$66,114.93"
"RILEY, PETER D",Critical Care (Intensivists),LAKEWOOD,CO,"$65,835.34"
"JAIN, RAJESH",Gastroenterology,LAKEWOOD,CO,"$65,138.04"
"SIMON, BRADLEY E",Emergency Medicine,LAKEWOOD,CO,"$65,021.51"
"MOUND, RANDY J",Diagnostic Radiology,LAKEWOOD,CO,"$64,972.77"
"KREUTZER, ERIK W",Otolaryngology,LAKEWOOD,CO,"$62,852.86"
"LATTIMORE, WAYMON C",Gastroenterology,LAKEWOOD,CO,"$60,248.06"
"ELIOPOULOS, VASSILY T",Emergency Medicine,LAKEWOOD,CO,"$60,112.65"
"BRANNEY, SCOTT W",Emergency Medicine,LAKEWOOD,CO,"$59,681.26"
"ALTMIN, STEPHEN C",Emergency Medicine,LAKEWOOD,CO,"$59,600.88"
"KIM, JANE S",Geriatric Medicine,LAKEWOOD,CO,"$59,037.22"
"PATEL, LISA B",Emergency Medicine,LAKEWOOD,CO,"$58,968.04"
"SELL, JASON R",Emergency Medicine,LAKEWOOD,CO,"$57,080.73"
"LANGE, NEALE R",Critical Care (Intensivists),LAKEWOOD,CO,"$56,386.16"
"ROTH, JASON T",Emergency Medicine,LAKEWOOD,CO,"$55,940.05"
"GRZYBOWSKI, RICHARD F",Diagnostic Radiology,LAKEWOOD,CO,"$55,634.18"
"GEORGE, STEPHEN G",Diagnostic Radiology,LAKEWOOD,CO,"$55,522.65"
"CAIN, THOMAS D",Internal Medicine,LAKEWOOD,CO,"$55,361.82"
"SORIYA, GINA C",Emergency Medicine,LAKEWOOD,CO,"$55,164.09"
"OCONNOR, JOHN E",Family Practice,LAKEWOOD,CO,"$54,159.49"
"SCHOLZ, THERESA A",Dermatology,LAKEWOOD,CO,"$54,140.83"
"SHARP, WILLIAM A",Emergency Medicine,LAKEWOOD,CO,"$53,445.92"
"SCHINDEL, MICHAEL A",Family Practice,LAKEWOOD,CO,"$52,906.57"
"GARYFALLOU, GARYFALLOS T",Emergency Medicine,LAKEWOOD,CO,"$52,028.73"
"CROCKETT, DAVID K",Optometry,LAKEWOOD,CO,"$51,517.09"
"BOGGAVARAPU, JAGADISH",Allergy/Immunology,LAKEWOOD,CO,"$51,166.24"
"DRAGOO, MARY",Physician Assistant,LAKEWOOD,CO,"$49,670.55"
"VELLMAN, W P",Emergency Medicine,LAKEWOOD,CO,"$49,087.44"
"HOFFMANN, JEFFREY",Internal Medicine,LAKEWOOD,CO,"$48,980.47"
"LA ROSA, FRANCISCO G",Family Practice,LAKEWOOD,CO,"$48,951.89"
"WENZEL, WAYNE W",Diagnostic Radiology,LAKEWOOD,CO,"$48,850.64"
"NITKA, ERNEST E",Neurology,LAKEWOOD,CO,"$48,731.62"
"HERMANN, JOSEPH F",Family Practice,LAKEWOOD,CO,"$47,881.06"
"HO, EMAI L",Emergency Medicine,LAKEWOOD,CO,"$47,677.79"
"AIKIN, R B",Family Practice,LAKEWOOD,CO,"$47,151.81"
"BARRETT, JUSTIN A",Emergency Medicine,LAKEWOOD,CO,"$46,380.99"
"KOWALSKI, ADAM E",Diagnostic Radiology,LAKEWOOD,CO,"$45,918.43"
"TONG, KEVIN T",Endocrinology,LAKEWOOD,CO,"$45,684.29"
"SHIELDS, BRIAN T",Emergency Medicine,LAKEWOOD,CO,"$45,466.96"
"WRIGHT, KENNETH E",Physician Assistant,LAKEWOOD,CO,"$44,807.56"
"POLITZER, THOMAS A",Optometry,LAKEWOOD,CO,"$43,846.39"
"MAYEDA, THOMAS K",Internal Medicine,LAKEWOOD,CO,"$43,035.14"
"MONTEMAYOR, ROSA A",Podiatry,LAKEWOOD,CO,"$41,944.66"
"LU, KATHERINE S",Internal Medicine,LAKEWOOD,CO,"$41,637.64"
"MEADE, ANDREW A",Diagnostic Radiology,LAKEWOOD,CO,"$41,537.68"
"DOUCETTE, MARC A",Emergency Medicine,LAKEWOOD,CO,"$41,361.32"
"FISHER, DARCEE L",Emergency Medicine,LAKEWOOD,CO,"$40,041.43"
"BRUNKO, MICHAEL W",Emergency Medicine,LAKEWOOD,CO,"$39,296.99"
"ESTEP, GERALD J",Emergency Medicine,LAKEWOOD,CO,"$38,479.16"
"REDDY, HARI CHARAN P",Diagnostic Radiology,LAKEWOOD,CO,"$38,273.92"
"NELSON, AIMEE S",Family Practice,LAKEWOOD,CO,"$37,901.71"
"STEVENS, PERRY M",Diagnostic Radiology,LAKEWOOD,CO,"$36,894.38"
"FALLON, MICHAEL P",Emergency Medicine,LAKEWOOD,CO,"$36,095.39"
"SMITH, RICHARD H",Neurology,LAKEWOOD,CO,"$35,727.10"
"KHALIFAH, ANTHONY P",Critical Care (Intensivists),LAKEWOOD,CO,"$34,896.88"
"LERVICK, DALE G",Optometry,LAKEWOOD,CO,"$34,013.31"
"DOIG, SARAH T",Occupational therapist,LAKEWOOD,CO,"$33,517.57"
"ACHEE, MITCHELL D",Diagnostic Radiology,LAKEWOOD,CO,"$33,263.98"
"CHANDLER, ELIZABETH L",Clinical Psychologist,LAKEWOOD,CO,"$32,835.00"
"CONGDON, ROBERT G",Diagnostic Radiology,LAKEWOOD,CO,"$32,109.42"
"GERVAIS, JACK",Emergency Medicine,LAKEWOOD,CO,"$31,526.19"
"HILLARD, ADAM",CRNA,LAKEWOOD,CO,"$31,309.30"
"LAUBACH, SHERRI",Family Practice,LAKEWOOD,CO,"$30,835.05"
"UNREIN, CHRISTOPHER J",Internal Medicine,LAKEWOOD,CO,"$30,296.60"
"RICHARDSON, SCOTT K",Emergency Medicine,LAKEWOOD,CO,"$30,034.74"
"BEAUFAIT, DENNIS M",Clinical Psychologist,LAKEWOOD,CO,"$29,564.52"
"SPENCER, ROBERTO R",Diagnostic Radiology,LAKEWOOD,CO,"$28,308.94"
"JONES, CHRISTIAN V",Physical Therapist,LAKEWOOD,CO,"$28,182.84"
"JONES, BYRON D",Physical Medicine and Rehabilitation,LAKEWOOD,CO,"$27,664.78"
"TROCHIMOWICZ, LISA S",CRNA,LAKEWOOD,CO,"$27,431.56"
"RUMBYRT, JEFFREY S",Allergy/Immunology,LAKEWOOD,CO,"$27,391.81"
"ELLIS, CLARENCE V",Family Practice,LAKEWOOD,CO,"$27,231.57"
"BOSWORTH, CORTNEY R",Nephrology,LAKEWOOD,CO,"$27,052.38"
"HUTT, PATRICIA A",Physical Therapist,LAKEWOOD,CO,"$26,549.04"
"ROSS, JENNIFER L",Nurse Practitioner,LAKEWOOD,CO,"$26,536.27"
"CLARK, BRENDAN J",Pulmonary Disease,LAKEWOOD,CO,"$25,797.96"
"MONLEZUN, MALCOLM J",CRNA,LAKEWOOD,CO,"$25,759.49"
"GILLILAND, J D",Diagnostic Radiology,LAKEWOOD,CO,"$24,919.88"
"BERNARD, JENNIFER B",Endocrinology,LAKEWOOD,CO,"$22,398.35"
"NIEBERGALL, LISA M",Diagnostic Radiology,LAKEWOOD,CO,"$21,918.81"
"DIMICK, LEE C",Chiropractic,LAKEWOOD,CO,"$21,895.95"
"DEANDA, TERESA",Speech Language Pathologist,LAKEWOOD,CO,"$20,870.17"
"BYERS, STACIE",Emergency Medicine,LAKEWOOD,CO,"$20,768.96"
"WEBBER, TERRENCE J",Anesthesiology,LAKEWOOD,CO,"$19,567.34"
"CHERRY, JASON A",Physical Therapist,LAKEWOOD,CO,"$19,464.35"
"KEIGHLEY, KATIE",Physical Therapist,LAKEWOOD,CO,"$19,373.00"
"RICHARDSON, ROBERTA M",Psychiatry,LAKEWOOD,CO,"$18,725.59"
"MINZER, SHARON L",Internal Medicine,LAKEWOOD,CO,"$18,573.49"
"BECK, SUZANNE M",Family Practice,LAKEWOOD,CO,"$18,435.11"
"HAWKINS, ERIKA P",Clinical Psychologist,LAKEWOOD,CO,"$17,959.10"
"BRUNDIGE, RICHARD L",Family Practice,LAKEWOOD,CO,"$17,554.43"
"BOUCHARD, KATHRYN E",Nurse Practitioner,LAKEWOOD,CO,"$17,128.19"
"YOST, RAYMOND V",Diagnostic Radiology,LAKEWOOD,CO,"$16,718.85"
"MORRISON, SUSAN J",Family Practice,LAKEWOOD,CO,"$16,172.83"
"MILANO, KATHY A",Optometry,LAKEWOOD,CO,"$16,071.32"
"GREEN, SCOTT M",Family Practice,LAKEWOOD,CO,"$15,872.63"
"VOEGELI, PAUL T",Podiatry,LAKEWOOD,CO,"$15,632.34"
"GOERKE, ELIZABETH A",Optometry,LAKEWOOD,CO,"$14,886.23"
"FONS, RYEN",Anesthesiology,LAKEWOOD,CO,"$14,823.68"
"ANDREWS, FRANCINE G",Allergy/Immunology,LAKEWOOD,CO,"$14,795.67"
"LACKEY, MARGARET",Psychiatry,LAKEWOOD,CO,"$14,701.05"
"GRIFFITH, CHRISTOPHER",CRNA,LAKEWOOD,CO,"$14,658.22"
"HOFFMAN, KRISTIN K",Chiropractic,LAKEWOOD,CO,"$14,236.27"
"DREILING, LISA L",Pulmonary Disease,LAKEWOOD,CO,"$13,740.95"
"GIEDT, SUSAN M",Physical Therapist,LAKEWOOD,CO,"$13,435.16"
"LIPSON, YVONNE M",Family Practice,LAKEWOOD,CO,"$13,048.77"
"WOMACK, GAIL B",Obstetrics/Gynecology,LAKEWOOD,CO,"$12,561.55"
"SANDERS, JAY D",Chiropractic,LAKEWOOD,CO,"$12,462.48"
"ALBERT, NILS P",Emergency Medicine,LAKEWOOD,CO,"$12,439.44"
"BEAUDRY, BRIGITTE",Anesthesiology,LAKEWOOD,CO,"$12,166.62"
"ROKOSZ, LAURA A",Obstetrics/Gynecology,LAKEWOOD,CO,"$11,696.36"
"WALDEN, JANELL D",CRNA,LAKEWOOD,CO,"$11,594.64"
"SMITH, CAROLYN J",Optometry,LAKEWOOD,CO,"$11,498.54"
"MATOBA, ROBERT K",Optometry,LAKEWOOD,CO,"$11,497.21"
"BERGGREN, RONALD K",Optometry,LAKEWOOD,CO,"$11,018.13"
"SIPPEL, JEFFREY M",Critical Care (Intensivists),LAKEWOOD,CO,"$10,681.80"
"CHRIST, LORRAINE",CRNA,LAKEWOOD,CO,"$10,551.56"
"KIRKPATRICK, DOUGLAS H",Obstetrics/Gynecology,LAKEWOOD,CO,"$9,829.17"
"DEGROOT, DONALD F",Clinical Psychologist,LAKEWOOD,CO,"$9,695.97"
"SCHKADE, PAUL",Allergy/Immunology,LAKEWOOD,CO,"$9,489.53"
"LINDENMUTH, KRYSTYNA M",Family Practice,LAKEWOOD,CO,"$9,428.32"
"HIGHTOWER, LYNN M",Nurse Practitioner,LAKEWOOD,CO,"$9,171.80"
"BRYAN, WENDELL E",Optometry,LAKEWOOD,CO,"$9,119.42"
"PHELPS, ARTHUR T",Chiropractic,LAKEWOOD,CO,"$9,101.47"
