Provider,Specialty,City,State / Country,Total Medicare payments
"SUBBARAO, VIJAY D",Cardiology,DENVER,CO,246547.93
"PTASNIK, MICHAEL J",Cardiology,DENVER,CO,245729.46
"DUNN, TERRY S",Obstetrics/Gynecology,DENVER,CO,245571.79
"SMITH, BRIAN R",Urology,DENVER,CO,245288.80
"STANLEY, SCOTT K",Orthopedic Surgery,DENVER,CO,239716.11
"DEMIDOVICH, CARL W",Dermatology,DENVER,CO,233656.96
"BRUNVAND, MARK W",Hematology/Oncology,DENVER,CO,230964.89
"MEHTA, SAMEER K",Cardiology,DENVER,CO,229479.44
"KIM, RAYMOND H",Orthopedic Surgery,DENVER,CO,226315.62
"REED, BARBARA R",Dermatology,DENVER,CO,226137.33
"HORTON, CHRISTOPHER S",Family Practice,DENVER,CO,226069.45
"CHEBANOVA, ELENA",Internal Medicine,DENVER,CO,220614.65
"REEVES, DIANA",Ophthalmology,DENVER,CO,220348.05
DENVER ENDOCOPY CENTER LLC,Ambulatory Surgical Center,DENVER,CO,218752.68
"MALATESTA, JUANA C",Clinical Psychologist,DENVER,CO,218306.96
"MCSWEENEY, PETER A",Hematology/Oncology,DENVER,CO,217147.40
"HAVARD, LESLIE J",Dermatology,DENVER,CO,216624.58
"DENNIS, DOUGLAS A",Orthopedic Surgery,DENVER,CO,214586.29
"SREBNIAK, JERZY",Physical Therapist,DENVER,CO,213405.04
"KATAOKA, TAKESHI",Cardiology,DENVER,CO,213345.01
"MILLER, MICHAEL L",Ophthalmology,DENVER,CO,211508.46
"GREGORY, TARA B",Hematology/Oncology,DENVER,CO,210559.77
"HOWELL, KATHRYN T",Radiation Oncology,DENVER,CO,209792.74
"BEARMAN, SCOTT I",Hematology/Oncology,DENVER,CO,207610.61
"SVINARICH, JOHN T",Cardiology,DENVER,CO,205058.88
"HINES, WILLIAM L",Ophthalmology,DENVER,CO,204242.85
"HAAS, BRIAN D",Orthopedic Surgery,DENVER,CO,203703.06
"JOHNSON, DEREK R",Orthopedic Surgery,DENVER,CO,203158.22
"SMITH, BARRY R",Cardiology,DENVER,CO,202508.78
"SCHLEVE, MILTON J",Dermatology,DENVER,CO,199543.14
"HATZIDAKIS, ARMODIOS M",Orthopedic Surgery,DENVER,CO,199119.34
"SROCK, KATHLEEN",Rheumatology,DENVER,CO,198882.12
"SHUKLA, SALIL",Ophthalmology,DENVER,CO,198844.80
"WEISS, JEREMY L",Urology,DENVER,CO,197868.01
HAND SURGERY OF COLORADO LLC,Ambulatory Surgical Center,DENVER,CO,197219.78
"RUYLE, STEPHEN R",Urology,DENVER,CO,194335.23
"BORISOV, IGOR",Internal Medicine,DENVER,CO,194091.84
"CALANDRO, VITO J",Internal Medicine,DENVER,CO,191824.16
"O'BRIEN, BRIDGET L",Cardiology,DENVER,CO,191101.65
"WOLFF, ADAM J",Neurology,DENVER,CO,188734.52
"PATTERSON, JAMES A",Ophthalmology,DENVER,CO,187391.19
"ANCHERIL, SAM N",Pulmonary Disease,DENVER,CO,187334.17
"FANTE, ROBERT G",Ophthalmology,DENVER,CO,181557.61
"HEPPE, RICHARD K",Urology,DENVER,CO,181344.87
"KOUYOUMDJIAN, GREGORY A",Ophthalmology,DENVER,CO,180727.75
"LEVINSON, RICHARD A",Ophthalmology,DENVER,CO,180640.50
"WENDEL, KAREN A",Infectious Disease,DENVER,CO,178357.76
"STARRITT, RITA",Internal Medicine,DENVER,CO,177773.78
"REINER, SETH D",Radiation Oncology,DENVER,CO,177689.12
"LIAO, PEGGY",Dermatology,DENVER,CO,177598.01
"ABERNATHY, BRETT B",Urology,DENVER,CO,175396.07
"GRUSHAN, MARC",Family Practice,DENVER,CO,174870.24
"LEWIS, STUART A",Ophthalmology,DENVER,CO,174638.88
"AMMONS, JOHN T",Ophthalmology,DENVER,CO,174408.29
"SURDULESCU, SERGIU",Internal Medicine,DENVER,CO,174033.49
"PAESCHKE, TRACY A",Internal Medicine,DENVER,CO,169281.64
"LEVY, DERICK",Physical Therapist,DENVER,CO,163206.97
"SCHUH, WILLIAM H",Vascular Surgery,DENVER,CO,162366.97
"PRIMER, DONALD",Family Practice,DENVER,CO,161312.89
"WOOLLEY, KEVIN E",Diagnostic Radiology,DENVER,CO,161300.70
"CHANG, DENNIS H",Orthopedic Surgery,DENVER,CO,160886.27
"GOLDSTEIN, JOEL H",Ophthalmology,DENVER,CO,158777.13
"WHITAKER, JOHN B",Interventional Radiology,DENVER,CO,158488.94
"KARSH, LAWRENCE I",Urology,DENVER,CO,155351.58
"BOGAERT, YOLANDA E",Nephrology,DENVER,CO,153350.62
"MARIS, MICHAEL B",Medical Oncology,DENVER,CO,151077.97
"GROSHONG, STEVE",Pathology,DENVER,CO,150899.12
"DILLINGHAM, MARK A",Nephrology,DENVER,CO,150343.36
CUNNINGHAM FIRE PROTECTION DISTRICT,Ambulance Service Supplier,DENVER,CO,149430.47
"MINER, TODD M",Orthopedic Surgery,DENVER,CO,149326.09
"DUNKLE, JOHN W",Geriatric Medicine,DENVER,CO,148702.85
"FRANKEL, STUART H",Ophthalmology,DENVER,CO,145195.30
"BURKE, BRIAN L",Diagnostic Radiology,DENVER,CO,144677.55
"HEPWORTH, EDWARD J",Otolaryngology,DENVER,CO,143583.15
"LALLY, THOMAS J",Internal Medicine,DENVER,CO,142396.52
"CHIN, DANIEL T",Radiation Oncology,DENVER,CO,141389.28
"BISARYA, SAMEER",Nephrology,DENVER,CO,139744.24
"PACHELO, GEORGE M",Cardiology,DENVER,CO,139428.46
"BIRNEY, TIMOTHY J",Orthopedic Surgery,DENVER,CO,139199.90
"GOLDSMITH, ALEX M",Internal Medicine,DENVER,CO,138939.45
"OPPERMAN, DAVID A",Otolaryngology,DENVER,CO,138237.96
"COOPER, MICHAEL A",Vascular Surgery,DENVER,CO,138160.49
"TEITELBAUM, ISAAC",Nephrology,DENVER,CO,137960.63
"JAAKOLA, ERIC D",Podiatry,DENVER,CO,137437.74
"MORRISON, JOHN D",Family Practice,DENVER,CO,137309.58
"FRIEDNASH, MARTI M",Dermatology,DENVER,CO,136615.58
"STEES, CHRISTOPHER S",Internal Medicine,DENVER,CO,136302.29
"WEINSTEIN, ERIC S",Vascular Surgery,DENVER,CO,135857.68
"SENKFOR, STUART I",Nephrology,DENVER,CO,134778.91
"PHILPOTT, ALEXANDER C",Urology,DENVER,CO,134762.51
"WRIGHT, ROY R",Neurology,DENVER,CO,133290.36
"ONYEJEKWE, CHIKE",Internal Medicine,DENVER,CO,133273.90
"BROCK, REBECCA J",Ophthalmology,DENVER,CO,132541.21
"WEISIGER, KENNETH H",Pulmonary Disease,DENVER,CO,132217.52
"GIULLIAN, JEFFREY A",Nephrology,DENVER,CO,131528.31
"VERHEY, MARTY",Anesthesiology,DENVER,CO,131487.14
"REUSSWIG, PETER N",Pain Management,DENVER,CO,130228.90
"LEE, JENNY",Cardiology,DENVER,CO,129448.83
"YOUNG, SARAH E",Nephrology,DENVER,CO,129267.98
"BAZAZ, RAJESH",Orthopedic Surgery,DENVER,CO,129259.02
"SCHLESSINGER, GREGORY S",Nephrology,DENVER,CO,128950.10
"MONTOYA, JUAN D",Urology,DENVER,CO,128460.90
"MARQUEZ, JOHN E",Physician Assistant,DENVER,CO,127614.44
PARK AVENUE SURGERY CENTER LLC,Ambulatory Surgical Center,DENVER,CO,126580.89
"JIMENEZ-GRILLO, CARLOS E",Internal Medicine,DENVER,CO,126516.40
"AUGSPURGER, RICHARD R",Urology,DENVER,CO,125232.89
"RAMACHANDRAN, ARUN",Internal Medicine,DENVER,CO,124987.31
"DEGRAAUW, JENNIFER A",Nephrology,DENVER,CO,124975.59
"RICE, CLIFFORD A",Emergency Medicine,DENVER,CO,123985.78
"HALEY, PATRICK D",Urology,DENVER,CO,123573.87
"BRITTON, ERIC",Hand Surgery,DENVER,CO,123030.13
"DOOLAN, ROBERT J",Internal Medicine,DENVER,CO,122826.21
"TODOR, ANASTASSIA V",Internal Medicine,DENVER,CO,122733.29
"LINDBERG, VIKTORIA T",Nurse Practitioner,DENVER,CO,121249.54
"OBINNAH, AUGUSTINE U",Internal Medicine,DENVER,CO,120155.90
"WILLIAMS, MICHAEL A",Internal Medicine,DENVER,CO,119955.75
"TEBB, ZACHARY D",Emergency Medicine,DENVER,CO,119712.72
"GARCES, GALO F",Nephrology,DENVER,CO,119280.23
"DRUCKER, DAVID",Ophthalmology,DENVER,CO,118673.30
"MARDER, BRADLEY A",Nephrology,DENVER,CO,118665.74
"POLE, CHRISTOPHER J",Ophthalmology,DENVER,CO,117963.69
"MUELLER, FERDINAND J",Urology,DENVER,CO,117068.32
"LEIBOLD, ROBERT A",Diagnostic Radiology,DENVER,CO,116483.89
"RAGSDALE, MICHAEL R",Geriatric Medicine,DENVER,CO,116183.24
"PUGH, THOMAS",Radiation Oncology,DENVER,CO,115982.85
"WISE, RONALD E",Ophthalmology,DENVER,CO,115521.02
"RAGAN, DAVID C",Urology,DENVER,CO,114161.43
"SITOLE, SUMIT",Ophthalmology,DENVER,CO,113543.34
"MILE HIGH AMBULANCE, LLC",Ambulance Service Supplier,DENVER,CO,113062.52
"GLESER, ROBERT",Internal Medicine,DENVER,CO,112785.22
"WALKER, ERIN G",Physician Assistant,DENVER,CO,112705.53
"ZABEL, TROY W",Nephrology,DENVER,CO,111868.82
"SCHULTZ, JOHN W",Internal Medicine,DENVER,CO,110405.59
"KAREN J. JOHNSON ASC, LLC",Ambulatory Surgical Center,DENVER,CO,109461.39
"SAEED, HANI H",Podiatry,DENVER,CO,109143.58
