Provider,Specialty,City,State / Country,Total Medicare payments
"REESE, MARK F",Diagnostic Radiology,FORT COLLINS,CO,"$132,574.93"
"ASADI, S D",Internal Medicine,FORT COLLINS,CO,"$131,278.99"
"COMPTON, RAND F",Gastroenterology,FORT COLLINS,CO,"$130,115.91"
"PAQUELET, JEAN R",Diagnostic Radiology,FORT COLLINS,CO,"$129,244.24"
"KNUTSEN, CHAD M",Podiatry,FORT COLLINS,CO,"$126,744.08"
"GIRDLER, BENJAMIN J",Urology,FORT COLLINS,CO,"$125,246.18"
"RUSNAK, MICHAEL P",Orthopedic Surgery,FORT COLLINS,CO,"$125,243.23"
"WEST, BARBARA L",Dermatology,FORT COLLINS,CO,"$123,502.42"
"KOPEL, CHARLES S",Internal Medicine,FORT COLLINS,CO,"$122,393.29"
"STEVENS, WILLIAM W",Ophthalmology,FORT COLLINS,CO,"$121,864.39"
"HOLLAND, RODNEY R",Gastroenterology,FORT COLLINS,CO,"$121,110.95"
"JENKINS, JOSEPH X",Gastroenterology,FORT COLLINS,CO,"$120,966.41"
"LOWTHER, KELLY H",Family Practice,FORT COLLINS,CO,"$120,474.82"
"BEARD, DAVID A",Orthopedic Surgery,FORT COLLINS,CO,"$120,254.17"
"JESS, SARAH J",Diagnostic Radiology,FORT COLLINS,CO,"$119,832.63"
"WHITSITT, TODD B",Cardiology,FORT COLLINS,CO,"$119,221.75"
"LIAO ONG, JACOB",Infectious Disease,FORT COLLINS,CO,"$116,384.10"
"KIMBELL, SUE E",Nurse Practitioner,FORT COLLINS,CO,"$116,366.37"
"MCINTOSH, GERALD C",Neurology,FORT COLLINS,CO,"$115,684.34"
"DURKAN, MARK N",Gastroenterology,FORT COLLINS,CO,"$115,126.77"
"YODER, ELIZABETH A",Internal Medicine,FORT COLLINS,CO,"$112,999.68"
"HOMBURG, ROBERT C",Internal Medicine,FORT COLLINS,CO,"$112,282.32"
"RIVOIRE, STEPHEN D",Physical Therapist,FORT COLLINS,CO,"$110,827.63"
"CLIPSHAM, VICTORIA A",Internal Medicine,FORT COLLINS,CO,"$109,571.57"
"HANNON, KRISTA L",Physical Therapist,FORT COLLINS,CO,"$109,350.42"
"FILIPOWSKI, PIOTR J",Internal Medicine,FORT COLLINS,CO,"$107,117.45"
"WALLICK, KRISTIN",Critical Care (Intensivists),FORT COLLINS,CO,"$106,736.19"
"WIRT, TIMOTHY C",Neurosurgery,FORT COLLINS,CO,"$106,605.37"
"DUNPHY, REBECCA C",Gastroenterology,FORT COLLINS,CO,"$105,709.04"
"MARTIN, DALE R",Orthopedic Surgery,FORT COLLINS,CO,"$104,669.64"
"DEMACOPOULOS, NICOLA D",Internal Medicine,FORT COLLINS,CO,"$104,323.88"
"WISNER, BENJAMIN",Urology,FORT COLLINS,CO,"$104,231.66"
"HOHOL, CATHERINE L",Physician Assistant,FORT COLLINS,CO,"$103,238.05"
"ABBEY, DAVID M",Internal Medicine,FORT COLLINS,CO,"$103,147.58"
"ANDERSON, JAMES C",Podiatry,FORT COLLINS,CO,"$102,030.49"
"JUHALA, ROBERT J",Internal Medicine,FORT COLLINS,CO,"$101,061.34"
"CONTRERAS, JAIME H",Diagnostic Radiology,FORT COLLINS,CO,"$100,198.03"
"O HALLORAN, WILLIAM D",Podiatry,FORT COLLINS,CO,"$100,112.10"
"ERIKSEN, CHRISTOPHER M",Otolaryngology,FORT COLLINS,CO,"$99,960.19"
"SANDS, ARTHUR C",Family Practice,FORT COLLINS,CO,"$99,834.91"
"DEPRIEST, KIRK L",Critical Care (Intensivists),FORT COLLINS,CO,"$99,262.65"
"ZACHEIS, DAVID H",Otolaryngology,FORT COLLINS,CO,"$97,729.27"
"WOELK, JENNIFER L",Internal Medicine,FORT COLLINS,CO,"$97,442.59"
"HATZIS, CHRISTOPHER E",Critical Care (Intensivists),FORT COLLINS,CO,"$97,235.21"
"LISELLA, GWEN H",Radiation Oncology,FORT COLLINS,CO,"$96,870.56"
"VASSAUX, CARLOS R",Pulmonary Disease,FORT COLLINS,CO,"$96,624.91"
"SHACHTMAN, WILLIAM A",Ophthalmology,FORT COLLINS,CO,"$95,906.93"
"MACK, ADAM G",Internal Medicine,FORT COLLINS,CO,"$95,816.91"
"DUNPHY, THOMAS R",Diagnostic Radiology,FORT COLLINS,CO,"$94,151.85"
"BREYER, DIANA",Critical Care (Intensivists),FORT COLLINS,CO,"$93,829.50"
"SPANNRING, MARY M",Internal Medicine,FORT COLLINS,CO,"$93,820.81"
"WOLD, STEPHEN M",Otolaryngology,FORT COLLINS,CO,"$93,735.94"
"PACINI, RICHARD J",Diagnostic Radiology,FORT COLLINS,CO,"$93,611.25"
INTERNAL MEDICINE CLINIC INC.,Clinical Laboratory,FORT COLLINS,CO,"$92,802.28"
"JOHNSON, PAUL W",Diagnostic Radiology,FORT COLLINS,CO,"$92,363.40"
"NEAGLE, MARK",Critical Care (Intensivists),FORT COLLINS,CO,"$91,936.15"
"KNEPPER, KATHERINE L",Internal Medicine,FORT COLLINS,CO,"$89,940.63"
"REIMER, CHRISTINA M",Internal Medicine,FORT COLLINS,CO,"$89,783.94"
"VANDENHOVEN, RAYMOND P",Physical Medicine and Rehabilitation,FORT COLLINS,CO,"$88,982.68"
"GERAGHTY, MICHAEL J",Diagnostic Radiology,FORT COLLINS,CO,"$87,921.37"
"BERKOWITZ, BRUCE A",Diagnostic Radiology,FORT COLLINS,CO,"$87,821.94"
"NOWAK, BONNIE E",Internal Medicine,FORT COLLINS,CO,"$87,811.74"
"DURBIN, MARK B",Orthopedic Surgery,FORT COLLINS,CO,"$87,740.65"
"ROBERTSON, MATTHEW L",Otolaryngology,FORT COLLINS,CO,"$87,524.55"
"JOHNSTON, CHRISTINE G",Internal Medicine,FORT COLLINS,CO,"$86,916.04"
"CHAMBERLAIN, SATORU T",Orthopedic Surgery,FORT COLLINS,CO,"$86,693.25"
"PESKIND, ROBERT",Infectious Disease,FORT COLLINS,CO,"$86,216.49"
"AUSTIN, WILLIAM B",Internal Medicine,FORT COLLINS,CO,"$85,409.50"
"HOWARD, PAULA",Nurse Practitioner,FORT COLLINS,CO,"$85,198.99"
"HOYT, JAMES",Critical Care (Intensivists),FORT COLLINS,CO,"$84,920.55"
"STEARS, ROBERT L",Diagnostic Radiology,FORT COLLINS,CO,"$84,555.67"
"FLORANT, TRACY H",Diagnostic Radiology,FORT COLLINS,CO,"$84,381.94"
"HESS, ERIC J",Internal Medicine,FORT COLLINS,CO,"$84,311.92"
"COLUMBUS, DAVID J",Interventional Pain Management,FORT COLLINS,CO,"$84,302.33"
"HECKER, THOMAS M",Podiatry,FORT COLLINS,CO,"$83,995.96"
"CRAVEN, WINFIELD M",Diagnostic Radiology,FORT COLLINS,CO,"$83,681.76"
"ARNOLD, PATRICK D",Ophthalmology,FORT COLLINS,CO,"$83,024.89"
"SCOTT, MIHO T",Hematology/Oncology,FORT COLLINS,CO,"$82,298.30"
"BAER, ROBERT M",Orthopedic Surgery,FORT COLLINS,CO,"$81,372.63"
"LOCKWOOD, STEPHANIE R",Family Practice,FORT COLLINS,CO,"$81,266.13"
"HENNEMANN, JEANNE M",Diagnostic Radiology,FORT COLLINS,CO,"$80,698.06"
"RESSLER, MICHAEL J",Physical Therapist,FORT COLLINS,CO,"$80,661.83"
"WIDEMAN, ERIC W",Emergency Medicine,FORT COLLINS,CO,"$79,433.26"
"WEINSTEIN, STANLEY W",Interventional Radiology,FORT COLLINS,CO,"$79,043.40"
"ROMERO, PAOLO",Hematology/Oncology,FORT COLLINS,CO,"$78,959.25"
"MARKEL, CURTIS L",Diagnostic Radiology,FORT COLLINS,CO,"$78,742.25"
"KANARD, ANNE M",Hematology/Oncology,FORT COLLINS,CO,"$78,697.43"
"SIMMONS, ROBERT A",Gastroenterology,FORT COLLINS,CO,"$78,605.09"
"DEYOUNG, DOUGLAS B",Family Practice,FORT COLLINS,CO,"$78,368.79"
"BENJAMIN, BRIAN W",Physical Therapist,FORT COLLINS,CO,"$78,295.07"
"SALIMAN, JOSHUA",Critical Care (Intensivists),FORT COLLINS,CO,"$76,747.36"
"HOUGHTON, MICHAEL J",Orthopedic Surgery,FORT COLLINS,CO,"$76,564.05"
"MARLEY, REX A",CRNA,FORT COLLINS,CO,"$76,073.47"
"LUTTRELL, JOHN M",Emergency Medicine,FORT COLLINS,CO,"$75,026.58"
"UNGER, MARK",Family Practice,FORT COLLINS,CO,"$74,581.30"
"TOWBIN, MICHAEL",Family Practice,FORT COLLINS,CO,"$74,225.53"
"CAWLEY, JOHN C",Family Practice,FORT COLLINS,CO,"$73,708.99"
"LARSON, DENNIS G",Cardiology,FORT COLLINS,CO,"$73,617.81"
"TADIKONDA, SANDHYA",Internal Medicine,FORT COLLINS,CO,"$73,577.73"
"MALLER, NANCY T",Internal Medicine,FORT COLLINS,CO,"$73,425.87"
"GUNDERSON, DEBORAH Z",Diagnostic Radiology,FORT COLLINS,CO,"$72,759.34"
"GREEN, GABRIEL E",Emergency Medicine,FORT COLLINS,CO,"$72,035.78"
"BARCLAY, CAROL F",Physical Therapist,FORT COLLINS,CO,"$71,802.54"
"PECK, STEVEN H",Diagnostic Radiology,FORT COLLINS,CO,"$71,587.23"
"SEILER, STEVEN J",Orthopedic Surgery,FORT COLLINS,CO,"$71,346.67"
"THIEMAN, WILLIAM J",Family Practice,FORT COLLINS,CO,"$70,810.22"
"OTTOLENGHI, DAVID R",Family Practice,FORT COLLINS,CO,"$69,416.80"
"HANCK, JILL L",Emergency Medicine,FORT COLLINS,CO,"$69,310.63"
"MILLS, ANDREW D",Diagnostic Radiology,FORT COLLINS,CO,"$69,112.24"
"NEPERUD, JEANNE W",CRNA,FORT COLLINS,CO,"$68,997.45"
"FLEENER, CHRISTOPHER M",Diagnostic Radiology,FORT COLLINS,CO,"$68,408.23"
"SORENSEN, MATTHEW D",Hematology/Oncology,FORT COLLINS,CO,"$67,503.67"
SURGERY CENTER OF FORT COLLINS,Ambulatory Surgical Center,FORT COLLINS,CO,"$67,010.09"
"WEISSMANN, JEFFREY R",Diagnostic Radiology,FORT COLLINS,CO,"$66,570.70"
"BODENHAMER, JOHN R",Diagnostic Radiology,FORT COLLINS,CO,"$65,756.44"
"TIPPIN, STEVEN B",Family Practice,FORT COLLINS,CO,"$64,878.86"
"OSBORN, MICHAEL D",Internal Medicine,FORT COLLINS,CO,"$64,530.80"
"GEIS, JOHN R",Diagnostic Radiology,FORT COLLINS,CO,"$64,284.58"
"OW, CATHY L",Internal Medicine,FORT COLLINS,CO,"$63,297.36"
"HENDRICK, JENNIFER M",Internal Medicine,FORT COLLINS,CO,"$63,217.11"
"MOSIMAN, ROBERT",Emergency Medicine,FORT COLLINS,CO,"$63,147.79"
"LAMPMAN, ROBERT W",Internal Medicine,FORT COLLINS,CO,"$62,522.49"
"SOLLEY, MATTHEW C",Emergency Medicine,FORT COLLINS,CO,"$61,808.92"
"SUTHERLAND, MARTHA",Clinical Psychologist,FORT COLLINS,CO,"$61,503.21"
"REGHITTO, CHARMAINE D",Internal Medicine,FORT COLLINS,CO,"$61,298.58"
"DELLOTA, KRISS L",Emergency Medicine,FORT COLLINS,CO,"$61,260.35"
"MURTHY, KRISHNA C",Allergy/Immunology,FORT COLLINS,CO,"$60,187.91"
"REICHERT, BRYAN K",Family Practice,FORT COLLINS,CO,"$59,658.80"
