Provider	Specialty	City	State / Country	Total Medicare payments
FITZGIBBONS, ROBERT E	Orthopedic Surgery	LONGMONT	CO	$119,029.79
PAVOT, PIERRE V	Neurology	LONGMONT	CO	$116,528.42
COLORADO ENDOSCOPY CENTERS, LLC	Ambulatory Surgical Center	LONGMONT	CO	$114,718.52
BAIRD, KRISTIN M	Dermatology	LONGMONT	CO	$112,724.33
GILL, EVA P	Infectious Disease	LONGMONT	CO	$105,656.87
FRETWELL, JAMES M	Family Practice	LONGMONT	CO	$105,215.75
FUESTON, JOHN C	Dermatology	LONGMONT	CO	$104,040.06
KHERA, SUKHJINDER	Internal Medicine	LONGMONT	CO	$102,602.41
VALENCIA, WARREN H	Internal Medicine	LONGMONT	CO	$101,373.77
JACOBI, RICHARD	Family Practice	LONGMONT	CO	$100,914.88
JOHNSON, DALE S	Ophthalmology	LONGMONT	CO	$100,355.64
MALCOM, TROY J	Urology	LONGMONT	CO	$96,979.39
GUTIERREZ, HILARIE J	Diagnostic Radiology	LONGMONT	CO	$96,388.87
PFEIFER, LYLE M	Family Practice	LONGMONT	CO	$95,675.03
LANDBLOM, JEROME	Family Practice	LONGMONT	CO	$93,846.75
BOSEMAN, JERALD P	Nephrology	LONGMONT	CO	$89,355.91
SHAH, NIRAV R	Orthopedic Surgery	LONGMONT	CO	$89,316.45
CAVENDER, CATHERINE E	Family Practice	LONGMONT	CO	$89,196.29
ROBINSON, IRINA	Endocrinology	LONGMONT	CO	$88,320.89
CHETHAM, STEVEN T	Gastroenterology	LONGMONT	CO	$84,883.83
DOLAN, ROBERT P	Gastroenterology	LONGMONT	CO	$83,425.88
CAGAN, LAIRD P	Internal Medicine	LONGMONT	CO	$81,986.25
CARDACI, ANNE L	Physician Assistant	LONGMONT	CO	$81,911.45
POOLE, MARY B	Internal Medicine	LONGMONT	CO	$81,588.70
FRONT RANGE ORTHOPEDIC SURGERY CENTER, LLC	Ambulatory Surgical Center	LONGMONT	CO	$81,303.28
SMITH, SAMUEL E	Orthopedic Surgery	LONGMONT	CO	$79,925.51
DELGADO, BRYANT L	Pulmonary Disease	LONGMONT	CO	$77,164.32
BUSH, MARIE	Preventive Medicine	LONGMONT	CO	$75,342.93
MAGSAMEN, KARL E	Diagnostic Radiology	LONGMONT	CO	$75,082.07
GERLACH, MATTHEW R	Orthopedic Surgery	LONGMONT	CO	$73,847.00
PATER, TIMOTHY J	Hand Surgery	LONGMONT	CO	$73,466.93
ROBINSON, TERRY E	Ophthalmology	LONGMONT	CO	$73,431.88
CAVANAUGH, KEVIN C	Otolaryngology	LONGMONT	CO	$72,828.41
MENDES, PAULA	Neurology	LONGMONT	CO	$71,790.93
KLISH, MARIE D	Radiation Oncology	LONGMONT	CO	$71,744.42
ANTON-SCHNELL, KRISTINA A	Internal Medicine	LONGMONT	CO	$71,433.60
GATOF, DAVID	Gastroenterology	LONGMONT	CO	$71,019.68
TALUSANI, SACHIN	Diagnostic Radiology	LONGMONT	CO	$68,933.72
LEONARD, CURTIS L	Orthopedic Surgery	LONGMONT	CO	$68,703.42
TANENBAUM, MARC H	Family Practice	LONGMONT	CO	$68,656.29
MOINUDDIN, SHIRAZ	Rheumatology	LONGMONT	CO	$67,718.10
THACKER, JAMES D	Interventional Pain Management	LONGMONT	CO	$66,381.41
WAHL, WILLIAM B	Diagnostic Radiology	LONGMONT	CO	$65,706.33
LEONARD, JOHN	Vascular Surgery	LONGMONT	CO	$62,653.52
DEBOOM, TODD	Pathology	LONGMONT	CO	$61,848.77
LAUGHLIN, JANELLE C	Rheumatology	LONGMONT	CO	$60,017.92
PAVOT, DAWN	Pathology	LONGMONT	CO	$59,235.87
BENSON, ERIC M	Family Practice	LONGMONT	CO	$59,107.97
HALL, JULIE K	Emergency Medicine	LONGMONT	CO	$58,773.12
ATHERTON, STACY M	Podiatry	LONGMONT	CO	$57,350.11
VICKLAND, PATRICIA	Physical Therapist	LONGMONT	CO	$54,405.46
FREUDENBURG, JAMES C	Family Practice	LONGMONT	CO	$52,831.76
HINMAN, MARK W	Family Practice	LONGMONT	CO	$52,161.45
KOLDENHOVEN, GREGG A	Orthopedic Surgery	LONGMONT	CO	$51,760.19
EMDUR, ABBY C	Otolaryngology	LONGMONT	CO	$49,438.64
LOREDO, ROSAMELIA L	Nurse Practitioner	LONGMONT	CO	$46,648.51
SMITH, WILLIAM M	Clinical Psychologist	LONGMONT	CO	$45,960.73
NOUHAN, ROBERT V	Family Practice	LONGMONT	CO	$45,723.37
RICHARDSON, JULIA	Physical Therapist	LONGMONT	CO	$45,604.65
GOODBEE, DAVID	Diagnostic Radiology	LONGMONT	CO	$45,160.46
BRETT, MATTHEW S	Family Practice	LONGMONT	CO	$44,059.17
NEKOORAD-LONG, HALEH	Psychiatry	LONGMONT	CO	$43,290.85
PEARSON, GARY	Internal Medicine	LONGMONT	CO	$42,785.42
NORWOOD, CASSANDRA L	Licensed Clinical Social Worker	LONGMONT	CO	$41,568.02
COOPER, PAUL L	Family Practice	LONGMONT	CO	$41,133.93
ROACH, SUSAN I	Family Practice	LONGMONT	CO	$41,133.24
DEWEY, DOUGLAS G	Physical Therapist	LONGMONT	CO	$40,813.43
BERG, KEVIN	General Surgery	LONGMONT	CO	$40,794.86
GUM, RYAN A	Physical Therapist	LONGMONT	CO	$40,203.54
BEREZNOFF, CRAIG M	Family Practice	LONGMONT	CO	$39,459.35
PETERSON, MICHAEL	Physical Therapist	LONGMONT	CO	$39,445.03
GUTIERREZ, HORACIO	Diagnostic Radiology	LONGMONT	CO	$38,939.79
KAFUUMA, ROLAND K	Internal Medicine	LONGMONT	CO	$38,832.37
WARNER, BRITT E	Physician Assistant	LONGMONT	CO	$37,988.00
JOSEPH, STEVEN J	Chiropractic	LONGMONT	CO	$36,704.95
GEHRS, MELINDA A	Physical Medicine and Rehabilitation	LONGMONT	CO	$36,028.43
GRGURICH, BRADLEY	Physical Therapist	LONGMONT	CO	$35,614.90
STEED, RITCHIE H	Podiatry	LONGMONT	CO	$35,577.42
OLIJNYK, IRENE	Ophthalmology	LONGMONT	CO	$32,865.78
WOLFORD, JANE L	Optometry	LONGMONT	CO	$32,157.99
KAMINSKI, JASON L	Optometry	LONGMONT	CO	$32,124.26
BASSETT, RACHEL M	Family Practice	LONGMONT	CO	$31,933.98
MILLER, DENISE M	General Surgery	LONGMONT	CO	$31,470.14
BERARDELLI, EVA A	Physical Medicine and Rehabilitation	LONGMONT	CO	$30,754.91
FAINI, MARY E	Family Practice	LONGMONT	CO	$30,551.52
COOPER, PAMELA G	Licensed Clinical Social Worker	LONGMONT	CO	$29,358.38
MADDEN, CHRISTOPHER C	Family Practice	LONGMONT	CO	$28,238.49
CHRISTIANSEN, AMMIE E	Family Practice	LONGMONT	CO	$27,947.90
NISSIM, JOSEPH J	Internal Medicine	LONGMONT	CO	$25,954.34
BLACKWOOD, CLARK	Optometry	LONGMONT	CO	$25,864.58
LEE, GARRETT B	Emergency Medicine	LONGMONT	CO	$23,357.29
BINDSEIL, RICHARD F	Anesthesiology	LONGMONT	CO	$22,690.86
FLANAGAN, CLINT	Family Practice	LONGMONT	CO	$21,921.44
LEWIS, HOLLY	Internal Medicine	LONGMONT	CO	$21,760.47
RAY, STEVEN L	Family Practice	LONGMONT	CO	$21,486.85
KIRKPATRICK, JEFFREY C	Anesthesiology	LONGMONT	CO	$21,367.81
JUGE, KIMBERLY M	Physical Therapist	LONGMONT	CO	$20,885.12
SCHMID, PETER M	Otolaryngology	LONGMONT	CO	$20,444.39
CRISPIN, MOLLY S	Physical Therapist	LONGMONT	CO	$20,433.85
ROSS, HEATHER M	Emergency Medicine	LONGMONT	CO	$20,230.47
SCHOENWALD, KARI	Physician Assistant	LONGMONT	CO	$19,963.03
GIBSON, JILL	Internal Medicine	LONGMONT	CO	$19,386.12
MUNCY, TRAVIS R	Anesthesiology	LONGMONT	CO	$19,236.84
KABAT, MARK A	Psychiatry	LONGMONT	CO	$18,761.27
GUY, REGINALD	Family Practice	LONGMONT	CO	$18,730.00
KATZ, RACHEL S	Physical Therapist	LONGMONT	CO	$18,218.02
GAMBRELL, WILLIAM M	Anesthesiology	LONGMONT	CO	$18,130.93
HARTLOVE, PETER T	Podiatry	LONGMONT	CO	$17,769.92
WEDDEL, STEPHEN J	Anesthesiology	LONGMONT	CO	$16,963.10
BACHINSKI, THOMAS L	Physician Assistant	LONGMONT	CO	$16,231.60
LARIMORE, MICHAEL L	Chiropractic	LONGMONT	CO	$16,198.27
RUSSELL, AMIE K	Physical Therapist	LONGMONT	CO	$15,975.11
FINNEGAN, PATRICK M	Obstetrics/Gynecology	LONGMONT	CO	$15,897.06
HENSLEY, KYLE A	Physical Therapist	LONGMONT	CO	$15,765.33
MARAN, LORI L	Rheumatology	LONGMONT	CO	$15,658.48
FORREST, LARRY L	Optometry	LONGMONT	CO	$15,279.09
WALGREEN CO	Mass Immunization Roster Biller	LONGMONT	CO	$15,049.86
HRYWNAK, VIRGINIA	Family Practice	LONGMONT	CO	$14,688.07
STATLEY, WESLEY E	Chiropractic	LONGMONT	CO	$14,533.69
SAINTSING, DAVID E	Emergency Medicine	LONGMONT	CO	$14,362.90
HUGHES, SIBYL	Physician Assistant	LONGMONT	CO	$14,294.44
SCHULTZ, JOHN F	Chiropractic	LONGMONT	CO	$14,092.29
PETRILLI, RALPH L	Anesthesiology	LONGMONT	CO	$14,091.67
PETERSON, SANDRA L	Psychiatry	LONGMONT	CO	$13,860.31
NELSON, BRIAN S	Obstetrics/Gynecology	LONGMONT	CO	$13,805.36
CLANCEY, DOUGLAS A	Chiropractic	LONGMONT	CO	$13,680.96
SNEDDON, WALLACE A	Anesthesiology	LONGMONT	CO	$13,436.87
FORTNER, CORWYN D	Anesthesiology	LONGMONT	CO	$13,355.16
TERKONDA, RAJ P	Otolaryngology	LONGMONT	CO	$12,604.84
FISH, EILEEN M	Nephrology	LONGMONT	CO	$12,522.45
LANE, KIM R	Obstetrics/Gynecology	LONGMONT	CO	$12,501.74
BRISSON, DOUGLAS P	Chiropractic	LONGMONT	CO	$12,441.67
SAFEWAY INC	Mass Immunization Roster Biller	LONGMONT	CO	$12,323.28
DAVIES, TERESA	Chiropractic	LONGMONT	CO	$11,394.01
EAMAN, MARY F	Physical Therapist	LONGMONT	CO	$11,219.84
KING, SPENCER	Emergency Medicine	LONGMONT	CO	$10,971.27
LEVINE, ALLISON R	Clinical Psychologist	LONGMONT	CO	$10,700.61
FRITZ, THOMAS R	Chiropractic	LONGMONT	CO	$10,670.40
SMITH, ROBERT M	Podiatry	LONGMONT	CO	$10,547.33
CONNELLY, CHE C	Chiropractic	LONGMONT	CO	$10,472.24
BRADLEY, JOHN C	Anesthesiology	LONGMONT	CO	$10,384.64
KRONE, ROBERT	Optometry	LONGMONT	CO	$10,170.83
WENTWORTH, BRENDA	Licensed Clinical Social Worker	LONGMONT	CO	$9,813.37
JENNINGS, JAMES E	Anesthesiology	LONGMONT	CO	$9,735.82
WENDT, JOHN R	Chiropractic	LONGMONT	CO	$9,616.71
POWELL, ROBERT L	General Surgery	LONGMONT	CO	$9,456.31
LONGMONT SLEEP DIAGNOSTICS INC	Independent Diagnostic Testing Facility	LONGMONT	CO	$9,148.21
SHELTON, BRENDA K	Chiropractic	LONGMONT	CO	$9,048.27
JOHNSTON, DONALD N	Chiropractic	LONGMONT	CO	$8,922.67
DILLON COMPANIES INC	Mass Immunization Roster Biller	LONGMONT	CO	$8,867.45
ELZINGA, HANS D	Family Practice	LONGMONT	CO	$8,612.93
LORA-JOHNSON, ELENA M	Physical Therapist	LONGMONT	CO	$8,503.16
JOHNSTON, DEREK D	Chiropractic	LONGMONT	CO	$8,094.03
BREITLOW, JAY D	Chiropractic	LONGMONT	CO	$7,982.58
SAFEWAY INC	Mass Immunization Roster Biller	LONGMONT	CO	$7,725.84
WALGREEN CO	Mass Immunization Roster Biller	LONGMONT	CO	$7,666.56
FINK, WILLIAM L	Psychiatry	LONGMONT	CO	$7,490.64
SAFEWAY INC	Mass Immunization Roster Biller	LONGMONT	CO	$7,402.96
KNOX, JENNIFER A	Physical Therapist	LONGMONT	CO	$7,393.91
BRODIE, AUDREY	Optometry	LONGMONT	CO	$6,779.05
CROUCH, ERIC L	Physician Assistant	LONGMONT	CO	$6,614.24
WALGREEN CO	Mass Immunization Roster Biller	LONGMONT	CO	$6,516.17
BENSON, SUSAN L	Nurse Practitioner	LONGMONT	CO	$6,255.27
