Provider,Specialty,City,State / Country,Total Medicare payments
"STARKEY, MICHAEL J",Diagnostic Radiology,COLORADO SPRINGS,CO,"$315,771.60"
SURGICAL CENTER AT PREMIER LLC,Ambulatory Surgical Center,COLORADO SPRINGS,CO,"$315,168.97"
"SWENSON, JOHN R",Podiatry,COLORADO SPRINGS,CO,"$308,790.84"
"JENSEN, SUSAN R",Cardiology,COLORADO SPRINGS,CO,"$307,674.15"
"SCHUCK, MICHAEL R",Orthopedic Surgery,COLORADO SPRINGS,CO,"$299,561.20"
"REEVES, ROBERT H",Internal Medicine,COLORADO SPRINGS,CO,"$295,521.73"
"HOCATE, PIO",Diagnostic Radiology,COLORADO SPRINGS,CO,"$294,190.13"
"CALL, DAVID M",Internal Medicine,COLORADO SPRINGS,CO,"$292,774.10"
"MYERS, STEVEN R",Orthopedic Surgery,COLORADO SPRINGS,CO,"$286,000.93"
"YASSA, EMAD",Physical Therapist,COLORADO SPRINGS,CO,"$284,315.72"
"GLASS, JAMES M",Cardiology,COLORADO SPRINGS,CO,"$281,520.88"
"ASLESON, RUSSELL J",Diagnostic Radiology,COLORADO SPRINGS,CO,"$271,747.30"
"HOR, KEM S",Gastroenterology,COLORADO SPRINGS,CO,"$261,116.34"
"SARTORI, CHRISTOPHER R",Dermatology,COLORADO SPRINGS,CO,"$259,724.60"
"PATEL, BHAKTASHARAN C",Gastroenterology,COLORADO SPRINGS,CO,"$259,530.29"
"BEE, JAMES M",Orthopedic Surgery,COLORADO SPRINGS,CO,"$259,299.47"
"CREPPS, JOSEPH T",Vascular Surgery,COLORADO SPRINGS,CO,"$258,458.99"
"TURNER, MICHAEL B",Dermatology,COLORADO SPRINGS,CO,"$257,155.07"
"ROSENBAUM, DAVID A",Cardiology,COLORADO SPRINGS,CO,"$251,267.29"
"JOHNSON, RONALD A",Dermatology,COLORADO SPRINGS,CO,"$251,003.26"
"SPERBER, BRIAN R",Dermatology,COLORADO SPRINGS,CO,"$250,896.75"
"STRICKLING, WILLIAM",Family Practice,COLORADO SPRINGS,CO,"$250,690.86"
"PEDDADA, ANUJ V",Radiation Oncology,COLORADO SPRINGS,CO,"$249,217.07"
"WINANS, ROBERT E",Geriatric Medicine,COLORADO SPRINGS,CO,"$248,724.58"
"MEDIAVILLA, LAURIE M",Physician Assistant,COLORADO SPRINGS,CO,"$244,046.61"
"SEAGRAVES, MARY A",Vascular Surgery,COLORADO SPRINGS,CO,"$242,123.90"
"MIKAELIAN, BRADLEY J",Cardiology,COLORADO SPRINGS,CO,"$240,540.50"
"SWEENEY, JAMES P",Diagnostic Radiology,COLORADO SPRINGS,CO,"$239,296.05"
"PURCELL, DEREK B",Orthopedic Surgery,COLORADO SPRINGS,CO,"$235,926.54"
"BABCOCK, MICHAEL J",Dermatology,COLORADO SPRINGS,CO,"$234,701.29"
"CURRY, KEN L",Cardiac Electrophysiology,COLORADO SPRINGS,CO,"$234,576.21"
"ASCENT SURGERY CENTER, LLC",Ambulatory Surgical Center,COLORADO SPRINGS,CO,"$233,254.20"
"WYATT, JOHN M",Physical Medicine and Rehabilitation,COLORADO SPRINGS,CO,"$231,800.85"
"FOERSTER, ROBERT J",Ophthalmology,COLORADO SPRINGS,CO,"$229,869.45"
"FEIGN, MICHAEL E",Orthopedic Surgery,COLORADO SPRINGS,CO,"$229,300.20"
"LEPPARD, KATHARINE J",Physical Medicine and Rehabilitation,COLORADO SPRINGS,CO,"$227,719.54"
"SHAFII, ABBASS",Gastroenterology,COLORADO SPRINGS,CO,"$227,409.66"
"OLVEY, STUART K",Internal Medicine,COLORADO SPRINGS,CO,"$226,973.52"
"MCDONALD, THOMAS D",Neurology,COLORADO SPRINGS,CO,"$226,504.42"
"SAYERS, MICHAEL E",Rheumatology,COLORADO SPRINGS,CO,"$226,260.20"
"TROOKMAN, NATHAN S",Dermatology,COLORADO SPRINGS,CO,"$224,681.73"
"BJORK, RANDALL J",Neurology,COLORADO SPRINGS,CO,"$222,693.76"
"SELAGAMSETTY, MUNNI R",Internal Medicine,COLORADO SPRINGS,CO,"$220,024.03"
"DEVAULT, GEORGE A",Nephrology,COLORADO SPRINGS,CO,"$213,917.56"
"PAK, JOHN H",Orthopedic Surgery,COLORADO SPRINGS,CO,"$212,855.83"
"KIM, JOSEPH H",Internal Medicine,COLORADO SPRINGS,CO,"$212,549.66"
"PELTON, RONALD W",Ophthalmology,COLORADO SPRINGS,CO,"$211,819.22"
"FRONT RANGE ENDOSCOPY CENTERS, LLC",Ambulatory Surgical Center,COLORADO SPRINGS,CO,"$210,000.06"
"SZUSZCZEWICZ, EDWARD S",Orthopedic Surgery,COLORADO SPRINGS,CO,"$209,857.66"
"SPEES, ROBERT K",Internal Medicine,COLORADO SPRINGS,CO,"$209,134.51"
"SHAEFFER, DOUGLAS R",Diagnostic Radiology,COLORADO SPRINGS,CO,"$208,534.24"
"MEINIG, RICHARD P",Orthopedic Surgery,COLORADO SPRINGS,CO,"$205,946.47"
"COLE, CHRISTOPHER R",Cardiology,COLORADO SPRINGS,CO,"$205,356.33"
"HEGARTY, JOSEPH L",Otolaryngology,COLORADO SPRINGS,CO,"$204,015.16"
"BROOKMEYER, PETER R",Infectious Disease,COLORADO SPRINGS,CO,"$203,265.71"
"KINSMAN, JAMES M",Internal Medicine,COLORADO SPRINGS,CO,"$197,255.16"
"STOCKELMAN, RICHARD E",Orthopedic Surgery,COLORADO SPRINGS,CO,"$197,199.03"
"JENKS, JEFFREY P",Physical Medicine and Rehabilitation,COLORADO SPRINGS,CO,"$194,856.85"
"LACHANCE, KRISTEN A",Diagnostic Radiology,COLORADO SPRINGS,CO,"$194,803.31"
"KIM, CHRIS Y",Cardiology,COLORADO SPRINGS,CO,"$193,985.77"
"JEPSON, ERIC K",Orthopedic Surgery,COLORADO SPRINGS,CO,"$193,733.29"
"WEIDMAN, ERIC R",Diagnostic Radiology,COLORADO SPRINGS,CO,"$192,486.28"
"MILLER, PATRICK A",Internal Medicine,COLORADO SPRINGS,CO,"$191,413.51"
"WHALEY, KEVIN L",Dermatology,COLORADO SPRINGS,CO,"$190,125.51"
"DULANEY, KIMBERLY L",Cardiology,COLORADO SPRINGS,CO,"$189,584.27"
"NATH, SUNIL",Cardiology,COLORADO SPRINGS,CO,"$187,458.54"
"FLAXENBURG, JESSE A",Nephrology,COLORADO SPRINGS,CO,"$186,356.70"
"FOX, STEPHEN D",Nephrology,COLORADO SPRINGS,CO,"$186,075.59"
"MALLORY, ROGER L",Nephrology,COLORADO SPRINGS,CO,"$183,488.91"
"BHATTI, SANA U",Neurosurgery,COLORADO SPRINGS,CO,"$183,423.69"
"FERGUSON, JEFFREY K",Urology,COLORADO SPRINGS,CO,"$183,177.50"
"WASKOW, STEVEN B",Orthopedic Surgery,COLORADO SPRINGS,CO,"$181,690.14"
"DUFFEY, JAMES P",Orthopedic Surgery,COLORADO SPRINGS,CO,"$181,322.33"
"SPANGLER, MICHAEL W",Internal Medicine,COLORADO SPRINGS,CO,"$180,879.28"
"BARBER, MICHAEL J",Cardiology,COLORADO SPRINGS,CO,"$179,898.43"
"SIMPFENDORFER, CHRISTIAN M",Cardiology,COLORADO SPRINGS,CO,"$178,607.85"
"MATTHEWS, DAVID S",Orthopedic Surgery,COLORADO SPRINGS,CO,"$177,358.06"
"JENSEN, STEVEN P",Diagnostic Radiology,COLORADO SPRINGS,CO,"$177,235.05"
"PITMAN, WILLIAM M",Diagnostic Radiology,COLORADO SPRINGS,CO,"$177,082.39"
"MONROE, ALAN T",Radiation Oncology,COLORADO SPRINGS,CO,"$176,395.65"
"HAINGE, FREDERICK W",Podiatry,COLORADO SPRINGS,CO,"$176,175.05"
"HOCKENSMITH, MELINDA L",Nephrology,COLORADO SPRINGS,CO,"$174,630.56"
"JALOWIEC, DEBORAH",Cardiology,COLORADO SPRINGS,CO,"$174,435.83"
"EVANS, RICHARD O",Family Practice,COLORADO SPRINGS,CO,"$173,286.12"
"RIDINGS, JANE W",Radiation Oncology,COLORADO SPRINGS,CO,"$172,914.92"
"MITCHELL, ORDERIA F",Orthopedic Surgery,COLORADO SPRINGS,CO,"$172,293.70"
"LINSKY, RUSSELL",Cardiology,COLORADO SPRINGS,CO,"$172,116.74"
"NICKLIN-TOBIN, ALLISON C",Physical Therapist,COLORADO SPRINGS,CO,"$170,922.61"
"MOHNSSEN, STEVEN",Pulmonary Disease,COLORADO SPRINGS,CO,"$170,719.90"
"RUGGLES, CHARLES W",Dermatology,COLORADO SPRINGS,CO,"$170,097.17"
"STRINGER, THEODORE L",Orthopedic Surgery,COLORADO SPRINGS,CO,"$169,545.37"
"KOURY, JACKI L",Physical Therapist,COLORADO SPRINGS,CO,"$169,076.43"
"ELLIAS, ANDREW R",Internal Medicine,COLORADO SPRINGS,CO,"$168,735.06"
"CHAMBERS, WILLIAM C",General Surgery,COLORADO SPRINGS,CO,"$167,412.04"
"SHERMAN, JONATHAN A",Cardiology,COLORADO SPRINGS,CO,"$167,375.49"
"SNIDER, JON F",Diagnostic Radiology,COLORADO SPRINGS,CO,"$165,590.09"
"YUAN, BRAD H",Nephrology,COLORADO SPRINGS,CO,"$163,834.25"
"HURLBERT, SCOTT N",Vascular Surgery,COLORADO SPRINGS,CO,"$163,474.75"
"GROTH, BRYAN A",Podiatry,COLORADO SPRINGS,CO,"$162,124.03"
"TANNER, ANDREW S",Radiation Oncology,COLORADO SPRINGS,CO,"$160,962.24"
"RUMMEL, TIMOTHY",Pulmonary Disease,COLORADO SPRINGS,CO,"$160,834.80"
"BIGGERS, ROBERT D",Urology,COLORADO SPRINGS,CO,"$160,290.13"
"MOORE, NICHOLAS J",Diagnostic Radiology,COLORADO SPRINGS,CO,"$160,199.59"
"DAVALOS, JORGE",Cardiology,COLORADO SPRINGS,CO,"$159,195.54"
"ZIEGLER, LAURA A",Family Practice,COLORADO SPRINGS,CO,"$159,118.56"
"GATES, ROBERT H",Infectious Disease,COLORADO SPRINGS,CO,"$158,906.20"
"NATHAN, ROBERT A",Allergy/Immunology,COLORADO SPRINGS,CO,"$158,781.74"
"MARSHALL, SHERON B",Ophthalmology,COLORADO SPRINGS,CO,"$158,755.63"
"CARLSON, GREGORY",Vascular Surgery,COLORADO SPRINGS,CO,"$158,605.56"
"LIMBIRD, KEITH G",Diagnostic Radiology,COLORADO SPRINGS,CO,"$158,249.24"
"TULIN, CHRISTOPHER N",Cardiology,COLORADO SPRINGS,CO,"$158,176.53"
"KISSELL, LAURA C",Vascular Surgery,COLORADO SPRINGS,CO,"$157,794.30"
"SUCKLING, BRUCE",Pulmonary Disease,COLORADO SPRINGS,CO,"$156,981.76"
"NEWCOMER, JOHN A",Pulmonary Disease,COLORADO SPRINGS,CO,"$156,742.64"
"ROYCE, RONALD O",Orthopedic Surgery,COLORADO SPRINGS,CO,"$154,093.54"
"MEISTER, THOMAS E",Gastroenterology,COLORADO SPRINGS,CO,"$153,765.39"
"HAMSTRA, GERALD A",Family Practice,COLORADO SPRINGS,CO,"$152,975.40"
"SOLANO, ROYCE",Internal Medicine,COLORADO SPRINGS,CO,"$152,421.80"
"PIEDAD, SAMUEL A",Internal Medicine,COLORADO SPRINGS,CO,"$152,296.05"
"DAVIDSON, ALLAN",Pulmonary Disease,COLORADO SPRINGS,CO,"$151,730.12"
"SUNDERHAUS-COLLINS, CHANDRA",Physical Medicine and Rehabilitation,COLORADO SPRINGS,CO,"$151,575.68"
"HACKENBERG, THOMAS A",Infectious Disease,COLORADO SPRINGS,CO,"$151,503.16"
"BRODIE, STEVEN K",Internal Medicine,COLORADO SPRINGS,CO,"$151,374.31"
"BERGESON, DEREK S",Diagnostic Radiology,COLORADO SPRINGS,CO,"$150,960.86"
"RUFF, GREGORY A",Pulmonary Disease,COLORADO SPRINGS,CO,"$150,125.41"
"GREENBERG, DAVID I",Cardiology,COLORADO SPRINGS,CO,"$149,923.49"
"COOK, MARK R",Nephrology,COLORADO SPRINGS,CO,"$148,157.57"
"NWEKE, GRACE N",Internal Medicine,COLORADO SPRINGS,CO,"$147,969.09"
"KLEINER, ELIZABETH A",Infectious Disease,COLORADO SPRINGS,CO,"$147,455.50"
"METZ, BRIAN K",Cardiology,COLORADO SPRINGS,CO,"$147,317.43"
"DAVIS, DAVID A",Ophthalmology,COLORADO SPRINGS,CO,"$147,107.47"
"ZABLE, BRIAN E",Geriatric Medicine,COLORADO SPRINGS,CO,"$147,087.00"
"MCCOY, JAMES A",Dermatology,COLORADO SPRINGS,CO,"$146,531.66"
"OLSOVSKY, MARY R",Cardiac Electrophysiology,COLORADO SPRINGS,CO,"$145,994.21"
"TAYLOR, PAMELA A",Cardiology,COLORADO SPRINGS,CO,"$144,737.77"
"DAVIS, BRADLEY J",Neurology,COLORADO SPRINGS,CO,"$144,716.71"
DIGESTIVE DISEASE ENDOSCOPY CENTER,Ambulatory Surgical Center,COLORADO SPRINGS,CO,"$143,961.19"
"WETZIG, CARL K",Ophthalmology,COLORADO SPRINGS,CO,"$142,619.60"
"COONS, BENJAMIN",Urology,COLORADO SPRINGS,CO,"$141,602.43"
"SPEER, JOHN",Internal Medicine,COLORADO SPRINGS,CO,"$141,338.36"
"CRISSEY, MICHAEL",Urology,COLORADO SPRINGS,CO,"$141,305.99"
"MCCAIG, CAMERON S",Internal Medicine,COLORADO SPRINGS,CO,"$141,146.43"
