Provider	Specialty	City	State / Country	Total Medicare payments
MANDAGERE, KELLY A	Endocrinology	LOUISVILLE	CO	$27,315.60
SULLIVAN, LISA J	Podiatry	LOUISVILLE	CO	$27,104.03
DAVIS, ALEXIS L	Nurse Practitioner	LOUISVILLE	CO	$26,731.58
OAKES, MARIA REGINA F	Emergency Medicine	LOUISVILLE	CO	$26,436.53
HSIN, JOSEPH	General Surgery	LOUISVILLE	CO	$26,066.04
ABRAMS, PAMELA R	Family Practice	LOUISVILLE	CO	$25,265.35
QUINLISK, ERNIE	Physical Therapist	LOUISVILLE	CO	$22,548.03
WEST, JON C	Physical Therapist	LOUISVILLE	CO	$21,032.91
PADDOCK, JULIE F	Family Practice	LOUISVILLE	CO	$19,989.68
IACOFANO, LISA A	Internal Medicine	LOUISVILLE	CO	$19,778.58
VANEPPS, DENISE	Physical Therapist	LOUISVILLE	CO	$18,977.94
MANN, THOMAS A	Orthopedic Surgery	LOUISVILLE	CO	$18,673.88
DREW, CHRISTOPHER	Psychiatry	LOUISVILLE	CO	$18,627.71
LYONS, CAMERON S	Physical Therapist	LOUISVILLE	CO	$18,435.02
BIERBRAUER, DAVID M	Orthopedic Surgery	LOUISVILLE	CO	$17,733.77
OCEL, DANIEL L	Orthopedic Surgery	LOUISVILLE	CO	$17,171.38
LAFERRIERE, HEATHER	Physical Therapist	LOUISVILLE	CO	$16,946.37
WILLS, RICHARD B	Internal Medicine	LOUISVILLE	CO	$16,690.22
PETRAK-RON, BETTY A	Allergy/Immunology	LOUISVILLE	CO	$16,105.51
LEIBOVITZ, ROSS M	General Surgery	LOUISVILLE	CO	$15,435.39
RENTSCHLER, LINDSEY M	Endocrinology	LOUISVILLE	CO	$15,147.90
QUANE, ERIKA	Physician Assistant	LOUISVILLE	CO	$14,501.50
BULMAHN, LORA L	Family Practice	LOUISVILLE	CO	$13,416.66
RUSH, BRIAN E	Physician Assistant	LOUISVILLE	CO	$12,392.38
FAHS, CHRISTOPHER	Physical Therapist	LOUISVILLE	CO	$11,590.58
WYNETT, JANA	Family Practice	LOUISVILLE	CO	$11,431.70
YOON, ELIZABETH J	Nurse Practitioner	LOUISVILLE	CO	$10,294.02
MILLER, DAVID E	Psychiatry	LOUISVILLE	CO	$9,566.56
BLUE, SUSAN D	Physical Therapist	LOUISVILLE	CO	$9,096.90
MILLER, STEVEN P	Psychiatry	LOUISVILLE	CO	$8,856.81
ELLIS, LARISSA	Physical Therapist	LOUISVILLE	CO	$8,473.01
KIEREIN, REBECCA	Family Practice	LOUISVILLE	CO	$8,400.20
STOLL, EDWARD J	Orthopedic Surgery	LOUISVILLE	CO	$7,171.57
WALGREEN CO	Mass Immunization Roster Biller	LOUISVILLE	CO	$6,493.64
LAPERRIERE, DANIEL C	Family Practice	LOUISVILLE	CO	$5,993.38
NAWROCKI, CHARLES P	CRNA	LOUISVILLE	CO	$5,657.26
DILLON COMPANIES INC	Mass Immunization Roster Biller	LOUISVILLE	CO	$5,115.69
ACHTERMANN, KAREN	Chiropractic	LOUISVILLE	CO	$4,480.36
NAVARRO, KACEY C	Nurse Practitioner	LOUISVILLE	CO	$4,038.00
BONDAROVICH, JAMES A	Chiropractic	LOUISVILLE	CO	$3,712.69
MCDONALD, WENDY P	CRNA	LOUISVILLE	CO	$3,612.51
AUSTIN, PAUL D	Chiropractic	LOUISVILLE	CO	$3,526.22
MEAD, DAINA	Family Practice	LOUISVILLE	CO	$3,519.84
MILKAVICH, AMY K	Clinical Psychologist	LOUISVILLE	CO	$3,518.78
RIGGS, IRA D	Chiropractic	LOUISVILLE	CO	$2,963.53
NOTEBOOM, KURT D	Physician Assistant	LOUISVILLE	CO	$2,894.39
VODDER, SUSAN M	Physical Therapist	LOUISVILLE	CO	$2,413.80
GRAHAM, LEE A	CRNA	LOUISVILLE	CO	$2,010.00
LINSLEY, PETER J	CRNA	LOUISVILLE	CO	$1,691.29
MORAN, ELIZABETH T	Physician Assistant	LOUISVILLE	CO	$1,670.05
JEUNG, EDWIN	Optometry	LOUISVILLE	CO	$1,562.46
CHRISTENSEN, CAROLE	Obstetrics/Gynecology	LOUISVILLE	CO	$1,425.16
JOHS, STEPHEN M	General Surgery	LOUISVILLE	CO	$1,401.01
JOHNSON, ROY D	CRNA	LOUISVILLE	CO	$1,156.49
ROBERTSON, ELIZABETH	Physical Therapist	LOUISVILLE	CO	$1,111.18
MINARY, DEBRA	Nurse Practitioner	LOUISVILLE	CO	$381.48
