Provider,Specialty,City,State / Country,Total Medicare payments
"AULT, KRISTA L",Family Practice,WESTMINSTER,CO,"$11,069.53"
"BACH, IAN S",Family Practice,WESTMINSTER,CO,"$10,994.40"
"HASTIE, LISA",Family Practice,WESTMINSTER,CO,"$10,993.08"
"KLOOR, RANDALL L",Chiropractic,WESTMINSTER,CO,"$10,915.30"
"STEELE, PETER P",Internal Medicine,WESTMINSTER,CO,"$10,909.48"
"WAGNER, ROBERT H",Optometry,WESTMINSTER,CO,"$10,627.78"
"SCHULZ, ANDREW P",Family Practice,WESTMINSTER,CO,"$10,607.83"
"BRINKMAN, REBECCA A",Chiropractic,WESTMINSTER,CO,"$10,295.97"
"MALMGREN, MICHAEL L",Physician Assistant,WESTMINSTER,CO,"$9,515.09"
WALGREEN CO,Mass Immunization Roster Biller,WESTMINSTER,CO,"$8,220.11"
"LI, MARLANA M",Family Practice,WESTMINSTER,CO,"$8,017.59"
"FARBER, KIMBERLY M",Nurse Practitioner,WESTMINSTER,CO,"$7,781.99"
DILLON COMPANIES INC,Mass Immunization Roster Biller,WESTMINSTER,CO,"$7,711.07"
"NELSON, CHRISTINA D",Family Practice,WESTMINSTER,CO,"$7,239.59"
"EMERY, KENDRA",Family Practice,WESTMINSTER,CO,"$7,160.30"
"BATES, KEVIN",Chiropractic,WESTMINSTER,CO,"$7,150.83"
"GLENN T. KIMATA M.D., P.C.",Multispecialty Clinic/Group Practice,WESTMINSTER,CO,"$7,076.31"
"BENNETT, JOYCE R",Physical Therapist,WESTMINSTER,CO,"$5,791.01"
"HERNANDEZ, DENISE",Psychiatry,WESTMINSTER,CO,"$5,614.03"
"WILSON, JEROMY G",Physician Assistant,WESTMINSTER,CO,"$5,456.85"
"MAXFIELD, STACEY L",Chiropractic,WESTMINSTER,CO,"$5,264.32"
"TROSCLAIR, JUSTIN M",Chiropractic,WESTMINSTER,CO,"$5,231.51"
"FEIGER, JENNIE W",Physician Assistant,WESTMINSTER,CO,"$5,170.12"
SAFEWAY INC,Mass Immunization Roster Biller,WESTMINSTER,CO,"$4,924.29"
WALGREEN CO,Mass Immunization Roster Biller,WESTMINSTER,CO,"$4,626.82"
"HILBURN, JEFFREY W",Physician Assistant,WESTMINSTER,CO,"$4,178.28"
SAFEWAY INC,Mass Immunization Roster Biller,WESTMINSTER,CO,"$3,932.44"
"VOPAT, EDWARD P",Physician Assistant,WESTMINSTER,CO,"$3,496.74"
"BANKA, ERIKA L",Physician Assistant,WESTMINSTER,CO,"$3,463.23"
"CARLSON, LINDA",Optometry,WESTMINSTER,CO,"$3,181.48"
"MYERS, KIMBERLY S",Family Practice,WESTMINSTER,CO,"$2,980.90"
"LANGER, ANN",Nurse Practitioner,WESTMINSTER,CO,"$2,923.31"
"ROSE, MARCY",Optometry,WESTMINSTER,CO,"$2,591.98"
"NEWMAN, HEATHER A",Psychiatry,WESTMINSTER,CO,"$2,102.35"
"BEST, CHRISTINE M",Optometry,WESTMINSTER,CO,"$1,886.58"
"O'KEEFE, KELLY M",Family Practice,WESTMINSTER,CO,"$1,798.80"
"ROBINSON, JODY",Psychiatry,WESTMINSTER,CO,"$1,571.08"
TARGET CORPORATION AND SUBSIDIARIES,Mass Immunization Roster Biller,WESTMINSTER,CO,"$1,449.21"
"COOPER, JENNIFER L",Obstetrics/Gynecology,WESTMINSTER,CO,"$1,436.59"
WALGREEN CO,Mass Immunization Roster Biller,WESTMINSTER,CO,"$1,370.82"
DILLON COMPANIES INC,Mass Immunization Roster Biller,WESTMINSTER,CO,"$1,318.00"
"USELDING, JUSTINE M",Clinical Psychologist,WESTMINSTER,CO,"$1,277.16"
COSTCO WHOLESALE CORPORATION,Mass Immunization Roster Biller,WESTMINSTER,CO,"$1,275.14"
"MILLER, SUSAN E",Optometry,WESTMINSTER,CO,"$1,200.97"
KAISER FOUNDATION HEALTH PLAN OF CO,Clinical Laboratory,WESTMINSTER,CO,$990.37
"PATEL, ANITA V",Optometry,WESTMINSTER,CO,$900.07
TARGET CORPORATION AND SUBSIDIARIES,Mass Immunization Roster Biller,WESTMINSTER,CO,$770.46
SAFEWAY INC,Mass Immunization Roster Biller,WESTMINSTER,CO,$716.56
KAISER FOUNDATION HEALTH PLAN OF CO,Clinical Laboratory,WESTMINSTER,CO,$399.00
"LE, DIEN T",Optometry,WESTMINSTER,CO,$235.32
"TRIGGS, GREGG K",Family Practice,WESTMINSTER,CO,$45.00
