Provider,Specialty,City,State / Country,Total Medicare payments
"YEH, ERIC M",Obstetrics/Gynecology,LOVELAND,CO,"$21,649.96"
PROFESSIONAL PHARMACY SERVICES,Mass Immunization Roster Biller,LOVELAND,CO,"$21,452.92"
"JONES, CHRISTOPHER E",Internal Medicine,LOVELAND,CO,"$21,337.66"
"REEVES, AMY L",Chiropractic,LOVELAND,CO,"$20,668.81"
"FIRESTEIN, BETH A",Clinical Psychologist,LOVELAND,CO,"$20,414.25"
"BANFORD, DAVID M",Optometry,LOVELAND,CO,"$20,373.46"
"SCOTT, TRENTON",Chiropractic,LOVELAND,CO,"$20,243.47"
"LOEB, MARK H",Family Practice,LOVELAND,CO,"$20,147.56"
"SHOTTS, BRUCE L",Chiropractic,LOVELAND,CO,"$19,377.76"
"RISENHOOVER, EDWIN D",Family Practice,LOVELAND,CO,"$19,019.28"
"METZLER, MICHAEL H",General Surgery,LOVELAND,CO,"$18,460.63"
"BECK, SUSAN M",Family Practice,LOVELAND,CO,"$18,327.66"
"SCHMIDOVA, KARIN",General Surgery,LOVELAND,CO,"$18,247.34"
"PATRICK, AMY N",Physician Assistant,LOVELAND,CO,"$16,921.22"
"MACK, JULIE",Clinical Psychologist,LOVELAND,CO,"$16,740.55"
"SCOTT, JULIE A",Chiropractic,LOVELAND,CO,"$16,643.26"
"HONEA, JOYCE C",Nurse Practitioner,LOVELAND,CO,"$16,449.85"
"LEVINE, PAMELA L",Family Practice,LOVELAND,CO,"$16,350.32"
"HOLM-JOHANSEN, BECKY E",Chiropractic,LOVELAND,CO,"$16,163.61"
"OTT, CHRISTIANA",Physical Therapist,LOVELAND,CO,"$15,699.16"
"DEPPERSCHMIDT, CRAIG D",Physical Therapist,LOVELAND,CO,"$15,687.73"
"BROWNE, DEBORAH J",Physician Assistant,LOVELAND,CO,"$15,385.01"
"COLLINS, JEROME S",General Surgery,LOVELAND,CO,"$14,883.47"
"KEELER, BRADFORD R",General Surgery,LOVELAND,CO,"$14,784.16"
"ENGLERT, THOMAS L",Obstetrics/Gynecology,LOVELAND,CO,"$14,352.33"
"MILANO, WILLIAM J",Family Practice,LOVELAND,CO,"$14,297.77"
"MERCER, JEANNETTE Y",Family Practice,LOVELAND,CO,"$13,943.93"
"STRAUB, WILLIAM C",Optometry,LOVELAND,CO,"$13,859.38"
"HEINERT, NIKKI",Occupational therapist,LOVELAND,CO,"$13,681.95"
"STRAUMANIS, ERIC J",Psychiatry,LOVELAND,CO,"$13,658.45"
"HULME, ROGER A",Optometry,LOVELAND,CO,"$13,611.49"
"OSIUS, TIMOTHY L",Optometry,LOVELAND,CO,"$13,328.60"
"SMIDDY, JENNIFER",Physical Therapist,LOVELAND,CO,"$13,218.10"
WALGREEN CO,Mass Immunization Roster Biller,LOVELAND,CO,"$13,199.92"
"KASENBERG, THOMAS P",General Practice,LOVELAND,CO,"$12,980.19"
"HARTLEY, FRANK A",CRNA,LOVELAND,CO,"$12,953.25"
"WEISSMANN, COLLEEN A",Internal Medicine,LOVELAND,CO,"$12,944.35"
"HINMAN, MARY T",Nurse Practitioner,LOVELAND,CO,"$12,647.95"
"GERARDY, SCOTT A",CRNA,LOVELAND,CO,"$12,514.84"
"WEIGEL, VIRGINIA A",Clinical Psychologist,LOVELAND,CO,"$12,317.86"
"MCINTOSH, DERIC",Family Practice,LOVELAND,CO,"$12,074.86"
"VUXINIC MARTIN, JULIE",Physical Therapist,LOVELAND,CO,"$11,845.12"
"HUNEYCUTT, STEVEN G",Family Practice,LOVELAND,CO,"$11,746.17"
"TUSKEN, RHETT R",Chiropractic,LOVELAND,CO,"$11,582.14"
"BAILEY, SHARON L",Nurse Practitioner,LOVELAND,CO,"$11,565.28"
"GIANSIRACUSA, RICHARD F",Cardiology,LOVELAND,CO,"$11,413.34"
"GRISSOM, JASON P",Physical Therapist,LOVELAND,CO,"$11,283.06"
WALGREEN CO,Mass Immunization Roster Biller,LOVELAND,CO,"$11,240.19"
"SMITH, CARLA I",Chiropractic,LOVELAND,CO,"$10,872.39"
"PALOMARES, VICTOR",Physician Assistant,LOVELAND,CO,"$10,700.91"
WALGREEN CO,Mass Immunization Roster Biller,LOVELAND,CO,"$10,630.59"
"THOMAS FOX, JENNIFER",Nurse Practitioner,LOVELAND,CO,"$10,567.75"
"SHEPPARD-MADDEN, DENA S",Family Practice,LOVELAND,CO,"$10,306.32"
"RANDA, KERRY L",Chiropractic,LOVELAND,CO,"$10,298.78"
DILLON COMPANIES INC,Mass Immunization Roster Biller,LOVELAND,CO,"$10,154.00"
"OLSEN, KATHRYN L",Physician Assistant,LOVELAND,CO,"$9,434.47"
"BATALDEN, MARGARET",Physical Therapist,LOVELAND,CO,"$9,381.35"
"CALLENDER, JOY L",Physician Assistant,LOVELAND,CO,"$9,376.94"
"MCCLELLAN, MARY M",CRNA,LOVELAND,CO,"$9,044.03"
"PETERSON, MENDY M",Physician Assistant,LOVELAND,CO,"$9,032.71"
"KRUGMAN, RONALD E",Chiropractic,LOVELAND,CO,"$9,009.07"
"COBERLY, GUY",Chiropractic,LOVELAND,CO,"$8,991.11"
"FRYER, JEFFREY R",CRNA,LOVELAND,CO,"$8,853.16"
"SCHULTE, JOHN G",Psychiatry,LOVELAND,CO,"$8,775.82"
"WRIGHT, TARA L",Occupational therapist,LOVELAND,CO,"$8,728.34"
"FJELSTROM, DEBORAH J",Licensed Clinical Social Worker,LOVELAND,CO,"$8,698.90"
"DILLON, SUE C",Family Practice,LOVELAND,CO,"$8,541.15"
"LUTHER, JEFFREY W",Optometry,LOVELAND,CO,"$8,531.89"
"NAZMI, MEHRNOUSH",Physician Assistant,LOVELAND,CO,"$8,480.03"
SAFEWAY INC,Mass Immunization Roster Biller,LOVELAND,CO,"$8,327.28"
"SMITH, JOHN A",Chiropractic,LOVELAND,CO,"$8,131.44"
"MILLER, JASON A",Physical Therapist,LOVELAND,CO,"$8,102.20"
"LLOYD, ALAN W",Anesthesiology,LOVELAND,CO,"$7,787.54"
"MUSGRAVE, ADAM R",Physician Assistant,LOVELAND,CO,"$7,197.22"
"VALIN, JAMES P",Internal Medicine,LOVELAND,CO,"$7,009.75"
"CLINGENPEEL, MICHELE L",Family Practice,LOVELAND,CO,"$6,955.06"
WALGREEN CO,Mass Immunization Roster Biller,LOVELAND,CO,"$6,878.22"
"FOX, JUDITH B",Emergency Medicine,LOVELAND,CO,"$6,531.44"
"LASSITER, KYLE",Physical Therapist,LOVELAND,CO,"$6,492.09"
"HALL, BRANDON D",Chiropractic,LOVELAND,CO,"$6,057.95"
"BERESFORD, KAEA N",Obstetrics/Gynecology,LOVELAND,CO,"$6,017.66"
"MONTES, SHARON D",Emergency Medicine,LOVELAND,CO,"$5,943.23"
"VITALE, ANGELA T",Chiropractic,LOVELAND,CO,"$5,677.58"
"MORTELLITE, KELLY",Physical Therapist,LOVELAND,CO,"$5,629.19"
"VON NIEDA, HEIDI A",Certified Nurse Midwife,LOVELAND,CO,"$5,624.13"
