Provider,Specialty,City,State / Country,Total Medicare payments
"PAPADEAS, GREGORY G",Dermatology,AURORA,CO,"$170,476.78"
"STOLCIS, KATHERINE M",Physician Assistant,AURORA,CO,"$169,927.43"
"PAUCKOVA, JARMILA",Internal Medicine,AURORA,CO,"$168,300.81"
"PROPP, JOHN G",Cardiac Surgery,AURORA,CO,"$167,826.75"
"VIJAY, NAMPALLI K",Cardiology,AURORA,CO,"$166,920.97"
"JANTZ, RICHARD D",Cardiology,AURORA,CO,"$166,849.13"
"WAHL, MICHAEL R",Cardiology,AURORA,CO,"$164,678.78"
"FRANTZ, SHIRLEY J",Internal Medicine,AURORA,CO,"$164,459.59"
"MANDAVA, NARESH",Ophthalmology,AURORA,CO,"$162,730.84"
"RAINWATER, JOSEPH O",Cardiology,AURORA,CO,"$162,656.76"
"WELCH, ERIN",Dermatology,AURORA,CO,"$160,381.00"
"KAN DI KI, LLC",Portable X-ray,AURORA,CO,"$155,204.93"
"BURCHAM, JAMES R",Ophthalmology,AURORA,CO,"$155,040.65"
"SAKIEWICZ, PAUL G",Nephrology,AURORA,CO,"$154,462.91"
"KAHOOK, MALIK",Ophthalmology,AURORA,CO,"$152,760.92"
"WHITE, CYNTHIA S",Physician Assistant,AURORA,CO,"$149,019.02"
"RAY, JENNIFER A",Dermatology,AURORA,CO,"$148,922.67"
"STEWART, PATRICIA L",Nurse Practitioner,AURORA,CO,"$147,737.82"
"KOTARU, CHAKRADHAR",Critical Care (Intensivists),AURORA,CO,"$146,834.30"
UNIVERSITY PHYSICIANS INCORPORATED,Clinical Laboratory,AURORA,CO,"$145,366.52"
"LEDER, ROBERT M",Internal Medicine,AURORA,CO,"$145,091.34"
"LOCKWOOD, MICHAEL J",Physician Assistant,AURORA,CO,"$144,914.96"
"CHONCHOL, MICHEL",Nephrology,AURORA,CO,"$141,233.41"
"SOVNDAL, SHANNON S",Emergency Medicine,AURORA,CO,"$140,043.08"
"PALMQUIST, DAVID L",Internal Medicine,AURORA,CO,"$139,773.58"
"FARRELL, CARISSA D",Physician Assistant,AURORA,CO,"$138,604.56"
"ECKHOFF, DONALD",Orthopedic Surgery,AURORA,CO,"$138,028.75"
"KANDUKURI, RAJEEV",Internal Medicine,AURORA,CO,"$136,538.26"
"SIRAJ, SEEMA",Family Practice,AURORA,CO,"$135,974.81"
"FORRESTER, JOSEPH",Critical Care (Intensivists),AURORA,CO,"$135,815.63"
"ANDERSON, DANIELLE",Physician Assistant,AURORA,CO,"$134,489.27"
"HARTSUIKER, GALIN L",Physician Assistant,AURORA,CO,"$133,504.42"
"GRIN, JENNIFER M",Ophthalmology,AURORA,CO,"$132,977.00"
"BRIDGES, JESSYCA",Physician Assistant,AURORA,CO,"$132,551.62"
"VILLAR, ADOLFO M",Nephrology,AURORA,CO,"$131,716.57"
"BURMAN, ROBERT W",Diagnostic Radiology,AURORA,CO,"$130,049.93"
"WIER, CAROL D",Nurse Practitioner,AURORA,CO,"$128,045.53"
"PROCTOR, GREGORY",Nephrology,AURORA,CO,"$126,859.49"
"MCLAUGHLIN, JOHN D",Internal Medicine,AURORA,CO,"$114,382.17"
"NICODEMUS, MALENA M",Physician Assistant,AURORA,CO,"$114,190.87"
"KELLER, MARK W",Cardiology,AURORA,CO,"$113,827.76"
"DELOSREYES, CHERRY M",Geriatric Medicine,AURORA,CO,"$113,450.71"
"PATT, RICHARD A",Family Practice,AURORA,CO,"$113,394.77"
"SULLIVAN, ANDREW K",Pulmonary Disease,AURORA,CO,"$113,217.13"
CHER LLC,Independent Diagnostic Testing Facility,AURORA,CO,"$113,146.69"
"MARTIN, REBEKAH L",Physical Medicine and Rehabilitation,AURORA,CO,"$113,087.39"
"BARQAWI, AL",Neurology,AURORA,CO,"$112,134.78"
"DOWNING, NATALIE J",Physician Assistant,AURORA,CO,"$112,090.44"
"NEUMANN, ROBERT",Neurology,AURORA,CO,"$110,413.42"
"FANOS, NASHAT F",Internal Medicine,AURORA,CO,"$109,693.92"
"SHEYKHET, TATYANA",Physical Therapist,AURORA,CO,"$109,293.28"
"ELLIAS, JEREMIAH F",Emergency Medicine,AURORA,CO,"$108,758.81"
"MADDEN, ERIN A",Family Practice,AURORA,CO,"$107,943.38"
"HARTWICK, CHRISTINE P",Nurse Practitioner,AURORA,CO,"$106,586.23"
"SARKAR, MONALI",Internal Medicine,AURORA,CO,"$106,504.12"
"BENNETT, MARY J",Nurse Practitioner,AURORA,CO,"$105,292.16"
"SUNDLAND, BARRY R",Family Practice,AURORA,CO,"$102,055.21"
"GRUBER, MICHAEL P",Critical Care (Intensivists),AURORA,CO,"$102,021.31"
"HASSELKUS, HERMAN",Internal Medicine,AURORA,CO,"$101,728.44"
"KAVANAGH, BRIAN",Radiation Oncology,AURORA,CO,"$101,513.16"
"LATAL, KRISTINE",Physician Assistant,AURORA,CO,"$100,589.70"
"OLSON, JEFFREY",Ophthalmology,AURORA,CO,"$100,218.63"
"O'NEILL, BRENDAN",Dermatology,AURORA,CO,"$100,218.37"
"NEYMAN, KIMBERLY M",Dermatology,AURORA,CO,"$98,548.89"
"SHUKERT, BENJAMIN",Internal Medicine,AURORA,CO,"$97,583.28"
"SHERMAN, M E",Cardiology,AURORA,CO,"$97,567.98"
"IGEL, MEGAN A",Physician Assistant,AURORA,CO,"$96,611.99"
"DORMISH, JONATHON",Podiatry,AURORA,CO,"$96,420.28"
"KER, NATHAN J",Family Practice,AURORA,CO,"$95,786.04"
"BIODESIX, INC.",Clinical Laboratory,AURORA,CO,"$95,206.03"
"KAN DI KI, LLC",Clinical Laboratory,AURORA,CO,"$95,172.80"
"NGUYEN, DUY",Cardiology,AURORA,CO,"$94,770.58"
"PROHASKA, UTE",Emergency Medicine,AURORA,CO,"$94,138.95"
"SHAH, ALI A",Internal Medicine,AURORA,CO,"$93,825.80"
"CHAN, LAURENCE",Nephrology,AURORA,CO,"$93,765.30"
"SIDDIQUI, NAJMUL H",Family Practice,AURORA,CO,"$93,148.42"
"VARSHNEY, MAMTA",Internal Medicine,AURORA,CO,"$93,107.09"
"TAMURA, WATARU",Gastroenterology,AURORA,CO,"$93,017.90"
"GREGORY, DARREN G",Ophthalmology,AURORA,CO,"$92,884.73"
"PATEL, VIKAS",Orthopedic Surgery,AURORA,CO,"$92,821.86"
"BATUELLO, JOSEPH T",Internal Medicine,AURORA,CO,"$91,685.17"
"CHAPMAN, KARLEE",Nurse Practitioner,AURORA,CO,"$91,499.95"
"SHIP, JORDAN R",Emergency Medicine,AURORA,CO,"$91,497.60"
"KASHIKAR, PADMINI",Internal Medicine,AURORA,CO,"$91,493.41"
"DURAIRAJ, VIKRAM",Ophthalmology,AURORA,CO,"$91,259.55"
"WERNER, PAMELA A",Nurse Practitioner,AURORA,CO,"$90,004.88"
"ERICKSON, CHRISTOPHER J",Internal Medicine,AURORA,CO,"$89,922.81"
"DUNAWAY, FRANK R",Emergency Medicine,AURORA,CO,"$89,663.44"
"BENISH, ELIZABETH A",Internal Medicine,AURORA,CO,"$89,622.72"
"OJEMANN, STEVEN",Neurosurgery,AURORA,CO,"$89,201.12"
"ALEONG, RYAN",Cardiology,AURORA,CO,"$88,992.78"
"COHEN, LAURENCE J",Emergency Medicine,AURORA,CO,"$88,692.56"
"ALSALEEM, AHMAD S",Critical Care (Intensivists),AURORA,CO,"$88,038.80"
"SCHROEDER, DAVID F",Family Practice,AURORA,CO,"$88,018.18"
"ROBERTS, ROXSANN L",Diagnostic Radiology,AURORA,CO,"$87,943.60"
"CUMBLER, ETHAN",Internal Medicine,AURORA,CO,"$87,789.39"
"GEBHART, KARINA D",Physician Assistant,AURORA,CO,"$87,603.25"
"WISEMAN, ALEXANDER",Nephrology,AURORA,CO,"$87,336.20"
"FINN, MICHAEL",Neurosurgery,AURORA,CO,"$87,202.34"
"YOUNG, ROBERT L",Critical Care (Intensivists),AURORA,CO,"$87,074.03"
"BUCANI-GO, MARY ANN",Internal Medicine,AURORA,CO,"$86,579.92"
"CAMPBELL, BRUCE E",Emergency Medicine,AURORA,CO,"$86,510.11"
"CRISMAN, THOMAS S",Cardiology,AURORA,CO,"$86,481.36"
"POPP, TODD",Internal Medicine,AURORA,CO,"$86,326.44"
"VEJAR, MARIA",Nurse Practitioner,AURORA,CO,"$85,707.48"
"ZAEMISCH, REBEKAH L",Internal Medicine,AURORA,CO,"$85,636.13"
"BATRA, DEV",Diagnostic Radiology,AURORA,CO,"$85,334.19"
"WARKENTIN, WILLIAM J",Internal Medicine,AURORA,CO,"$84,840.61"
"DE LA GARZA, NICOLE",Internal Medicine,AURORA,CO,"$84,795.10"
"FRIEDEL, GREGORY S",Diagnostic Radiology,AURORA,CO,"$84,579.75"
"COOPER, JAMES",Nephrology,AURORA,CO,"$84,567.33"
"RANTALA, CORINNE M",Physician Assistant,AURORA,CO,"$83,762.03"
"DAYTON, MICHAEL",Orthopedic Surgery,AURORA,CO,"$83,745.49"
"ATHA, MICHAEL",Internal Medicine,AURORA,CO,"$83,252.99"
"NASSEH, AMANDA",Internal Medicine,AURORA,CO,"$82,652.45"
"AMADOR, LUIS F",Internal Medicine,AURORA,CO,"$82,582.95"
"SCARIANO, LAWRENCE A",Internal Medicine,AURORA,CO,"$82,565.73"
ALPHA SLEEP DIAGNOSTIC CENTERS LLC,Independent Diagnostic Testing Facility,AURORA,CO,"$82,370.61"
